Orthogroup	CquinquefasciatusJHB2020	AdirusWRAIR2
OG0006823	CQUJHB008629	ADIR001590
OG0006824	CQUJHB006719	ADIR003602
OG0006825	CQUJHB012650	ADIR005939
OG0006826	CQUJHB012055	ADIR008731
OG0006827	CQUJHB003749	ADIR008729
OG0006828	CQUJHB007998	ADIR007488
OG0006829	CQUJHB011450	ADIR004065
OG0006830	CQUJHB001178	ADIR007736
OG0006831	CQUJHB002868	ADIR007353
OG0006832	CQUJHB014869	ADIR011672
OG0006833	CQUJHB011039	ADIR008004
OG0006834	CQUJHB011614	ADIR015934
OG0006835	CQUJHB001437	ADIR008006
OG0006836	CQUJHB003451	ADIR003692
OG0006837	CQUJHB009301	ADIR008623
OG0006838	CQUJHB012296	ADIR009082
OG0006839	CQUJHB010478	ADIR003787
OG0006840	CQUJHB009429	ADIR005215
OG0006841	CQUJHB006303	ADIR004139
OG0006842	CQUJHB008891	ADIR003076
OG0006843	CQUJHB002445	ADIR011655
OG0006844	CQUJHB004751	ADIR010896
OG0006845	CQUJHB013498	ADIR003563
OG0006846	CQUJHB011504	ADIR003981
OG0006847	CQUJHB003408	ADIR003656
OG0006848	CQUJHB010620	ADIR002883
OG0006849	CQUJHB010945	ADIR010437
OG0006850	CQUJHB010779	ADIR003798
OG0006851	CQUJHB000262	ADIR003799
OG0006852	CQUJHB011859	ADIR005134
OG0006854	CQUJHB015056	ADIR001409
OG0006855	CQUJHB008933	ADIR004775
OG0006856	CQUJHB007055	ADIR001007
OG0006857	CQUJHB007938	ADIR001656
OG0006858	CQUJHB016027	ADIR008478
OG0006859	CQUJHB008576	ADIR003960
OG0006860	CQUJHB016717	ADIR007625
OG0006861	CQUJHB012900	ADIR000684
OG0006862	CQUJHB016369	ADIR011670
OG0006863	CQUJHB005619	ADIR007537
OG0006864	CQUJHB010199	ADIR008509
OG0006865	CQUJHB003370	ADIR001728
OG0006866	CQUJHB011742	ADIR010696
OG0006867	CQUJHB002058	ADIR007258
OG0006868	CQUJHB015371	ADIR011683
OG0006869	CQUJHB015357	ADIR000256
OG0006870	CQUJHB012090	ADIR004835
OG0006871	CQUJHB001442	ADIR009918
OG0006872	CQUJHB012661	ADIR007990
OG0006873	CQUJHB008095	ADIR003201
OG0006874	CQUJHB011095	ADIR009327
OG0006875	CQUJHB014367	ADIR001487
OG0006876	CQUJHB011427	ADIR000046
OG0006878	CQUJHB003670	ADIR005945
OG0006879	CQUJHB011206	ADIR001219
OG0006880	CQUJHB007925	ADIR007187
OG0006881	CQUJHB012594	ADIR005489
OG0006882	CQUJHB002275	ADIR011212
OG0006883	CQUJHB007272	ADIR015666
OG0006884	CQUJHB001509	ADIR008110
OG0006885	CQUJHB008251	ADIR001422
OG0006886	CQUJHB001785	ADIR008107
OG0006887	CQUJHB017466	ADIR010343
OG0006888	CQUJHB005979	ADIR001109
OG0006889	CQUJHB005375	ADIR005949
OG0006890	CQUJHB001715	ADIR008658
OG0006891	CQUJHB008444	ADIR001761
OG0006892	CQUJHB006612	ADIR007117
OG0006893	CQUJHB000510	ADIR004762
OG0006894	CQUJHB011696	ADIR004831
OG0006895	CQUJHB012839	ADIR005275
OG0006896	CQUJHB003326	ADIR002702
OG0006897	CQUJHB010039	ADIR000260
OG0006898	CQUJHB015860	ADIR015694
OG0006899	CQUJHB016240	ADIR003374
OG0006900	CQUJHB014051	ADIR007629
OG0006901	CQUJHB010588	ADIR009770
OG0006902	CQUJHB015633	ADIR002587
OG0006903	CQUJHB013516	ADIR001337
OG0006904	CQUJHB013983	ADIR010083
OG0006905	CQUJHB008215	ADIR001863
OG0006906	CQUJHB005741	ADIR006143
OG0006907	CQUJHB010933	ADIR006067
OG0006908	CQUJHB016686	ADIR008261
OG0006909	CQUJHB015147	ADIR002271
OG0006910	CQUJHB003823	ADIR002403
OG0006911	CQUJHB007887	ADIR008999
OG0006912	CQUJHB000151	ADIR006027
OG0006913	CQUJHB002647	ADIR000235
OG0006914	CQUJHB002966	ADIR008238
OG0006915	CQUJHB008869	ADIR005838
OG0006916	CQUJHB010903	ADIR016083
OG0006917	CQUJHB006062	ADIR003720
OG0006918	CQUJHB017174	ADIR000042
OG0006919	CQUJHB006861	ADIR008056
OG0006920	CQUJHB003546	ADIR005502
OG0006921	CQUJHB006900	ADIR003917
OG0006922	CQUJHB005905	ADIR006914
OG0006923	CQUJHB001180	ADIR010980
OG0006924	CQUJHB012530	ADIR003161
OG0006925	CQUJHB013001	ADIR000397
OG0006926	CQUJHB003914	ADIR010061
OG0006927	CQUJHB016000	ADIR005484
OG0006929	CQUJHB000891	ADIR000340
OG0006930	CQUJHB003652	ADIR010628
OG0006931	CQUJHB018391	ADIR001158
OG0006932	CQUJHB002256	ADIR001988
OG0006933	CQUJHB007635	ADIR008837
OG0006934	CQUJHB009458	ADIR016152
OG0006935	CQUJHB009112	ADIR002778
OG0006936	CQUJHB011589	ADIR002674
OG0006937	CQUJHB004979	ADIR001501
OG0006938	CQUJHB008726	ADIR006590
OG0006939	CQUJHB009463	ADIR010169
OG0006940	CQUJHB002875	ADIR011207
OG0006941	CQUJHB015284	ADIR005671
OG0006942	CQUJHB012529	ADIR007823
OG0006945	CQUJHB011522	ADIR007893
OG0006946	CQUJHB004770	ADIR006528
OG0006947	CQUJHB002725	ADIR010592
OG0006948	CQUJHB005421	ADIR007838
OG0006949	CQUJHB015980	ADIR002668
OG0006950	CQUJHB009468	ADIR009539
OG0006951	CQUJHB012864	ADIR000085
OG0006952	CQUJHB014290	ADIR010081
OG0006953	CQUJHB003355	ADIR002623
OG0006954	CQUJHB007961	ADIR000155
OG0006955	CQUJHB009765	ADIR003195
OG0006956	CQUJHB000852	ADIR006216
OG0006957	CQUJHB017003	ADIR016053
OG0006958	CQUJHB001327	ADIR016159
OG0006959	CQUJHB013166	ADIR007995
OG0006960	CQUJHB005928	ADIR000673
OG0006961	CQUJHB016933, CQUJHB002421	ADIR003177
OG0006962	CQUJHB004931	ADIR010233
OG0006963	CQUJHB010882	ADIR005179
OG0006965	CQUJHB017991	ADIR011144
OG0006966	CQUJHB014475	ADIR005938
OG0006967	CQUJHB010715	ADIR011057
OG0006968	CQUJHB004869	ADIR009580
OG0006969	CQUJHB005289	ADIR015692
OG0006970	CQUJHB014805	ADIR004575
OG0006971	CQUJHB003271	ADIR004588
OG0006972	CQUJHB005132	ADIR002478
OG0006973	CQUJHB008923	ADIR005820, ADIR005824
OG0006974	CQUJHB011070	ADIR008913
OG0006975	CQUJHB000385	ADIR010672
OG0006976	CQUJHB004408	ADIR007552
OG0006977	CQUJHB004432	ADIR010069
OG0006978	CQUJHB017967	ADIR011102
OG0006979	CQUJHB009750	ADIR007770
OG0006980	CQUJHB005418	ADIR000829
OG0006981	CQUJHB003561	ADIR004014
OG0006982	CQUJHB000840	ADIR011545
OG0006983	CQUJHB009747	ADIR009980
OG0006984	CQUJHB006224	ADIR006779
OG0006985	CQUJHB016960	ADIR005074
OG0006986	CQUJHB001194	ADIR005208
OG0006987	CQUJHB015025	ADIR005233
OG0006988	CQUJHB009085	ADIR006995
OG0006989	CQUJHB005737	ADIR011008
OG0006990	CQUJHB013413	ADIR009482
OG0006991	CQUJHB011339	ADIR002293
OG0006992	CQUJHB004892	ADIR004161
OG0006993	CQUJHB002015	ADIR008224
OG0006994	CQUJHB006131	ADIR001155
OG0006995	CQUJHB003792	ADIR008178
OG0006996	CQUJHB006897	ADIR005857
OG0006997	CQUJHB015563	ADIR011301
OG0006998	CQUJHB001985	ADIR000445
OG0006999	CQUJHB012806	ADIR015509
OG0007000	CQUJHB018340, CQUJHB002745	ADIR003175
OG0007001	CQUJHB014288	ADIR007390
OG0007002	CQUJHB005842	ADIR008891
OG0007003	CQUJHB000961	ADIR009871
OG0007004	CQUJHB007329	ADIR005844
OG0007005	CQUJHB006797	ADIR008034
OG0007006	CQUJHB004366	ADIR009164
OG0007007	CQUJHB006702	ADIR009574
OG0007008	CQUJHB005065	ADIR005566
OG0007009	CQUJHB016569	ADIR004232
OG0007010	CQUJHB007922	ADIR000608
OG0007011	CQUJHB000182	ADIR010291
OG0007012	CQUJHB009897	ADIR010877
OG0007013	CQUJHB009481	ADIR005989
OG0007014	CQUJHB004598	ADIR004160
OG0007015	CQUJHB012966	ADIR009957
OG0007016	CQUJHB008284	ADIR009961
OG0007017	CQUJHB017865	ADIR011329
OG0007018	CQUJHB003813	ADIR001115
OG0007020	CQUJHB018424	ADIR006366
OG0007021	CQUJHB008973	ADIR004386
OG0007022	CQUJHB001406	ADIR010704
OG0007023	CQUJHB000781	ADIR004079
OG0007024	CQUJHB014345	ADIR001889
OG0007025	CQUJHB003101	ADIR003459
OG0007026	CQUJHB000550	ADIR004855
OG0007027	CQUJHB016542	ADIR009292
OG0007028	CQUJHB010574	ADIR015667
OG0007029	CQUJHB000092	ADIR000674
OG0007030	CQUJHB008814	ADIR010914
OG0007031	CQUJHB015703	ADIR007861, ADIR007856
OG0007032	CQUJHB017153	ADIR004347
OG0007033	CQUJHB001716	ADIR000119
OG0007034	CQUJHB000169	ADIR004915
OG0007035	CQUJHB005822	ADIR007593
OG0007036	CQUJHB015296	ADIR011679
OG0007037	CQUJHB014487	ADIR004374
OG0007038	CQUJHB012017	ADIR007107
OG0007039	CQUJHB018361	ADIR000857
OG0007040	CQUJHB009345	ADIR006761
OG0007041	CQUJHB008255	ADIR004346
OG0007042	CQUJHB008935	ADIR011213
OG0007043	CQUJHB003087	ADIR010659
OG0007044	CQUJHB006649	ADIR006269
OG0007045	CQUJHB006599	ADIR009932
OG0007046	CQUJHB009371	ADIR004928
OG0007047	CQUJHB002077	ADIR001697
OG0007048	CQUJHB009222	ADIR003811
OG0007049	CQUJHB012738	ADIR002657
OG0007050	CQUJHB016424	ADIR000263
OG0007051	CQUJHB006272	ADIR011192
OG0007052	CQUJHB016613	ADIR009254
OG0007053	CQUJHB012174	ADIR009538
OG0007054	CQUJHB017310	ADIR007082
OG0007055	CQUJHB004657	ADIR009495
OG0007056	CQUJHB014827	ADIR005358
OG0007057	CQUJHB018347	ADIR007638
OG0007058	CQUJHB017732	ADIR010924
OG0007059	CQUJHB001399	ADIR004995
OG0007061	CQUJHB010459	ADIR011517
OG0007062	CQUJHB012295	ADIR007001
OG0007063	CQUJHB003562	ADIR006484
OG0007064	CQUJHB003875	ADIR000877
OG0007065	CQUJHB003556	ADIR010814
OG0007066	CQUJHB007649	ADIR010532
OG0007067	CQUJHB010126	ADIR002258
OG0007068	CQUJHB007678	ADIR004906
OG0007069	CQUJHB002190	ADIR006797
OG0007070	CQUJHB005273	ADIR009616
OG0007071	CQUJHB016012	ADIR001758
OG0007072	CQUJHB014691	ADIR005005
OG0007073	CQUJHB012442	ADIR008839
OG0007074	CQUJHB005540	ADIR003846
OG0007075	CQUJHB014062	ADIR005298
OG0007076	CQUJHB002591	ADIR009123
OG0007077	CQUJHB004926	ADIR002163
OG0007078	CQUJHB008216	ADIR007741
OG0007079	CQUJHB006603	ADIR008260
OG0007080	CQUJHB002529	ADIR008877
OG0007081	CQUJHB007399	ADIR004048
OG0007082	CQUJHB017952	ADIR000510
OG0007083	CQUJHB014648	ADIR008430
OG0007084	CQUJHB010860	ADIR009641
OG0007085	CQUJHB009251	ADIR006734
OG0007086	CQUJHB013950	ADIR000417
OG0007087	CQUJHB009589	ADIR011166
OG0007088	CQUJHB010383	ADIR003623
OG0007089	CQUJHB003607	ADIR006205
OG0007090	CQUJHB012040	ADIR010767
OG0007091	CQUJHB013890	ADIR007913, ADIR007914
OG0007092	CQUJHB010585	ADIR002034
OG0007093	CQUJHB004951	ADIR016151
OG0007094	CQUJHB014319	ADIR004074
OG0007096	CQUJHB008867	ADIR006977
OG0007097	CQUJHB001025	ADIR004720
OG0007098	CQUJHB006201	ADIR008730
OG0007099	CQUJHB017548	ADIR008757
OG0007100	CQUJHB005713	ADIR001299
OG0007101	CQUJHB006889	ADIR004026
OG0007102	CQUJHB004065	ADIR006624
OG0007103	CQUJHB007466	ADIR011444
OG0007104	CQUJHB006031	ADIR008986
OG0007105	CQUJHB013056, CQUJHB003092	ADIR011542
OG0007106	CQUJHB010745	ADIR004580
OG0007107	CQUJHB013113	ADIR000505
OG0007108	CQUJHB014101	ADIR005183
OG0007109	CQUJHB000758	ADIR002135
OG0007110	CQUJHB013211	ADIR007511
OG0007111	CQUJHB013577	ADIR008841
OG0007112	CQUJHB005234	ADIR009411
OG0007113	CQUJHB015481	ADIR008515
OG0007114	CQUJHB015450	ADIR006250
OG0007115	CQUJHB002773	ADIR001008
OG0007116	CQUJHB002227	ADIR009215
OG0007117	CQUJHB003924	ADIR011447
OG0007118	CQUJHB011671	ADIR009176
OG0007119	CQUJHB009575	ADIR006175
OG0007120	CQUJHB007819	ADIR004378
OG0007121	CQUJHB016250	ADIR008944
OG0007122	CQUJHB015857	ADIR008947
OG0007123	CQUJHB000094	ADIR010066
OG0007124	CQUJHB014934	ADIR010884
OG0007125	CQUJHB000204	ADIR009368
OG0007126	CQUJHB011677	ADIR004877
OG0007127	CQUJHB000084	ADIR000743
OG0007128	CQUJHB004865	ADIR005242
OG0007129	CQUJHB013000	ADIR009990
OG0007130	CQUJHB004993	ADIR010515
OG0007131	CQUJHB003080	ADIR009432
OG0007132	CQUJHB002825	ADIR011078
OG0007133	CQUJHB017321	ADIR003332
OG0007134	CQUJHB001617	ADIR004134
OG0007135	CQUJHB017057	ADIR008762
OG0007136	CQUJHB000981	ADIR016160
OG0007138	CQUJHB002650	ADIR007229
OG0007139	CQUJHB013860	ADIR009507
OG0007140	CQUJHB013729	ADIR006954
OG0007141	CQUJHB006048	ADIR007283
OG0007142	CQUJHB008750	ADIR011591
OG0007143	CQUJHB015595	ADIR004891
OG0007144	CQUJHB008089	ADIR002726
OG0007145	CQUJHB009256	ADIR004021
OG0007146	CQUJHB015156	ADIR002864
OG0007147	CQUJHB002457	ADIR003890
OG0007148	CQUJHB018481	ADIR006707
OG0007149	CQUJHB016235	ADIR010795
OG0007150	CQUJHB005782	ADIR005848
OG0007151	CQUJHB003206	ADIR005776
OG0007152	CQUJHB017975	ADIR016214, ADIR016213
OG0007153	CQUJHB000749	ADIR004884
OG0007154	CQUJHB004308	ADIR004946
OG0007155	CQUJHB017976	ADIR010094
OG0007156	CQUJHB005747	ADIR000078
OG0007157	CQUJHB018126	ADIR004832
OG0007158	CQUJHB015105	ADIR010043
OG0007159	CQUJHB010217	ADIR008585
OG0007160	CQUJHB000566	ADIR005604
OG0007161	CQUJHB016069	ADIR016109
OG0007162	CQUJHB010449	ADIR008871
OG0007163	CQUJHB004043	ADIR001668
OG0007164	CQUJHB007229	ADIR004434
OG0007165	CQUJHB017679	ADIR008290
OG0007166	CQUJHB008136	ADIR007328
OG0007167	CQUJHB006542	ADIR007352
OG0007168	CQUJHB001652	ADIR009229
OG0007169	CQUJHB007488	ADIR003655
OG0007170	CQUJHB013936	ADIR003679
OG0007171	CQUJHB010386	ADIR002230
OG0007172	CQUJHB008734	ADIR000149
OG0007173	CQUJHB009079	ADIR016095
OG0007174	CQUJHB000163	ADIR001259
OG0007175	CQUJHB008372	ADIR006861
OG0007176	CQUJHB000208	ADIR001844
OG0007177	CQUJHB018462	ADIR015769
OG0007178	CQUJHB005043	ADIR002212
OG0007179	CQUJHB016458	ADIR011697
OG0007180	CQUJHB014884	ADIR005097
OG0007181	CQUJHB015036	ADIR001058
OG0007182	CQUJHB010285	ADIR009483
OG0007183	CQUJHB005943	ADIR009248
OG0007184	CQUJHB006651	ADIR002201
OG0007185	CQUJHB006990	ADIR010736
OG0007186	CQUJHB014581	ADIR008076
OG0007187	CQUJHB012714	ADIR000900
OG0007188	CQUJHB008603	ADIR000690
OG0007189	CQUJHB002887	ADIR003789
OG0007190	CQUJHB002627	ADIR010473
OG0007191	CQUJHB004531	ADIR008449
OG0007192	CQUJHB006963	ADIR015911
OG0007193	CQUJHB017604	ADIR003273
OG0007194	CQUJHB003353	ADIR008372
OG0007195	CQUJHB014672	ADIR003462
OG0007196	CQUJHB002349	ADIR007562
OG0007197	CQUJHB005238	ADIR006712
OG0007198	CQUJHB003947	ADIR015690
OG0007199	CQUJHB002317	ADIR007585
OG0007200	CQUJHB009229	ADIR010751
OG0007201	CQUJHB017399	ADIR004282
OG0007202	CQUJHB003069	ADIR005986
OG0007203	CQUJHB016694	ADIR005346
OG0007204	CQUJHB010231	ADIR007221
OG0007205	CQUJHB003124	ADIR001502
OG0007206	CQUJHB000802	ADIR003298
OG0007207	CQUJHB002199	ADIR001166
OG0007208	CQUJHB003713	ADIR004758
OG0007209	CQUJHB014640	ADIR003278
OG0007210	CQUJHB017918	ADIR011289
OG0007211	CQUJHB013848	ADIR001652
OG0007212	CQUJHB010524	ADIR008613
OG0007213	CQUJHB009171	ADIR002575
OG0007214	CQUJHB017203	ADIR007950
OG0007215	CQUJHB017298	ADIR008739
OG0007216	CQUJHB009541	ADIR011649
OG0007217	CQUJHB011767	ADIR008332
OG0007218	CQUJHB009982	ADIR005886
OG0007219	CQUJHB004356	ADIR004679
OG0007221	CQUJHB008533	ADIR003146
OG0007222	CQUJHB003842	ADIR003562
OG0007223	CQUJHB009536	ADIR011324
OG0007224	CQUJHB010180	ADIR001146
OG0007225	CQUJHB011295	ADIR005542
OG0007226	CQUJHB015581	ADIR003850
OG0007227	CQUJHB005090	ADIR005957
OG0007228	CQUJHB016372	ADIR004231
OG0007229	CQUJHB010087	ADIR007211
OG0007230	CQUJHB012835	ADIR009850
OG0007231	CQUJHB006756	ADIR003897
OG0007232	CQUJHB018469	ADIR011652
OG0007233	CQUJHB000839	ADIR011111
OG0007234	CQUJHB013501	ADIR010874
OG0007235	CQUJHB013889	ADIR006286
OG0007236	CQUJHB003131	ADIR001117
OG0007237	CQUJHB012241	ADIR007038
OG0007238	CQUJHB000917	ADIR008526
OG0007239	CQUJHB017496	ADIR007489
OG0007241	CQUJHB013111	ADIR003874
OG0007242	CQUJHB009831	ADIR007790
OG0007243	CQUJHB003084	ADIR007230
OG0007244	CQUJHB010103	ADIR006991
OG0007245	CQUJHB017709	ADIR001439
OG0007247	CQUJHB005960	ADIR009326
OG0007249	CQUJHB007651	ADIR003955
OG0007250	CQUJHB010438	ADIR001448
OG0007251	CQUJHB000943	ADIR011657
OG0007252	CQUJHB006239	ADIR009904
OG0007253	CQUJHB004239	ADIR008443
OG0007254	CQUJHB005913	ADIR009833
OG0007255	CQUJHB006860	ADIR007821
OG0007256	CQUJHB017671	ADIR011274
OG0007257	CQUJHB001637	ADIR010428
OG0007258	CQUJHB016345	ADIR000595
OG0007259	CQUJHB018306	ADIR003450
OG0007260	CQUJHB004284	ADIR003695
OG0007261	CQUJHB015694	ADIR005547
OG0007262	CQUJHB000462	ADIR007750
OG0007263	CQUJHB010853	ADIR011651
OG0007264	CQUJHB009134	ADIR008962
OG0007265	CQUJHB010371	ADIR002757
OG0007266	CQUJHB010109	ADIR002408
OG0007267	CQUJHB005920	ADIR000016
OG0007268	CQUJHB004002	ADIR005231
OG0007269	CQUJHB005722	ADIR000501
OG0007270	CQUJHB018157	ADIR003191
OG0007271	CQUJHB003618, CQUJHB009775	ADIR001906
OG0007272	CQUJHB013855	ADIR002210
OG0007273	CQUJHB011841	ADIR009423
OG0007274	CQUJHB016568	ADIR003801
OG0007275	CQUJHB015195	ADIR002684
OG0007276	CQUJHB012553	ADIR002203
OG0007277	CQUJHB004206	ADIR004626
OG0007278	CQUJHB013664	ADIR007209
OG0007279	CQUJHB014008	ADIR001373
OG0007280	CQUJHB002059, CQUJHB013973	ADIR005103
OG0007281	CQUJHB008334	ADIR008704
OG0007282	CQUJHB012794	ADIR008255
OG0007283	CQUJHB015837	ADIR011262
OG0007284	CQUJHB005450	ADIR001386
OG0007285	CQUJHB008960	ADIR002921
OG0007286	CQUJHB007313	ADIR015898
OG0007287	CQUJHB012771	ADIR000804
OG0007288	CQUJHB015075	ADIR001042
OG0007290	CQUJHB016099	ADIR005548
OG0007291	CQUJHB007948	ADIR001646
OG0007292	CQUJHB011869	ADIR009011
OG0007293	CQUJHB011046	ADIR003485
OG0007294	CQUJHB007983	ADIR011642
OG0007295	CQUJHB009327	ADIR000791
OG0007296	CQUJHB012425	ADIR000185
OG0007297	CQUJHB014154	ADIR007803
OG0007298	CQUJHB018112	ADIR002065
OG0007299	CQUJHB003334	ADIR008573
OG0007301	CQUJHB008300	ADIR008037
OG0007302	CQUJHB010915	ADIR015718
OG0007303	CQUJHB013555	ADIR010739
OG0007304	CQUJHB012098	ADIR006087
OG0007305	CQUJHB010123	ADIR000863
OG0007306	CQUJHB003117	ADIR002895
OG0007307	CQUJHB003341	ADIR000786
OG0007308	CQUJHB000871	ADIR000252
OG0007309	CQUJHB004498	ADIR007894
OG0007310	CQUJHB014996	ADIR006843
OG0007311	CQUJHB012302	ADIR008519
OG0007312	CQUJHB012277	ADIR007800
OG0007313	CQUJHB001326	ADIR007714
OG0007314	CQUJHB016393	ADIR000267
OG0007315	CQUJHB005664	ADIR005902
OG0007316	CQUJHB016327	ADIR014869
OG0007317	CQUJHB003934	ADIR010506
OG0007318	CQUJHB002904	ADIR005754
OG0007319	CQUJHB013152	ADIR000811
OG0007320	CQUJHB015834	ADIR011515
OG0007321	CQUJHB013517	ADIR001603
OG0007322	CQUJHB009156	ADIR006696
OG0007323	CQUJHB004227	ADIR003442
OG0007325	CQUJHB016630	ADIR001645
OG0007326	CQUJHB017276	ADIR010284
OG0007327	CQUJHB015023	ADIR001087
OG0007328	CQUJHB012146	ADIR010138
OG0007329	CQUJHB001412	ADIR005909
OG0007330	CQUJHB000991	ADIR011058
OG0007331	CQUJHB005876	ADIR010680
OG0007332	CQUJHB007684	ADIR005851
OG0007333	CQUJHB004548	ADIR011210
OG0007334	CQUJHB003743	ADIR002176
OG0007335	CQUJHB017407	ADIR009797
OG0007336	CQUJHB004138	ADIR003857
OG0007337	CQUJHB015685	ADIR005119
OG0007338	CQUJHB006175	ADIR010939
OG0007339	CQUJHB001324	ADIR000113
OG0007340	CQUJHB002927	ADIR005883
OG0007341	CQUJHB003948	ADIR009076
OG0007342	CQUJHB008706	ADIR007479
OG0007343	CQUJHB001722	ADIR015814
OG0007344	CQUJHB010828	ADIR010170
OG0007345	CQUJHB010775	ADIR002886
OG0007346	CQUJHB007386	ADIR001444
OG0007348	CQUJHB003366	ADIR007939
OG0007350	CQUJHB012147	ADIR010901
OG0007351	CQUJHB001790	ADIR006753
OG0007352	CQUJHB001515	ADIR006745
OG0007353	CQUJHB001144	ADIR009756
OG0007354	CQUJHB018103	ADIR007737
OG0007355	CQUJHB001513	ADIR001103
OG0007356	CQUJHB013897	ADIR009647
OG0007357	CQUJHB013770	ADIR011093
OG0007358	CQUJHB014366	ADIR006709
OG0007359	CQUJHB005518	ADIR001261
OG0007360	CQUJHB000687	ADIR000310
OG0007361	CQUJHB009814	ADIR004672
OG0007362	CQUJHB006305	ADIR007810
OG0007364	CQUJHB007657	ADIR010187
OG0007365	CQUJHB016671	ADIR007164
OG0007366	CQUJHB002796	ADIR007774
OG0007367	CQUJHB012804	ADIR008309
OG0007368	CQUJHB008259	ADIR000893
OG0007369	CQUJHB005812	ADIR010265
OG0007370	CQUJHB010454	ADIR007538
OG0007371	CQUJHB013720	ADIR005843
OG0007372	CQUJHB006212	ADIR004270
OG0007373	CQUJHB011474	ADIR001485
OG0007374	CQUJHB001059	ADIR001074
OG0007375	CQUJHB008233	ADIR008811
OG0007376	CQUJHB006554	ADIR001252
OG0007377	CQUJHB017232	ADIR002856
OG0007378	CQUJHB017545	ADIR007331
OG0007379	CQUJHB016022, CQUJHB017589	ADIR010458
OG0007380	CQUJHB009692	ADIR007993
OG0007381	CQUJHB006909	ADIR009223
OG0007382	CQUJHB007776	ADIR003579
OG0007383	CQUJHB005959	ADIR011664
OG0007384	CQUJHB014797	ADIR005812
OG0007385	CQUJHB005990	ADIR006010
OG0007386	CQUJHB007718	ADIR004610
OG0007387	CQUJHB005829	ADIR011560
OG0007388	CQUJHB008212	ADIR003104
OG0007389	CQUJHB000857	ADIR004986
OG0007390	CQUJHB011220	ADIR004316
OG0007391	CQUJHB009335	ADIR016143
OG0007393	CQUJHB016736	ADIR002564
OG0007394	CQUJHB015955	ADIR002937
OG0007395	CQUJHB015526	ADIR000232
OG0007396	CQUJHB007441	ADIR006950
OG0007397	CQUJHB007646	ADIR001123
OG0007398	CQUJHB018319	ADIR007712
OG0007399	CQUJHB003661	ADIR015771
OG0007400	CQUJHB012754	ADIR005571
OG0007401	CQUJHB006564	ADIR003694
OG0007403	CQUJHB002431	ADIR009222
OG0007404	CQUJHB013104	ADIR003071
OG0007405	CQUJHB014817	ADIR007195
OG0007406	CQUJHB001867	ADIR008247
OG0007407	CQUJHB008481	ADIR016199
OG0007408	CQUJHB018444	ADIR002209
OG0007409	CQUJHB016703	ADIR009153
OG0007410	CQUJHB014903	ADIR006541
OG0007411	CQUJHB013552	ADIR000678
OG0007412	CQUJHB016320	ADIR010629
OG0007413	CQUJHB004813	ADIR002925
OG0007414	CQUJHB004063	ADIR007128
OG0007415	CQUJHB000292	ADIR008733
OG0007416	CQUJHB017169	ADIR006429
OG0007417	CQUJHB003291	ADIR005991
OG0007418	CQUJHB003856	ADIR007982
OG0007419	CQUJHB012446	ADIR005444
OG0007420	CQUJHB014728	ADIR004216
OG0007421	CQUJHB005927	ADIR000156
OG0007422	CQUJHB004946	ADIR010693
OG0007423	CQUJHB012137	ADIR016156
OG0007425	CQUJHB001480	ADIR011663
OG0007426	CQUJHB001921	ADIR000112
OG0007427	CQUJHB014416	ADIR007475
OG0007428	CQUJHB003144	ADIR008668
OG0007429	CQUJHB015854	ADIR003651
OG0007430	CQUJHB008860, CQUJHB016040	ADIR008205
OG0007431	CQUJHB013330	ADIR001554
OG0007432	CQUJHB006304	ADIR009670
OG0007433	CQUJHB014754	ADIR005169
OG0007434	CQUJHB001756	ADIR003788
OG0007435	CQUJHB014130	ADIR009606
OG0007436	CQUJHB012562	ADIR008594
OG0007437	CQUJHB008524	ADIR009441
OG0007438	CQUJHB016183	ADIR011525
OG0007439	CQUJHB009248	ADIR005140
OG0007440	CQUJHB007874	ADIR007925
OG0007441	CQUJHB005115	ADIR002595
OG0007442	CQUJHB012465	ADIR001704
OG0007443	CQUJHB014178	ADIR001614
OG0007444	CQUJHB005148	ADIR005293
OG0007445	CQUJHB011156	ADIR001157
OG0007446	CQUJHB015017	ADIR007228
OG0007447	CQUJHB016272	ADIR006645
OG0007448	CQUJHB007506	ADIR008048
OG0007449	CQUJHB008336	ADIR007183
OG0007450	CQUJHB005351	ADIR009345
OG0007451	CQUJHB014255	ADIR009397
OG0007452	CQUJHB018387	ADIR009744
OG0007453	CQUJHB002062	ADIR008972
OG0007454	CQUJHB006847	ADIR010794
OG0007455	CQUJHB014783	ADIR003719
OG0007456	CQUJHB012078, CQUJHB006957	ADIR006910
OG0007457	CQUJHB002858	ADIR007282
OG0007458	CQUJHB003438, CQUJHB013337, CQUJHB013010, CQUJHB016394	ADIR008794
OG0007459	CQUJHB003993	ADIR006589
OG0007460	CQUJHB008819	ADIR010633
OG0007461	CQUJHB006822	ADIR008776
OG0007462	CQUJHB015538	ADIR010643
OG0007463	CQUJHB009515	ADIR011503
OG0007464	CQUJHB017076	ADIR005018
OG0007465	CQUJHB018144	ADIR006787
OG0007466	CQUJHB004874	ADIR004685
OG0007468	CQUJHB007679	ADIR002177
OG0007469	CQUJHB009444	ADIR004319
OG0007470	CQUJHB008870	ADIR001643
OG0007471	CQUJHB015177	ADIR007740
OG0007472	CQUJHB011858	ADIR001505
OG0007473	CQUJHB014948	ADIR007872
OG0007474	CQUJHB006252	ADIR000158
OG0007475	CQUJHB007435	ADIR005435
