Orthogroup	CquinquefasciatusJHB2020	AsinensisChina
OG0000275	CQUJHB000546, CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765	ASIC014691, ASIC014690, ASIC014692
OG0000276	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216	ASIC017971
OG0000277	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492, CQUJHB016702, CQUJHB013862	ASIC008290, ASIC008301
OG0000278	CQUJHB008764, CQUJHB011798	ASIC016444, ASIC016562
OG0000279	CQUJHB005102, CQUJHB016711, CQUJHB013635, CQUJHB001819	ASIC012105
OG0000280	CQUJHB000493	ASIC014624
OG0000285	CQUJHB011294	ASIC005533, ASIC005534
OG0000286	CQUJHB008968, CQUJHB015387	ASIC015277, ASIC015276
OG0000288	CQUJHB010147	ASIC006693, ASIC006682
OG0000289	CQUJHB011529, CQUJHB001666, CQUJHB017987	ASIC007910, ASIC007909
OG0000290	CQUJHB002754, CQUJHB008405	ASIC015220, ASIC015219
OG0000291	CQUJHB017541	ASIC019903
OG0000291	CQUJHB015406	ASIC018745, ASIC018743
OG0000292	CQUJHB017021	ASIC012870
OG0000292	CQUJHB008145	ASIC012872
OG0000293	CQUJHB008571	ASIC020292
OG0000293	CQUJHB000229, CQUJHB000928, CQUJHB011680	ASIC021166
OG0000294	CQUJHB015184	ASIC000867
OG0000294	CQUJHB009494	ASIC000063
OG0000295	CQUJHB020305, CQUJHB011786	ASIC014489, ASIC014488, ASIC014487
OG0000296	CQUJHB017172	ASIC010617, ASIC010616
OG0000297	CQUJHB004146, CQUJHB000290	ASIC007550
OG0000297	CQUJHB011318	ASIC007551
OG0000298	CQUJHB012628	ASIC019369
OG0000298	CQUJHB004025	ASIC019368
OG0000299	CQUJHB014668	ASIC010575
OG0000299	CQUJHB005162, CQUJHB009370	ASIC018166, ASIC018167
OG0000300	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855	ASIC021618
OG0000302	CQUJHB010010	ASIC007798
OG0000302	CQUJHB010685	ASIC007799
OG0000303	CQUJHB011015	ASIC014829
OG0000304	CQUJHB006070, CQUJHB016739	ASIC009070
OG0000304	CQUJHB018002	ASIC009068
OG0000305	CQUJHB001390, CQUJHB001973	ASIC008672
OG0000306	CQUJHB007627	ASIC017623, ASIC015935, ASIC007588, ASIC017620
OG0000311	CQUJHB002464, CQUJHB006373, CQUJHB009011, CQUJHB013723, CQUJHB013875, CQUJHB009805, CQUJHB006004, CQUJHB002562, CQUJHB011202	ASIC002525
OG0000317	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263	ASIC020227
OG0000318	CQUJHB008681	ASIC003841, ASIC003842, ASIC007449, ASIC007448
OG0000319	CQUJHB011407	ASIC006535
OG0000319	CQUJHB013783	ASIC006536, ASIC016269
OG0000320	CQUJHB004177, CQUJHB001759, CQUJHB015816	ASIC000161, ASIC000162, ASIC000163, ASIC000164
OG0000321	CQUJHB003997	ASIC020752
OG0000321	CQUJHB003886	ASIC022307
OG0000324	CQUJHB006140	ASIC003860, ASIC003861
OG0000324	CQUJHB006853	ASIC003858
OG0000325	CQUJHB012591	ASIC019850
OG0000325	CQUJHB002806, CQUJHB016723	ASIC019849
OG0000326	CQUJHB012353	ASIC005793
OG0000326	CQUJHB011965	ASIC005792
OG0000327	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290	ASIC009969
OG0000328	CQUJHB006591	ASIC018103
OG0000328	CQUJHB002346	ASIC018105
OG0000329	CQUJHB015894	ASIC007335
OG0000329	CQUJHB005779, CQUJHB010729	ASIC007336, ASIC007337
OG0000330	CQUJHB017282	ASIC005379
OG0000330	CQUJHB004081	ASIC005380
OG0000331	CQUJHB014371, CQUJHB013844	ASIC011490
OG0000331	CQUJHB002783	ASIC011489
OG0000332	CQUJHB000271, CQUJHB007528	ASIC013992, ASIC011150, ASIC013991
OG0000333	CQUJHB012787	ASIC016706
OG0000334	CQUJHB001067	ASIC005880
OG0000336	CQUJHB001118	ASIC018901
OG0000336	CQUJHB014833	ASIC018897
OG0000337	CQUJHB004552, CQUJHB015482, CQUJHB007647, CQUJHB014293, CQUJHB003359, CQUJHB014180, CQUJHB008057	ASIC017612
OG0000344	CQUJHB015676, CQUJHB017337, CQUJHB020406	ASIC020228
OG0000345	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641	ASIC003978
OG0000345	CQUJHB003889, CQUJHB011465	ASIC011811
OG0000346	CQUJHB002577, CQUJHB002322, CQUJHB006754	ASIC000815, ASIC021948
OG0000347	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374	ASIC000181
OG0000348	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618	ASIC015321, ASIC015322, ASIC015323
OG0000350	CQUJHB008958	ASIC002433
OG0000351	CQUJHB013920	ASIC011933
OG0000351	CQUJHB012124	ASIC011922
OG0000352	CQUJHB012242, CQUJHB009117	ASIC020939
OG0000352	CQUJHB007986	ASIC020938
OG0000353	CQUJHB009056, CQUJHB008063	ASIC000954, ASIC011663
OG0000353	CQUJHB002446	ASIC011664
OG0000354	CQUJHB002681	ASIC012572, ASIC012573
OG0000354	CQUJHB001846	ASIC010034, ASIC010035
OG0000355	CQUJHB009441	ASIC013915
OG0000356	CQUJHB006946, CQUJHB002667	ASIC014973
OG0000356	CQUJHB000622, CQUJHB010020	ASIC007049
OG0000357	CQUJHB017445	ASIC012551
OG0000357	CQUJHB006068	ASIC012549
OG0000360	CQUJHB000284, CQUJHB007098	ASIC014813, ASIC014814
OG0000360	CQUJHB000677	ASIC014817
OG0000361	CQUJHB003076, CQUJHB005994, CQUJHB005593	ASIC018213
OG0000362	CQUJHB013242, CQUJHB005211	ASIC006698, ASIC020699, ASIC020698
OG0000363	CQUJHB006132	ASIC018523
OG0000363	CQUJHB010204	ASIC018524
OG0000364	CQUJHB016963, CQUJHB007057	ASIC016659, ASIC016658
OG0000365	CQUJHB010079	ASIC002632, ASIC002635
OG0000365	CQUJHB016111, CQUJHB009516	ASIC002634
OG0000366	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408	ASIC009439
OG0000367	CQUJHB007804	ASIC016760, ASIC016759
OG0000368	CQUJHB005991, CQUJHB009102, CQUJHB015642	ASIC021920
OG0000369	CQUJHB002920	ASIC009390
OG0000370	CQUJHB017740	ASIC017718
OG0000370	CQUJHB001032, CQUJHB007246	ASIC011451
OG0000371	CQUJHB008710	ASIC016605
OG0000372	CQUJHB013895	ASIC009507, ASIC009504
OG0000372	CQUJHB001937	ASIC009509
OG0000380	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719, CQUJHB007276	ASIC009217
OG0000381	CQUJHB004475	ASIC017769
OG0000382	CQUJHB003897	ASIC013910
OG0000382	CQUJHB002028	ASIC013908
OG0000383	CQUJHB017591	ASIC008776
OG0000383	CQUJHB009099	ASIC022329
OG0000384	CQUJHB002088, CQUJHB001148	ASIC002781, ASIC001183, ASIC002780, ASIC002776
OG0000386	CQUJHB015040	ASIC011708, ASIC011707, ASIC011709
OG0000387	CQUJHB006491	ASIC016161
OG0000387	CQUJHB004975	ASIC012957
OG0000388	CQUJHB009063, CQUJHB004642, CQUJHB002192	ASIC013800, ASIC013799, ASIC013798
OG0000389	CQUJHB010871	ASIC019090
OG0000389	CQUJHB002288	ASIC019088, ASIC019091
OG0000390	CQUJHB014001	ASIC021882, ASIC011284
OG0000391	CQUJHB005583	ASIC015117, ASIC015116
OG0000391	CQUJHB015832	ASIC017801
OG0000392	CQUJHB017979, CQUJHB012328, CQUJHB000942	ASIC014072, ASIC014074, ASIC014073
OG0000393	CQUJHB010193	ASIC007949
OG0000394	CQUJHB013003	ASIC021259
OG0000394	CQUJHB002473, CQUJHB014747	ASIC021258
OG0000395	CQUJHB015252	ASIC009958
OG0000395	CQUJHB008501	ASIC006771
OG0000396	CQUJHB010706	ASIC002672
OG0000396	CQUJHB014186	ASIC002671
OG0000397	CQUJHB014890	ASIC014575
OG0000397	CQUJHB017700	ASIC008278
OG0000398	CQUJHB018445, CQUJHB012707, CQUJHB008460	ASIC003105
OG0000399	CQUJHB010610, CQUJHB002697	ASIC019199
OG0000399	CQUJHB000514	ASIC019531, ASIC019530
OG0000400	CQUJHB008299	ASIC014917
OG0000400	CQUJHB016642	ASIC019623
OG0000401	CQUJHB004404	ASIC005455
OG0000401	CQUJHB012725	ASIC004773
OG0000402	CQUJHB015843	ASIC016791, ASIC017093
OG0000403	CQUJHB004828	ASIC017017
OG0000403	CQUJHB002873	ASIC018806
OG0000404	CQUJHB014951	ASIC005999
OG0000404	CQUJHB002330	ASIC005998
OG0000405	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662	ASIC015146, ASIC015147
OG0000407	CQUJHB009167	ASIC017969
OG0000407	CQUJHB002164	ASIC017965
OG0000408	CQUJHB008821, CQUJHB002756	ASIC012311
OG0000409	CQUJHB009131	ASIC006513, ASIC006515
OG0000411	CQUJHB008223	ASIC013281
OG0000412	CQUJHB007660	ASIC020401, ASIC020400, ASIC020403
OG0000412	CQUJHB015305	ASIC020404
OG0000413	CQUJHB010075, CQUJHB007446, CQUJHB020332	ASIC019161, ASIC019163, ASIC019162, ASIC019164
OG0000414	CQUJHB013421	ASIC009497, ASIC014159, ASIC014156, ASIC014158, ASIC014155
OG0000416	CQUJHB005337	ASIC019239
OG0000416	CQUJHB009397	ASIC016876
OG0000417	CQUJHB004451	ASIC015685
OG0000417	CQUJHB016554	ASIC011176
OG0000421	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658	ASIC004562, ASIC015063
OG0000428	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191	ASIC006206
OG0000429	CQUJHB006371	ASIC004595, ASIC004594
OG0000430	CQUJHB017728	ASIC016909
OG0000431	CQUJHB006065	ASIC010039
OG0000432	CQUJHB015256	ASIC008599
OG0000432	CQUJHB018224	ASIC005905
OG0000433	CQUJHB018005	ASIC021068
OG0000433	CQUJHB016512	ASIC021074
OG0000434	CQUJHB004006	ASIC018734, ASIC018736, ASIC018738, ASIC018733
OG0000434	CQUJHB007083	ASIC018735
OG0000435	CQUJHB009018	ASIC005962
OG0000436	CQUJHB004776, CQUJHB005462, CQUJHB001738, CQUJHB017395	ASIC019967
OG0000437	CQUJHB002230	ASIC002921
OG0000437	CQUJHB017705	ASIC002923
OG0000438	CQUJHB007603, CQUJHB007274, CQUJHB010807	ASIC002922
OG0000439	CQUJHB003508	ASIC017605
OG0000439	CQUJHB007442	ASIC017590
OG0000440	CQUJHB008712	ASIC013280
OG0000441	CQUJHB008515	ASIC000926, ASIC007475, ASIC000925, ASIC007491, ASIC002994, ASIC005125
OG0000443	CQUJHB000083	ASIC020916
OG0000443	CQUJHB012897	ASIC019892
OG0000445	CQUJHB005105	ASIC015511
OG0000445	CQUJHB009271	ASIC015510
OG0000446	CQUJHB017131	ASIC017399
OG0000446	CQUJHB010200	ASIC017397
OG0000447	CQUJHB007173	ASIC003833
OG0000447	CQUJHB004421	ASIC003829
OG0000448	CQUJHB007741	ASIC003765
OG0000448	CQUJHB005150	ASIC012623
OG0000449	CQUJHB012758	ASIC003960
OG0000449	CQUJHB004303	ASIC005404
OG0000450	CQUJHB016258	ASIC020787
OG0000450	CQUJHB006704	ASIC020791
OG0000451	CQUJHB009874	ASIC016924, ASIC016917, ASIC016922, ASIC003595
OG0000452	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307	ASIC009849, ASIC020091, ASIC009840, ASIC009847, ASIC020090, ASIC009848, ASIC009850
OG0000453	CQUJHB010602	ASIC003644
OG0000454	CQUJHB010114	ASIC006736
OG0000455	CQUJHB001183	ASIC019673
OG0000455	CQUJHB015257	ASIC004791
OG0000456	CQUJHB007364	ASIC011658
OG0000456	CQUJHB013775	ASIC020729
OG0000457	CQUJHB015649	ASIC015718
OG0000457	CQUJHB017695	ASIC015722
OG0000458	CQUJHB005250	ASIC017734, ASIC017741
OG0000460	CQUJHB013625	ASIC022001
OG0000461	CQUJHB002251	ASIC006228
OG0000461	CQUJHB013571	ASIC006229
OG0000462	CQUJHB004472	ASIC019364, ASIC019365, ASIC019366
OG0000465	CQUJHB017090	ASIC014237, ASIC003894
OG0000466	CQUJHB012439	ASIC004778, ASIC004777, ASIC017831
OG0000472	CQUJHB013462	ASIC005313, ASIC003870, ASIC003865, ASIC003869, ASIC005315, ASIC003863, ASIC003864, ASIC003867
OG0000476	CQUJHB001928, CQUJHB020328	ASIC009230
OG0000476	CQUJHB017939, CQUJHB007705, CQUJHB020343	ASIC009231
OG0000477	CQUJHB013483	ASIC000652
OG0000477	CQUJHB003518	ASIC000651
OG0000478	CQUJHB009586	ASIC002617
OG0000479	CQUJHB003472, CQUJHB017772	ASIC004164
OG0000480	CQUJHB015374	ASIC020530
OG0000480	CQUJHB005068	ASIC005746
OG0000481	CQUJHB000113	ASIC002432
OG0000481	CQUJHB007620, CQUJHB006420	ASIC008638, ASIC002429
OG0000482	CQUJHB010431	ASIC006605
OG0000482	CQUJHB009602	ASIC006582
OG0000483	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572	ASIC003173
OG0000484	CQUJHB015280	ASIC017359
OG0000484	CQUJHB007616	ASIC001455
OG0000485	CQUJHB012703	ASIC006949
OG0000485	CQUJHB009246	ASIC006858, ASIC006950
OG0000486	CQUJHB012006	ASIC016975
OG0000486	CQUJHB002625	ASIC011434
OG0000487	CQUJHB000683	ASIC006102
OG0000487	CQUJHB011221	ASIC017111
OG0000488	CQUJHB015233	ASIC009315, ASIC009314, ASIC009312
OG0000489	CQUJHB016351	ASIC004414
OG0000489	CQUJHB004674	ASIC004437
OG0000490	CQUJHB014278	ASIC018244
OG0000491	CQUJHB004009	ASIC008922
OG0000491	CQUJHB002060	ASIC013988
OG0000492	CQUJHB001365	ASIC006208
OG0000492	CQUJHB003626	ASIC006198
OG0000493	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276	ASIC005328
OG0000494	CQUJHB003918	ASIC010787
OG0000495	CQUJHB004875	ASIC012829
OG0000495	CQUJHB008204	ASIC012830
OG0000496	CQUJHB000722	ASIC006139
OG0000497	CQUJHB015119, CQUJHB017322	ASIC003415
OG0000498	CQUJHB018428	ASIC000092
OG0000498	CQUJHB001250	ASIC000091
OG0000499	CQUJHB015349	ASIC019661
OG0000499	CQUJHB002347	ASIC005520
OG0000500	CQUJHB011977	ASIC010264
OG0000501	CQUJHB015962, CQUJHB015865	ASIC010971, ASIC013654, ASIC010970
OG0000502	CQUJHB007873	ASIC000171
OG0000503	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853	ASIC004851
OG0000504	CQUJHB013167	ASIC002831
OG0000505	CQUJHB015118, CQUJHB008195	ASIC016895, ASIC016894
OG0000506	CQUJHB005354	ASIC017398
OG0000506	CQUJHB013163	ASIC017513
OG0000507	CQUJHB006236	ASIC006096
OG0000507	CQUJHB016153	ASIC008822
OG0000508	CQUJHB004534	ASIC018971, ASIC018968
OG0000509	CQUJHB006064	ASIC016623
OG0000509	CQUJHB001100	ASIC016624
OG0000510	CQUJHB012354	ASIC006783
OG0000511	CQUJHB008338, CQUJHB006823	ASIC018684, ASIC018683
OG0000512	CQUJHB012251	ASIC017132
OG0000512	CQUJHB001081	ASIC017133
OG0000514	CQUJHB010667	ASIC020694
OG0000514	CQUJHB016059	ASIC009980
OG0000515	CQUJHB007879	ASIC006036
OG0000515	CQUJHB018283	ASIC006038
OG0000516	CQUJHB001551	ASIC004630
OG0000516	CQUJHB007539	ASIC004631
OG0000517	CQUJHB000346	ASIC020109
OG0000518	CQUJHB004443, CQUJHB006267	ASIC003764
OG0000519	CQUJHB006578, CQUJHB006537, CQUJHB010625, CQUJHB016100, CQUJHB014959	ASIC016591
OG0000520	CQUJHB012809	ASIC006463
OG0000520	CQUJHB016234	ASIC006464
OG0000521	CQUJHB006650	ASIC019716
OG0000522	CQUJHB017648	ASIC007537
OG0000522	CQUJHB001472	ASIC007522
OG0000523	CQUJHB015431	ASIC005435
OG0000524	CQUJHB010348	ASIC015079
OG0000524	CQUJHB002248	ASIC015078
OG0000525	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145	ASIC019757
OG0000526	CQUJHB001197	ASIC004001
OG0000527	CQUJHB000806	ASIC006188
OG0000527	CQUJHB017204	ASIC006184
OG0000528	CQUJHB013575	ASIC019523
OG0000528	CQUJHB011302	ASIC019533
OG0000534	CQUJHB013716	ASIC006533
OG0000534	CQUJHB009525	ASIC006534
OG0000535	CQUJHB001581	ASIC007433, ASIC007432
OG0000536	CQUJHB011779	ASIC018664
OG0000537	CQUJHB007852, CQUJHB009891, CQUJHB000706, CQUJHB000501	ASIC012036
OG0000538	CQUJHB012021	ASIC013828
OG0000538	CQUJHB018149	ASIC013827
OG0000539	CQUJHB009653	ASIC008347
OG0000540	CQUJHB010329	ASIC006350
OG0000541	CQUJHB016056, CQUJHB007487	ASIC020746, ASIC016037
OG0000542	CQUJHB000586	ASIC009920
OG0000542	CQUJHB008769	ASIC004304
OG0000543	CQUJHB015339, CQUJHB009756	ASIC004786, ASIC004787
OG0000544	CQUJHB013252	ASIC009116
OG0000546	CQUJHB005558	ASIC005135, ASIC005132
OG0000547	CQUJHB010578	ASIC015901
OG0000548	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366	ASIC003926
OG0000549	CQUJHB008172	ASIC011717, ASIC000602
OG0000550	CQUJHB000340, CQUJHB008859, CQUJHB002119	ASIC018855
OG0000551	CQUJHB011017	ASIC020945, ASIC020944
OG0000552	CQUJHB007207, CQUJHB003339	ASIC011854
OG0000553	CQUJHB013994, CQUJHB013521	ASIC012929
OG0000554	CQUJHB008590, CQUJHB005910, CQUJHB018305, CQUJHB016306, CQUJHB015835	ASIC011433
OG0000556	CQUJHB011411, CQUJHB016284, CQUJHB012231	ASIC008292, ASIC008295
OG0000557	CQUJHB003953	ASIC016139, ASIC016141, ASIC020362
OG0000558	CQUJHB003681	ASIC005215
OG0000559	CQUJHB002414	ASIC004610
OG0000560	CQUJHB007191	ASIC019767
OG0000560	CQUJHB009268	ASIC010256
OG0000561	CQUJHB012199, CQUJHB003465	ASIC001853
OG0000562	CQUJHB010758	ASIC019233
OG0000563	CQUJHB009483	ASIC003207
OG0000563	CQUJHB011878	ASIC003208
OG0000564	CQUJHB018354	ASIC002237, ASIC002236
OG0000565	CQUJHB003774	ASIC009122, ASIC009643
OG0000566	CQUJHB008862	ASIC012715
OG0000566	CQUJHB002242	ASIC012709
OG0000567	CQUJHB014368	ASIC013727
OG0000569	CQUJHB004253	ASIC000871
OG0000570	CQUJHB007877	ASIC020442, ASIC009758, ASIC001573, ASIC009759
OG0000571	CQUJHB014429, CQUJHB017646	ASIC009155
OG0000572	CQUJHB011402	ASIC009149
OG0000573	CQUJHB006793	ASIC017361
OG0000574	CQUJHB004478	ASIC014642, ASIC014643
OG0000576	CQUJHB004961	ASIC009681
OG0000576	CQUJHB010052	ASIC009682
OG0000577	CQUJHB009005, CQUJHB008986, CQUJHB009148	ASIC003129, ASIC003128
OG0000579	CQUJHB005475	ASIC019246
OG0000579	CQUJHB004194	ASIC004749
OG0000581	CQUJHB013739	ASIC016520
OG0000581	CQUJHB000355	ASIC016521
OG0000582	CQUJHB005683	ASIC022081, ASIC022080
OG0000583	CQUJHB003268, CQUJHB001570	ASIC002495
OG0000584	CQUJHB005921	ASIC014518, ASIC014523
OG0000585	CQUJHB003909, CQUJHB007478, CQUJHB009028	ASIC012896, ASIC012897
OG0000586	CQUJHB001705, CQUJHB000997	ASIC010040
OG0000588	CQUJHB007747	ASIC011987
OG0000588	CQUJHB007821	ASIC011985
OG0000601	CQUJHB014712, CQUJHB002463, CQUJHB005030	ASIC017779, ASIC015260, ASIC017781, ASIC017780, ASIC017783, ASIC017778, ASIC017777
OG0000606	CQUJHB013202, CQUJHB018414, CQUJHB014818	ASIC009431
OG0000608	CQUJHB003281	ASIC007277, ASIC007273, ASIC007276
OG0000609	CQUJHB007902	ASIC006672
OG0000611	CQUJHB018025	ASIC016343
OG0000613	CQUJHB013436	ASIC011367, ASIC011363, ASIC011361
OG0000614	CQUJHB007602	ASIC019653
OG0000615	CQUJHB012053	ASIC015189
OG0000615	CQUJHB001870	ASIC015191
OG0000616	CQUJHB004196	ASIC019016
OG0000618	CQUJHB000366	ASIC011972, ASIC007617
OG0000619	CQUJHB001608, CQUJHB002849	ASIC014716
OG0000620	CQUJHB000356	ASIC012033
OG0000621	CQUJHB015803	ASIC010689
OG0000621	CQUJHB003150	ASIC016929
OG0000622	CQUJHB010083, CQUJHB006146, CQUJHB006183, CQUJHB003709	ASIC005585
OG0000623	CQUJHB016237	ASIC005025, ASIC018080
OG0000624	CQUJHB004957, CQUJHB007945	ASIC003474
OG0000625	CQUJHB004085	ASIC012166
OG0000625	CQUJHB000562	ASIC012167
OG0000626	CQUJHB010848	ASIC006348
OG0000627	CQUJHB004705	ASIC015345, ASIC015349, ASIC015335
OG0000628	CQUJHB002672	ASIC010145, ASIC010153
OG0000630	CQUJHB006477	ASIC015202, ASIC019468
OG0000631	CQUJHB007569, CQUJHB004799	ASIC013517
OG0000632	CQUJHB017853, CQUJHB011863	ASIC006603, ASIC017016
OG0000633	CQUJHB001530	ASIC010261, ASIC018590
OG0000634	CQUJHB000906	ASIC020589
OG0000635	CQUJHB009236, CQUJHB015107	ASIC011390
OG0000636	CQUJHB008913	ASIC018863
OG0000636	CQUJHB012416	ASIC018864
OG0000637	CQUJHB013869	ASIC014475, ASIC014478, ASIC014477
OG0000638	CQUJHB008134	ASIC015263, ASIC012121
OG0000639	CQUJHB017810	ASIC003698
OG0000639	CQUJHB001263	ASIC003697
OG0000640	CQUJHB013845, CQUJHB005794	ASIC011609
OG0000641	CQUJHB012984	ASIC006689
OG0000641	CQUJHB015405	ASIC006690
OG0000642	CQUJHB005027	ASIC013922
OG0000642	CQUJHB000829	ASIC013935
OG0000643	CQUJHB006306	ASIC011571, ASIC011572
OG0000644	CQUJHB010985	ASIC015378, ASIC015379
OG0000645	CQUJHB001855	ASIC012463
OG0000647	CQUJHB016983	ASIC003824
OG0000647	CQUJHB008570	ASIC003826
OG0000648	CQUJHB017048, CQUJHB012253	ASIC013609
OG0000649	CQUJHB002396, CQUJHB003590, CQUJHB013711, CQUJHB009753	ASIC020095, ASIC020093, ASIC020094
OG0000650	CQUJHB005867	ASIC010159
OG0000651	CQUJHB005891, CQUJHB006531, CQUJHB012249	ASIC017959
OG0000652	CQUJHB009292, CQUJHB004075, CQUJHB005724, CQUJHB014512	ASIC017015
OG0000653	CQUJHB003511	ASIC009438
OG0000653	CQUJHB001259	ASIC017682
OG0000654	CQUJHB009746	ASIC019682
OG0000654	CQUJHB017418	ASIC019681
OG0000655	CQUJHB015358	ASIC003101
OG0000656	CQUJHB012382	ASIC020766
OG0000657	CQUJHB000725, CQUJHB010178, CQUJHB014908	ASIC002248
OG0000658	CQUJHB000804	ASIC012368
OG0000658	CQUJHB008360	ASIC012369
OG0000659	CQUJHB003322	ASIC004626
OG0000659	CQUJHB013196, CQUJHB009129	ASIC004625
OG0000660	CQUJHB002482	ASIC002150
OG0000661	CQUJHB000929	ASIC010596, ASIC020488
OG0000662	CQUJHB007292, CQUJHB008352	ASIC022183, ASIC022185, ASIC022186, ASIC022184
OG0000663	CQUJHB010911	ASIC014312, ASIC014313
OG0000664	CQUJHB012286, CQUJHB005533	ASIC005888, ASIC005889
OG0000665	CQUJHB003514	ASIC004570, ASIC004569
OG0000666	CQUJHB011299	ASIC016904, ASIC016903, ASIC016901
OG0000667	CQUJHB018023, CQUJHB011576, CQUJHB004374	ASIC008479
OG0000669	CQUJHB013318, CQUJHB004234, CQUJHB014448, CQUJHB006857	ASIC017202, ASIC017201
OG0000671	CQUJHB010436	ASIC005036, ASIC005042, ASIC005041, ASIC005035
OG0000672	CQUJHB001913	ASIC008550, ASIC008546
OG0000673	CQUJHB000192	ASIC020840
OG0000674	CQUJHB014403	ASIC011893, ASIC011909, ASIC011907
OG0000675	CQUJHB005209	ASIC009194
OG0000675	CQUJHB012852	ASIC009192
OG0000676	CQUJHB005151, CQUJHB000080, CQUJHB007791	ASIC009273
OG0000677	CQUJHB014595	ASIC013419
OG0000678	CQUJHB000263	ASIC018598, ASIC018592
OG0000679	CQUJHB009196, CQUJHB007014	ASIC011060, ASIC011058
OG0000680	CQUJHB015200	ASIC020285
OG0000681	CQUJHB009478	ASIC019611, ASIC019602
OG0000682	CQUJHB003401	ASIC007710, ASIC001898
OG0000683	CQUJHB002961	ASIC009973
OG0000684	CQUJHB006098	ASIC013707
OG0000686	CQUJHB008353	ASIC011737, ASIC010843
OG0000687	CQUJHB015307	ASIC008485, ASIC008467
OG0000698	CQUJHB011058	ASIC002954
OG0000699	CQUJHB008069	ASIC010756
OG0000700	CQUJHB016495, CQUJHB012542, CQUJHB000542, CQUJHB017152, CQUJHB005396, CQUJHB016302, CQUJHB001083, CQUJHB004454	ASIC015382
OG0000701	CQUJHB000433	ASIC015884, ASIC017991
OG0000703	CQUJHB011080, CQUJHB013142	ASIC021784
OG0000704	CQUJHB015122, CQUJHB003638	ASIC012649
OG0000705	CQUJHB000159	ASIC012204
OG0000706	CQUJHB009474, CQUJHB003794	ASIC021044
OG0000707	CQUJHB009109	ASIC001005, ASIC001006, ASIC001004
OG0000709	CQUJHB006352	ASIC016024, ASIC009545
OG0000710	CQUJHB007628	ASIC017105
OG0000711	CQUJHB018046	ASIC018376
OG0000711	CQUJHB002959	ASIC018377
OG0000712	CQUJHB001451	ASIC009318, ASIC009317
OG0000713	CQUJHB004397, CQUJHB016083, CQUJHB012047	ASIC000957
OG0000714	CQUJHB010725	ASIC013805
OG0000715	CQUJHB007457	ASIC012621, ASIC002919
OG0000716	CQUJHB011532	ASIC009916, ASIC009915
OG0000717	CQUJHB012088	ASIC002030
OG0000718	CQUJHB014281	ASIC011829, ASIC011830
OG0000720	CQUJHB005139	ASIC003556
OG0000721	CQUJHB016980, CQUJHB000723	ASIC020534
OG0000722	CQUJHB004860, CQUJHB020444, CQUJHB020326	ASIC022221
OG0000723	CQUJHB002245	ASIC014878, ASIC011561
OG0000724	CQUJHB004778, CQUJHB002720	ASIC013777
OG0000725	CQUJHB007061	ASIC007620, ASIC002939, ASIC006218, ASIC005285
OG0000726	CQUJHB008017	ASIC020143, ASIC006866, ASIC020142
OG0000727	CQUJHB010808, CQUJHB001132	ASIC011928, ASIC011923
OG0000728	CQUJHB013061	ASIC004841, ASIC020452
OG0000729	CQUJHB008823	ASIC010226, ASIC012775
OG0000730	CQUJHB006029, CQUJHB006112, CQUJHB005834	ASIC017919
OG0000731	CQUJHB012463	ASIC009453, ASIC011790
OG0000732	CQUJHB004825	ASIC012635
