Orthogroup	CquinquefasciatusJHB2020	AgambiaePEST
OG0005268	CQUJHB008813	AGAP002393
OG0005269	CQUJHB003044	AGAP002664
OG0005270	CQUJHB014182	AGAP002052
OG0005271	CQUJHB015095	AGAP001759
OG0005272	CQUJHB004781	AGAP002053
OG0005273	CQUJHB002938	AGAP004399
OG0005274	CQUJHB004313	AGAP005011
OG0005275	CQUJHB001952	AGAP003507
OG0005276	CQUJHB012511	AGAP005892
OG0005277	CQUJHB009003	AGAP002616
OG0005278	CQUJHB010129	AGAP007096
OG0005279	CQUJHB016884	AGAP005894
OG0005280	CQUJHB010093	AGAP003834
OG0005281	CQUJHB002173	AGAP003831
OG0005282	CQUJHB011691	AGAP001328
OG0005283	CQUJHB013672	AGAP008904
OG0005284	CQUJHB012324	AGAP007499
OG0005285	CQUJHB004150	AGAP008903
OG0005286	CQUJHB000351	AGAP008909
OG0005287	CQUJHB014095	AGAP009782
OG0005288	CQUJHB017266	AGAP009783
OG0005289	CQUJHB015461	AGAP009785
OG0005290	CQUJHB010338	AGAP009980
OG0005291	CQUJHB008943	AGAP008775
OG0005292	CQUJHB009286	AGAP009979
OG0005293	CQUJHB004815	AGAP028649
OG0005294	CQUJHB013219	AGAP009978
OG0005295	CQUJHB000549	AGAP013747
OG0005296	CQUJHB011900	AGAP009044
OG0005297	CQUJHB013709	AGAP009046
OG0005298	CQUJHB006932	AGAP002316
OG0005299	CQUJHB001972	AGAP029477
OG0005300	CQUJHB015287	AGAP006747
OG0005301	CQUJHB013168	AGAP006761
OG0005302	CQUJHB002759	AGAP003124
OG0005303	CQUJHB012954	AGAP003126, AGAP012812
OG0005304	CQUJHB012452	AGAP001783
OG0005305	CQUJHB017239	AGAP002677
OG0005306	CQUJHB003775	AGAP003062
OG0005307	CQUJHB011290	AGAP029115
OG0005308	CQUJHB011534	AGAP002678
OG0005309	CQUJHB016181	AGAP000708
OG0005310	CQUJHB000580	AGAP000239
OG0005311	CQUJHB014470, CQUJHB000903	AGAP001149
OG0005312	CQUJHB007612	AGAP000427
OG0005313	CQUJHB011027	AGAP000869
OG0005314	CQUJHB004960	AGAP000891
OG0005315	CQUJHB000710	AGAP000841
OG0005316	CQUJHB005931	AGAP009028
OG0005317	CQUJHB005098	AGAP012229
OG0005318	CQUJHB006019	AGAP012231
OG0005319	CQUJHB002214	AGAP010031
OG0005320	CQUJHB005851	AGAP010029
OG0005321	CQUJHB017745	AGAP010035
OG0005322	CQUJHB013174	AGAP010043, AGAP012628
OG0005323	CQUJHB004584	AGAP009512
OG0005324	CQUJHB018363	AGAP009505
OG0005325	CQUJHB002372	AGAP009511
OG0005326	CQUJHB014256	AGAP009510
OG0005327	CQUJHB002373, CQUJHB018118	AGAP010477
OG0005328	CQUJHB017045	AGAP012138
OG0005329	CQUJHB011611	AGAP010474
OG0005330	CQUJHB012457	AGAP010476
OG0005331	CQUJHB012397	AGAP012140
OG0005332	CQUJHB017619	AGAP010475
OG0005333	CQUJHB001500	AGAP010392
OG0005334	CQUJHB011694	AGAP006323
OG0005335	CQUJHB003173	AGAP006324
OG0005336	CQUJHB010692	AGAP005544
OG0005337	CQUJHB009008	AGAP006321
OG0005338	CQUJHB005688	AGAP000942
OG0005339	CQUJHB008165	AGAP010304
OG0005340	CQUJHB008461	AGAP005246
OG0005341	CQUJHB006149	AGAP005250
OG0005342	CQUJHB014071	AGAP005252
OG0005343	CQUJHB000373	AGAP005046
OG0005344	CQUJHB003542	AGAP005248
OG0005345	CQUJHB001663	AGAP005247
OG0005346	CQUJHB011551	AGAP003879
OG0005347	CQUJHB017633	AGAP003184
OG0005348	CQUJHB013649	AGAP004359
OG0005349	CQUJHB003122	AGAP002301
OG0005350	CQUJHB007089	AGAP002422
OG0005351	CQUJHB009186	AGAP007065
OG0005352	CQUJHB012985	AGAP002420
OG0005353	CQUJHB011082	AGAP003743
OG0005354	CQUJHB002817	AGAP002167
OG0005355	CQUJHB004763	AGAP008857
OG0005356	CQUJHB002877	AGAP010034
OG0005357	CQUJHB005265	AGAP008858
OG0005358	CQUJHB009712	AGAP012453
OG0005359	CQUJHB015144	AGAP007896
OG0005360	CQUJHB002203	AGAP007901
OG0005361	CQUJHB014361	AGAP007911
OG0005362	CQUJHB006936	AGAP008164
OG0005363	CQUJHB012931	AGAP008269
OG0005364	CQUJHB004796	AGAP013719
OG0005365	CQUJHB002910	AGAP013727
OG0005366	CQUJHB006104	AGAP008267
OG0005367	CQUJHB015170	AGAP008266
OG0005368	CQUJHB000769	AGAP011799
OG0005369	CQUJHB008536	AGAP012189
OG0005370	CQUJHB002114	AGAP012306
OG0005371	CQUJHB017750	AGAP012184
OG0005372	CQUJHB013637	AGAP012309
OG0005373	CQUJHB003109	AGAP009546
OG0005374	CQUJHB013922	AGAP000476
OG0005375	CQUJHB003937	AGAP007866
OG0005376	CQUJHB000933	AGAP001224
OG0005377	CQUJHB003976	AGAP007863
OG0005378	CQUJHB004297	AGAP000562
OG0005379	CQUJHB000119	AGAP010841
OG0005380	CQUJHB016619	AGAP010874
OG0005381	CQUJHB008793	AGAP011962
OG0005382	CQUJHB016488	AGAP010932
OG0005383	CQUJHB008531	AGAP009202
OG0005384	CQUJHB008492	AGAP009204
OG0005385	CQUJHB016534	AGAP009190
OG0005386	CQUJHB008312	AGAP009279
OG0005387	CQUJHB015997	AGAP007376
OG0005388	CQUJHB014971	AGAP007359
OG0005389	CQUJHB003157	AGAP007378
OG0005390	CQUJHB010768	AGAP007358
OG0005391	CQUJHB004818	AGAP007357
OG0005392	CQUJHB002830	AGAP000912
OG0005393	CQUJHB008751	AGAP000190
OG0005394	CQUJHB017190	AGAP000173
OG0005395	CQUJHB012259	AGAP002009
OG0005396	CQUJHB012011	AGAP001342
OG0005397	CQUJHB004098	AGAP001338
OG0005398	CQUJHB002699	AGAP002917
OG0005399	CQUJHB000249	AGAP002916
OG0005400	CQUJHB009484	AGAP001469
OG0005401	CQUJHB011658	AGAP003222
OG0005402	CQUJHB005796	AGAP002157
OG0005403	CQUJHB008267	AGAP002539
OG0005404	CQUJHB016758	AGAP002739
OG0005405	CQUJHB018238	AGAP000283
OG0005406	CQUJHB005790	AGAP013112
OG0005407	CQUJHB008036	AGAP029441
OG0005408	CQUJHB001926	AGAP001507
OG0005409	CQUJHB000672	AGAP001513
OG0005410	CQUJHB008773	AGAP002437
OG0005411	CQUJHB008179	AGAP001512
OG0005412	CQUJHB001029	AGAP001157
OG0005413	CQUJHB008342	AGAP001506
OG0005414	CQUJHB011934	AGAP001504
OG0005415	CQUJHB002774	AGAP002436
OG0005416	CQUJHB002146	AGAP001503
OG0005417	CQUJHB000059	AGAP003966
OG0005418	CQUJHB004962	AGAP003972
OG0005419	CQUJHB001739	AGAP002277
OG0005420	CQUJHB016052	AGAP003968
OG0005421	CQUJHB016644	AGAP029442
OG0005422	CQUJHB009527	AGAP002278
OG0005423	CQUJHB011044	AGAP003970
OG0005424	CQUJHB013658	AGAP003975
OG0005425	CQUJHB003568	AGAP001856
OG0005426	CQUJHB009620	AGAP010870
OG0005428	CQUJHB016489	AGAP001900
OG0005429	CQUJHB017707, CQUJHB016939	AGAP001903
OG0005430	CQUJHB002496	AGAP001884
OG0005431	CQUJHB012440	AGAP013102
OG0005432	CQUJHB009823	AGAP001905
OG0005433	CQUJHB013588	AGAP001898
OG0005434	CQUJHB002553	AGAP001902
OG0005435	CQUJHB015978	AGAP001888
OG0005436	CQUJHB010952	AGAP001882
OG0005437	CQUJHB001848	AGAP001909
OG0005438	CQUJHB012697	AGAP009983
OG0005439	CQUJHB008975	AGAP011506
OG0005440	CQUJHB001950	AGAP007259
OG0005441	CQUJHB001665	AGAP007258
OG0005442	CQUJHB000260	AGAP013238
OG0005443	CQUJHB008575	AGAP004448
OG0005444	CQUJHB012727	AGAP002527
OG0005445	CQUJHB012853	AGAP002530
OG0005446	CQUJHB011200	AGAP002523
OG0005447	CQUJHB000435	AGAP001932
OG0005448	CQUJHB015279	AGAP001929
OG0005449	CQUJHB010183	AGAP002525
OG0005450	CQUJHB015706	AGAP002526
OG0005451	CQUJHB016859	AGAP002524
OG0005452	CQUJHB006772	AGAP002528
OG0005453	CQUJHB015186	AGAP002532
OG0005454	CQUJHB004538	AGAP002531
OG0005455	CQUJHB016848	AGAP010289
OG0005456	CQUJHB016988	AGAP004761
OG0005457	CQUJHB013873, CQUJHB010372, CQUJHB014544, CQUJHB008237, CQUJHB011109	AGAP011181
OG0005458	CQUJHB001387	AGAP012164
OG0005459	CQUJHB014735	AGAP010217
OG0005460	CQUJHB010520	AGAP008869
OG0005461	CQUJHB013698	AGAP008871
OG0005462	CQUJHB017344	AGAP010215
OG0005463	CQUJHB008178	AGAP008872
OG0005464	CQUJHB015608	AGAP004039
OG0005465	CQUJHB004999	AGAP006028
OG0005466	CQUJHB013774	AGAP007136
OG0005467	CQUJHB012339	AGAP003135
OG0005468	CQUJHB001678	AGAP003136
OG0005469	CQUJHB018041	AGAP003373
OG0005470	CQUJHB009242	AGAP003140
OG0005471	CQUJHB001521	AGAP003138
OG0005472	CQUJHB002386	AGAP003131
OG0005473	CQUJHB010177	AGAP012160
OG0005474	CQUJHB007822	AGAP012148
OG0005475	CQUJHB011327	AGAP028631
OG0005476	CQUJHB017136	AGAP012163
OG0005477	CQUJHB011627	AGAP012144
OG0005478	CQUJHB004783	AGAP012143
OG0005479	CQUJHB008037	AGAP012146
OG0005480	CQUJHB016499	AGAP012152
OG0005482	CQUJHB002334	AGAP000810
OG0005483	CQUJHB013958	AGAP000805
OG0005484	CQUJHB010220	AGAP000808
OG0005485	CQUJHB007529	AGAP002308
OG0005486	CQUJHB016453	AGAP000832
OG0005487	CQUJHB004349	AGAP010224, AGAP012756
OG0005488	CQUJHB010910	AGAP008697
OG0005489	CQUJHB016090	AGAP001069
OG0005490	CQUJHB007275	AGAP007575
OG0005491	CQUJHB016112	AGAP007578
OG0005492	CQUJHB009381	AGAP007579
OG0005493	CQUJHB000136	AGAP007580
OG0005494	CQUJHB008050	AGAP007574
OG0005495	CQUJHB007180	AGAP009134
OG0005496	CQUJHB008410	AGAP009130
OG0005497	CQUJHB009355	AGAP009126
OG0005498	CQUJHB008797	AGAP009131
OG0005499	CQUJHB011906	AGAP009129
OG0005500	CQUJHB017632	AGAP009135
OG0005501	CQUJHB006292	AGAP009127
OG0005502	CQUJHB009263	AGAP009133
OG0005503	CQUJHB016072	AGAP000615
OG0005505	CQUJHB005406	AGAP002438
OG0005506	CQUJHB010062	AGAP000814
OG0005507	CQUJHB009044	AGAP000561
OG0005508	CQUJHB014992	AGAP002440
OG0005509	CQUJHB009921	AGAP002439
OG0005510	CQUJHB007283	AGAP005193
OG0005511	CQUJHB004691	AGAP003361
OG0005512	CQUJHB000374	AGAP004830
OG0005513	CQUJHB005072	AGAP011885
OG0005514	CQUJHB005312	AGAP011883
OG0005515	CQUJHB008988	AGAP011545
OG0005516	CQUJHB009031	AGAP012330
OG0005517	CQUJHB015447	AGAP008379
OG0005518	CQUJHB010883	AGAP008362
OG0005519	CQUJHB010476	AGAP008375
OG0005520	CQUJHB000826	AGAP008376
OG0005521	CQUJHB008898	AGAP008377
OG0005522	CQUJHB014038	AGAP008374
OG0005523	CQUJHB014701	AGAP008364
OG0005524	CQUJHB016452	AGAP008089
OG0005525	CQUJHB000959	AGAP028115
OG0005526	CQUJHB013896	AGAP004340
OG0005527	CQUJHB011818	AGAP004344
OG0005528	CQUJHB004118	AGAP009458
OG0005529	CQUJHB014254	AGAP009457
OG0005530	CQUJHB004652	AGAP009463
OG0005531	CQUJHB000843	AGAP005773
OG0005532	CQUJHB017531	AGAP007102
OG0005533	CQUJHB004780	AGAP005063
OG0005534	CQUJHB010112	AGAP007100
OG0005535	CQUJHB005687	AGAP001959
OG0005536	CQUJHB012473	AGAP001450
OG0005537	CQUJHB000945	AGAP001445
OG0005538	CQUJHB008275	AGAP001447
OG0005539	CQUJHB011374	AGAP001448
OG0005540	CQUJHB011107	AGAP000784
OG0005541	CQUJHB013399	AGAP005824
OG0005542	CQUJHB007617	AGAP005825
OG0005543	CQUJHB004561	AGAP005828
OG0005544	CQUJHB003564	AGAP005823
OG0005545	CQUJHB015823	AGAP008753
OG0005546	CQUJHB003360	AGAP009777
OG0005547	CQUJHB009931	AGAP003636
OG0005548	CQUJHB007480	AGAP003638
OG0005549	CQUJHB005125	AGAP003632
OG0005550	CQUJHB003388	AGAP004012
OG0005551	CQUJHB004768	AGAP012084
OG0005552	CQUJHB007521	AGAP002702
OG0005553	CQUJHB011452	AGAP010716
OG0005554	CQUJHB000354	AGAP010703
OG0005555	CQUJHB007252	AGAP011488
OG0005556	CQUJHB009362	AGAP010717
OG0005557	CQUJHB004393	AGAP010702
OG0005558	CQUJHB006891	AGAP010715
OG0005559	CQUJHB009820	AGAP010711
OG0005560	CQUJHB006763	AGAP012044
OG0005561	CQUJHB010647	AGAP011462
OG0005562	CQUJHB005411	AGAP012487
OG0005563	CQUJHB013350	AGAP012460
OG0005564	CQUJHB010405	AGAP012707
OG0005565	CQUJHB012509	AGAP010319
OG0005566	CQUJHB007139	AGAP012466
OG0005567	CQUJHB014600	AGAP012462
OG0005568	CQUJHB001181	AGAP004990
OG0005569	CQUJHB010315	AGAP004991
OG0005570	CQUJHB007944	AGAP004989
OG0005571	CQUJHB015829	AGAP004992
OG0005572	CQUJHB005245	AGAP003620
OG0005573	CQUJHB000520	AGAP004470
OG0005574	CQUJHB014972	AGAP003153
OG0005575	CQUJHB018427	AGAP003820
OG0005576	CQUJHB012750	AGAP004480
OG0005577	CQUJHB011667	AGAP004481
OG0005578	CQUJHB017120	AGAP004471
OG0005579	CQUJHB001050	AGAP004477
OG0005580	CQUJHB000257	AGAP003819
OG0005581	CQUJHB013965	AGAP004430
OG0005582	CQUJHB004133	AGAP002139
OG0005583	CQUJHB007058	AGAP002161
OG0005584	CQUJHB017459	AGAP002040
OG0005585	CQUJHB007698	AGAP003287
OG0005586	CQUJHB012598	AGAP007955
OG0005587	CQUJHB003011	AGAP007956
OG0005588	CQUJHB006003	AGAP009637
OG0005589	CQUJHB005907	AGAP007963
OG0005590	CQUJHB014771	AGAP008678
OG0005591	CQUJHB007375	AGAP008991
OG0005592	CQUJHB006678	AGAP007957
OG0005593	CQUJHB013497	AGAP007954
OG0005594	CQUJHB001002	AGAP005949
OG0005595	CQUJHB007840	AGAP005948
OG0005597	CQUJHB008523	AGAP004778
OG0005598	CQUJHB016358	AGAP004777
OG0005599	CQUJHB014172	AGAP011271
OG0005600	CQUJHB016095	AGAP005814
OG0005601	CQUJHB017799	AGAP000938
OG0005602	CQUJHB003786	AGAP007585
OG0005603	CQUJHB000956	AGAP001278
OG0005604	CQUJHB009054	AGAP029806
OG0005605	CQUJHB017656	AGAP000924
OG0005606	CQUJHB012423	AGAP001568
OG0005607	CQUJHB013636	AGAP000326
OG0005608	CQUJHB001947	AGAP001093
OG0005609	CQUJHB012012	AGAP000433
OG0005610	CQUJHB002847	AGAP006838
OG0005611	CQUJHB016264	AGAP003655
OG0005612	CQUJHB013338	AGAP003652
OG0005613	CQUJHB009801	AGAP005903
OG0005614	CQUJHB003958	AGAP005915
OG0005616	CQUJHB003436	AGAP003035
OG0005617	CQUJHB011078	AGAP001306
OG0005618	CQUJHB008004	AGAP001307
OG0005619	CQUJHB006023	AGAP001308
OG0005620	CQUJHB006330	AGAP007018
OG0005621	CQUJHB006790	AGAP007019
OG0005622	CQUJHB008782	AGAP007020
OG0005623	CQUJHB014257	AGAP007021
OG0005624	CQUJHB006648	AGAP008191
OG0005625	CQUJHB010734	AGAP009078
OG0005626	CQUJHB009832	AGAP008895
OG0005627	CQUJHB015570	AGAP009601
OG0005628	CQUJHB012659	AGAP028170
OG0005629	CQUJHB009323	AGAP008896
OG0005630	CQUJHB008096	AGAP005291
OG0005631	CQUJHB004558	AGAP005292
OG0005632	CQUJHB012531	AGAP007294
OG0005633	CQUJHB002723	AGAP005818
OG0005634	CQUJHB004330	AGAP007297
OG0005635	CQUJHB008668	AGAP007299
OG0005636	CQUJHB008667	AGAP007295
OG0005637	CQUJHB012322	AGAP007298
OG0005638	CQUJHB010187	AGAP005820
OG0005639	CQUJHB009104	AGAP007396
OG0005640	CQUJHB008490	AGAP012847, AGAP007296
OG0005641	CQUJHB012664	AGAP002220
OG0005642	CQUJHB016976	AGAP003873
OG0005643	CQUJHB006875	AGAP003874
OG0005644	CQUJHB005174	AGAP002939
OG0005645	CQUJHB010635	AGAP002935
OG0005646	CQUJHB016203	AGAP001762
OG0005647	CQUJHB015656	AGAP004048
OG0005648	CQUJHB008607	AGAP008208
OG0005649	CQUJHB001271	AGAP008313
OG0005650	CQUJHB005765	AGAP009172
OG0005651	CQUJHB006076	AGAP012635, AGAP009924
OG0005652	CQUJHB003922	AGAP004208
OG0005653	CQUJHB003807	AGAP001675
OG0005654	CQUJHB001733	AGAP000870
OG0005655	CQUJHB015776	AGAP003725
OG0005656	CQUJHB013624	AGAP003726
OG0005657	CQUJHB016808	AGAP002800
OG0005658	CQUJHB000766	AGAP005589
OG0005659	CQUJHB013466	AGAP005588
OG0005660	CQUJHB006788	AGAP005595
OG0005661	CQUJHB005440	AGAP007604
OG0005662	CQUJHB015669	AGAP012381
OG0005663	CQUJHB010056	AGAP012417
OG0005664	CQUJHB000887	AGAP012416
OG0005665	CQUJHB003762	AGAP007459
OG0005666	CQUJHB016502	AGAP007472
OG0005667	CQUJHB013898	AGAP006803
OG0005668	CQUJHB007070	AGAP011603
OG0005669	CQUJHB002410	AGAP004825
OG0005670	CQUJHB007146	AGAP000930
OG0005671	CQUJHB004473	AGAP007765
OG0005672	CQUJHB012050	AGAP007772
OG0005673	CQUJHB006952	AGAP007761
OG0005674	CQUJHB013018	AGAP007766
OG0005675	CQUJHB000368	AGAP007763
OG0005676	CQUJHB002712	AGAP011136
OG0005677	CQUJHB001210, CQUJHB012062	AGAP005190
OG0005678	CQUJHB009142	AGAP007511
OG0005679	CQUJHB017941	AGAP007505
OG0005680	CQUJHB015800	AGAP007512
OG0005681	CQUJHB007048	AGAP007500
OG0005682	CQUJHB009333	AGAP007506
OG0005683	CQUJHB000658	AGAP004557
OG0005684	CQUJHB001274	AGAP004235
OG0005685	CQUJHB017882	AGAP004238
OG0005686	CQUJHB010932	AGAP000191
OG0005687	CQUJHB005089	AGAP009319
OG0005688	CQUJHB000874	AGAP009329
OG0005689	CQUJHB017432	AGAP009325
OG0005690	CQUJHB014647	AGAP009323
OG0005691	CQUJHB016493	AGAP012018
OG0005692	CQUJHB004264	AGAP004805
OG0005693	CQUJHB010760	AGAP001878
OG0005694	CQUJHB003081	AGAP004909
OG0005695	CQUJHB012459	AGAP001880
OG0005696	CQUJHB003275	AGAP001874
OG0005697	CQUJHB002861	AGAP001936
OG0005698	CQUJHB008294	AGAP001938
OG0005699	CQUJHB018165	AGAP001879
OG0005700	CQUJHB014714	AGAP003513
OG0005701	CQUJHB013514	AGAP029633
OG0005702	CQUJHB000482	AGAP011801
OG0005703	CQUJHB013840	AGAP011800
OG0005704	CQUJHB017574	AGAP011888
OG0005705	CQUJHB000387	AGAP011727
OG0005706	CQUJHB002819	AGAP011413
OG0005707	CQUJHB007815	AGAP011889
OG0005708	CQUJHB018245	AGAP029902
OG0005709	CQUJHB016223	AGAP011892
OG0005710	CQUJHB008340	AGAP011803
OG0005711	CQUJHB014790	AGAP010792
OG0005712	CQUJHB018439	AGAP010793
OG0005713	CQUJHB003178	AGAP006428
OG0005714	CQUJHB015775	AGAP009991
OG0005715	CQUJHB015847	AGAP004864
OG0005716	CQUJHB008815	AGAP009993
OG0005717	CQUJHB008695	AGAP005259
OG0005718	CQUJHB008420	AGAP009989
OG0005719	CQUJHB016636	AGAP009990
OG0005720	CQUJHB004157	AGAP009988
OG0005721	CQUJHB000927	AGAP006356
OG0005722	CQUJHB009169	AGAP005144
OG0005723	CQUJHB007630	AGAP000536
OG0005726	CQUJHB011829	AGAP011351
OG0005727	CQUJHB004105	AGAP010592
OG0005728	CQUJHB015029	AGAP011354
OG0005729	CQUJHB006456	AGAP005977
OG0005730	CQUJHB012155	AGAP011352
OG0005731	CQUJHB016248	AGAP010738
OG0005732	CQUJHB010994	AGAP000578
OG0005733	CQUJHB011476	AGAP000579
OG0005734	CQUJHB004811	AGAP029597
OG0005735	CQUJHB006322	AGAP012129
OG0005736	CQUJHB017763	AGAP012130
OG0005737	CQUJHB013228	AGAP012125
OG0005738	CQUJHB004927	AGAP004715
OG0005739	CQUJHB003902	AGAP004337
OG0005740	CQUJHB001426	AGAP000986
OG0005741	CQUJHB012187	AGAP007845
OG0005742	CQUJHB001190	AGAP009003
OG0005743	CQUJHB013903	AGAP009001
OG0005744	CQUJHB012110	AGAP028635
OG0005745	CQUJHB000789	AGAP004819
OG0005746	CQUJHB005777	AGAP004817
OG0005747	CQUJHB005178	AGAP004818
OG0005748	CQUJHB017096	AGAP010033
OG0005749	CQUJHB011091	AGAP006256
OG0005750	CQUJHB007011	AGAP004820
OG0005751	CQUJHB017551	AGAP002925
OG0005752	CQUJHB007844	AGAP004537
OG0005753	CQUJHB011704	AGAP004535
OG0005754	CQUJHB016688	AGAP004530
OG0005755	CQUJHB014755	AGAP000526
OG0005756	CQUJHB010980	AGAP000402
OG0005757	CQUJHB011787	AGAP028542
OG0005758	CQUJHB006915	AGAP001535
OG0005759	CQUJHB004406	AGAP001533
OG0005760	CQUJHB014835	AGAP001528
OG0005761	CQUJHB016377	AGAP013478
OG0005762	CQUJHB011126	AGAP004946
OG0005763	CQUJHB015248	AGAP001527
OG0005764	CQUJHB009558	AGAP004731
OG0005765	CQUJHB005633	AGAP004737
OG0005766	CQUJHB000816	AGAP004738
OG0005767	CQUJHB007326	AGAP004742
OG0005768	CQUJHB001747	AGAP003335
OG0005769	CQUJHB002544	AGAP003337
OG0005770	CQUJHB016946	AGAP003821
OG0005771	CQUJHB012230	AGAP003336
OG0005772	CQUJHB004613	AGAP003341
OG0005773	CQUJHB004439	AGAP003339
OG0005774	CQUJHB013067	AGAP003823
OG0005775	CQUJHB009407	AGAP002253
OG0005776	CQUJHB007498	AGAP004640
OG0005777	CQUJHB015130	AGAP009042
OG0005778	CQUJHB015562	AGAP029598
OG0005779	CQUJHB008503	AGAP029473
OG0005780	CQUJHB014784	AGAP005435
OG0005781	CQUJHB001169	AGAP029502
OG0005782	CQUJHB003911, CQUJHB009941	AGAP029717
OG0005783	CQUJHB001146	AGAP010376
OG0005784	CQUJHB016575	AGAP003988
OG0005785	CQUJHB013249	AGAP001039
OG0005786	CQUJHB018456	AGAP001037
OG0005787	CQUJHB017308	AGAP000549
OG0005788	CQUJHB013954	AGAP000422
OG0005789	CQUJHB018026	AGAP000436
OG0005790	CQUJHB014494	AGAP011772
OG0005791	CQUJHB000302	AGAP011770
OG0005792	CQUJHB009667	AGAP007119
OG0005793	CQUJHB008026	AGAP010272
OG0005794	CQUJHB005155	AGAP012518
OG0005795	CQUJHB003818	AGAP006687
OG0005796	CQUJHB000317	AGAP006688
OG0005797	CQUJHB008313	AGAP001200
OG0005798	CQUJHB010651	AGAP001194
OG0005799	CQUJHB014169	AGAP013386
OG0005800	CQUJHB005116	AGAP007050
OG0005801	CQUJHB006858	AGAP007049
OG0005802	CQUJHB001006	AGAP007053
OG0005803	CQUJHB001457	AGAP007051
OG0005804	CQUJHB009946	AGAP007989
OG0005805	CQUJHB015171	AGAP000354
OG0005806	CQUJHB018291	AGAP000899
OG0005807	CQUJHB010723	AGAP000332
OG0005808	CQUJHB004080	AGAP003229
OG0005809	CQUJHB016516	AGAP001793
OG0005810	CQUJHB006470	AGAP003228
OG0005811	CQUJHB018236	AGAP001362
OG0005812	CQUJHB018289	AGAP003276
OG0005813	CQUJHB001653	AGAP003273
OG0005814	CQUJHB004997	AGAP003935
OG0005815	CQUJHB015216	AGAP003453
OG0005816	CQUJHB003179	AGAP003454
OG0005817	CQUJHB005314	AGAP003934
OG0005818	CQUJHB018199	AGAP004322
OG0005819	CQUJHB013830	AGAP003936
OG0005820	CQUJHB009614	AGAP028490
OG0005821	CQUJHB009774	AGAP001733
OG0005822	CQUJHB010907	AGAP008325
OG0005823	CQUJHB000936	AGAP008327
OG0005824	CQUJHB014409	AGAP004659
OG0005825	CQUJHB016761	AGAP006880
OG0005826	CQUJHB016913	AGAP006888
OG0005827	CQUJHB007148	AGAP006872
OG0005828	CQUJHB006353	AGAP006873
OG0005829	CQUJHB004968	AGAP011778
OG0005830	CQUJHB001784	AGAP004641
OG0005831	CQUJHB012003	AGAP011099
OG0005832	CQUJHB009019	AGAP002302
OG0005833	CQUJHB014183	AGAP002305
OG0005834	CQUJHB017704	AGAP002300
OG0005835	CQUJHB012962	AGAP007121
OG0005836	CQUJHB007389	AGAP004937
OG0005837	CQUJHB010769	AGAP005521
OG0005838	CQUJHB017250	AGAP005701
OG0005839	CQUJHB012195	AGAP005861
OG0005840	CQUJHB008512	AGAP009771
OG0005841	CQUJHB006993	AGAP009772
OG0005842	CQUJHB016165	AGAP009770
OG0005843	CQUJHB008849	AGAP002066
OG0005844	CQUJHB006674	AGAP002071
OG0005845	CQUJHB017809	AGAP002064
OG0005846	CQUJHB000448	AGAP002065
OG0005847	CQUJHB014751	AGAP001917
OG0005848	CQUJHB002869	AGAP001914
OG0005849	CQUJHB015964	AGAP001915
OG0005850	CQUJHB013122	AGAP002183
OG0005851	CQUJHB004928	AGAP002759
OG0005852	CQUJHB011398	AGAP001828
OG0005853	CQUJHB018393	AGAP029563
OG0005854	CQUJHB012876	AGAP010314
OG0005855	CQUJHB012132	AGAP028425
OG0005856	CQUJHB012294	AGAP004958
OG0005857	CQUJHB000895	AGAP004968
OG0005858	CQUJHB018385	AGAP004959
OG0005859	CQUJHB010612	AGAP004961
OG0005860	CQUJHB012399	AGAP004965
OG0005861	CQUJHB013119	AGAP004956
OG0005862	CQUJHB002623	AGAP007373
OG0005863	CQUJHB008743	AGAP007369
OG0005864	CQUJHB013612	AGAP007383
OG0005865	CQUJHB004466	AGAP007363
OG0005866	CQUJHB012743	AGAP009117
OG0005867	CQUJHB004469	AGAP009116
OG0005868	CQUJHB004167	AGAP009114
OG0005869	CQUJHB000298	AGAP008875
OG0005870	CQUJHB010961	AGAP008874
OG0005871	CQUJHB009700	AGAP008876
OG0005872	CQUJHB007019	AGAP007789
OG0005873	CQUJHB011905	AGAP007786
OG0005874	CQUJHB016293	AGAP007784
OG0005875	CQUJHB001932	AGAP003769
OG0005876	CQUJHB003300	AGAP003768
OG0005877	CQUJHB006324	AGAP001211
OG0005878	CQUJHB010473	AGAP001212
OG0005879	CQUJHB001692	AGAP001207
OG0005880	CQUJHB001537, CQUJHB013358	AGAP003775
OG0005881	CQUJHB010153	AGAP003770
OG0005882	CQUJHB009447	AGAP011538
OG0005883	CQUJHB016514	AGAP011539
OG0005884	CQUJHB001489	AGAP011541
OG0005886	CQUJHB017535	AGAP000220
OG0005887	CQUJHB001595	AGAP001237
OG0005888	CQUJHB006691	AGAP002239
OG0005889	CQUJHB017827	AGAP002235
OG0005890	CQUJHB014830	AGAP001235
OG0005891	CQUJHB009467	AGAP002236
OG0005892	CQUJHB014887	AGAP009865
OG0005893	CQUJHB010232	AGAP011245
OG0005894	CQUJHB006663	AGAP011244
OG0005895	CQUJHB001804	AGAP011243
OG0005896	CQUJHB008022	AGAP011246
OG0005897	CQUJHB001057	AGAP011248
OG0005898	CQUJHB007281	AGAP011242
OG0005899	CQUJHB002365	AGAP008993
OG0005900	CQUJHB007523	AGAP001124
OG0005901	CQUJHB005459	AGAP010229
OG0005902	CQUJHB007731	AGAP010230
OG0005903	CQUJHB005871	AGAP010228
OG0005904	CQUJHB006444	AGAP011077
