Orthogroup	AfunestusAfunGA1	LlongipalpisASM
OG0000386	AFUN2_009836, AFUN2_005608, AFUN2_013530	LOC129794213
OG0000387	AFUN2_002844, AFUN2_002100	LOC129792588
OG0000389	AFUN2_006060	LOC129792672
OG0000389	AFUN2_013929	LOC129796262
OG0000391	AFUN2_010979	LOC129787235
OG0000391	AFUN2_008664	LOC129791955
OG0000393	AFUN2_012735, AFUN2_002249	LOC129785949, LOC129785948, LOC129785957
OG0000394	AFUN2_009571, AFUN2_007082	LOC129791762
OG0000395	AFUN2_009792	LOC129788433
OG0000395	AFUN2_002960	LOC129796829, LOC129789717
OG0000396	AFUN2_004007, AFUN2_012283	LOC129790169
OG0000397	AFUN2_002237	LOC129790187
OG0000397	AFUN2_013451	LOC129790172
OG0000399	AFUN2_008626, AFUN2_009920	LOC129794264
OG0000400	AFUN2_011008, AFUN2_011164	LOC129786701
OG0000401	AFUN2_002956	LOC129797202
OG0000401	AFUN2_004353	LOC129786605
OG0000403	AFUN2_012035	LOC129788394
OG0000403	AFUN2_003128	LOC129793356
OG0000404	AFUN2_003801, AFUN2_012718	LOC129795523
OG0000407	AFUN2_012902, AFUN2_004980	LOC129791712
OG0000408	AFUN2_002945, AFUN2_009625	LOC129797650, LOC129797649
OG0000409	AFUN2_001720, AFUN2_011673	LOC129787069
OG0000411	AFUN2_014669, AFUN2_011779	LOC129786847, LOC129786629
OG0000412	AFUN2_007595	LOC129788847
OG0000413	AFUN2_004473, AFUN2_000795	LOC129792318
OG0000414	AFUN2_008931	LOC129790511
OG0000416	AFUN2_005309	LOC129792009
OG0000417	AFUN2_013957	LOC129796020
OG0000417	AFUN2_009488	LOC129792608, LOC129787782
OG0000424	AFUN2_011824, AFUN2_007173	LOC129785892
OG0000429	AFUN2_011609, AFUN2_005488, AFUN2_013377	LOC129797527
OG0000430	AFUN2_002516	LOC129790395
OG0000431	AFUN2_006452, AFUN2_002969	LOC129786890, LOC129786889, LOC129786888
OG0000432	AFUN2_000534, AFUN2_010832	LOC129793235
OG0000433	AFUN2_004130, AFUN2_001141	LOC129787458
OG0000435	AFUN2_003456	LOC129793979, LOC129788654
OG0000437	AFUN2_009648	LOC129796837, LOC129796843, LOC129786972
OG0000438	AFUN2_004408	LOC129796877, LOC129796853
OG0000439	AFUN2_012835	LOC129791046
OG0000439	AFUN2_012281	LOC129791051
OG0000440	AFUN2_007200	LOC129786063
OG0000441	AFUN2_003884, AFUN2_007339	LOC129789191
OG0000442	AFUN2_005498, AFUN2_013332, AFUN2_009889	LOC129787812
OG0000443	AFUN2_001914, AFUN2_011734	LOC129786466
OG0000445	AFUN2_002989	LOC129788571
OG0000445	AFUN2_010049	LOC129795393
OG0000446	AFUN2_011911, AFUN2_006522	LOC129792631
OG0000447	AFUN2_001883, AFUN2_014649	LOC129791462
OG0000448	AFUN2_003874	LOC129791218
OG0000448	AFUN2_004004	LOC129797162
OG0000449	AFUN2_002880	LOC129788782
OG0000449	AFUN2_008727	LOC129795663
OG0000450	AFUN2_007488	LOC129791284
OG0000450	AFUN2_012925	LOC129791285
OG0000451	AFUN2_010410	LOC129797430
OG0000453	AFUN2_004614, AFUN2_014643, AFUN2_011555	LOC129796269
OG0000454	AFUN2_005107	LOC129791222, LOC129791223, LOC129789958, LOC129789953, LOC129789957, LOC129789984, LOC129789955, LOC129789970, LOC129786231, LOC129789956
OG0000455	AFUN2_011604	LOC129793202
OG0000455	AFUN2_001958	LOC129795185, LOC129794005
OG0000456	AFUN2_007145, AFUN2_004475	LOC129789003
OG0000457	AFUN2_011980	LOC129797501
OG0000457	AFUN2_009119	LOC129797497
OG0000460	AFUN2_014011, AFUN2_002000	LOC129786399
OG0000461	AFUN2_008978, AFUN2_008827	LOC129788689, LOC129788691
OG0000464	AFUN2_013582, AFUN2_005765	LOC129792136
OG0000465	AFUN2_002500, AFUN2_013706	LOC129794475, LOC129787824, LOC129787821, LOC129787819, LOC129787822, LOC129787823
OG0000466	AFUN2_000811, AFUN2_008377, AFUN2_004023	LOC129788859
OG0000476	AFUN2_013824	LOC129797587, LOC129797598
OG0000478	AFUN2_003137	LOC129789679
OG0000478	AFUN2_003770	LOC129789267
OG0000479	AFUN2_009181, AFUN2_007197	LOC129786132, LOC129786130
OG0000480	AFUN2_006549, AFUN2_000707	LOC129795298
OG0000481	AFUN2_004506, AFUN2_007832	LOC129793585
OG0000482	AFUN2_014001, AFUN2_007154	LOC129789436
OG0000483	AFUN2_008514	LOC129790713
OG0000484	AFUN2_011350, AFUN2_006435	LOC129797633
OG0000485	AFUN2_007072, AFUN2_007860	LOC129795192
OG0000486	AFUN2_005660, AFUN2_008037	LOC129796376
OG0000487	AFUN2_003553, AFUN2_001956	LOC129796445
OG0000489	AFUN2_013313, AFUN2_014776	LOC129789596
OG0000490	AFUN2_001904, AFUN2_012456	LOC129797526, LOC129793927
OG0000491	AFUN2_009342, AFUN2_012165	LOC129786095
OG0000492	AFUN2_000913, AFUN2_012708	LOC129790192
OG0000494	AFUN2_011840	LOC129795759
OG0000494	AFUN2_000438	LOC129795756
OG0000495	AFUN2_006380, AFUN2_009440	LOC129789139
OG0000496	AFUN2_001451	LOC129786268
OG0000497	AFUN2_003360, AFUN2_008537	LOC129787431
OG0000498	AFUN2_000900, AFUN2_006893	LOC129786578, LOC129786574, LOC129786579
OG0000499	AFUN2_002816, AFUN2_014000	LOC129790607
OG0000500	AFUN2_003408, AFUN2_005559	LOC129788005
OG0000501	AFUN2_014285	LOC129797582
OG0000502	AFUN2_002108, AFUN2_002588, AFUN2_009386	LOC129785827
OG0000504	AFUN2_010765, AFUN2_005136	LOC129793723
OG0000506	AFUN2_002862, AFUN2_001311	LOC129792624
OG0000507	AFUN2_009605, AFUN2_010453	LOC129791979
OG0000509	AFUN2_011895	LOC129792415
OG0000510	AFUN2_003304, AFUN2_006916	LOC129791881
OG0000511	AFUN2_001890, AFUN2_008232	LOC129797841
OG0000512	AFUN2_003365	LOC129789515
OG0000512	AFUN2_004602	LOC129789516
OG0000514	AFUN2_011623, AFUN2_009748	LOC129785846
OG0000515	AFUN2_007192, AFUN2_000620	LOC129790939
OG0000516	AFUN2_004606, AFUN2_002583	LOC129791524, LOC129797636
OG0000517	AFUN2_007438	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802
OG0000518	AFUN2_001532, AFUN2_009562	LOC129793591
OG0000520	AFUN2_008246	LOC129788574
OG0000520	AFUN2_013959	LOC129788575
OG0000521	AFUN2_006966	LOC129792109
OG0000521	AFUN2_008767	LOC129792300
OG0000522	AFUN2_012554, AFUN2_011055	LOC129788714
OG0000523	AFUN2_007839	LOC129797678
OG0000523	AFUN2_014119	LOC129795335
OG0000524	AFUN2_002285, AFUN2_009357	LOC129792438
OG0000526	AFUN2_009936, AFUN2_006765	LOC129796859, LOC129794163
OG0000527	AFUN2_010332, AFUN2_003399	LOC129787200
OG0000528	AFUN2_011949, AFUN2_008139	LOC129793220
OG0000535	AFUN2_004029, AFUN2_013409	LOC129788946, LOC129788947
OG0000536	AFUN2_007207, AFUN2_003559	LOC129786855
OG0000538	AFUN2_009330, AFUN2_011747	LOC129785868
OG0000540	AFUN2_001191	LOC129795815, LOC129795822
OG0000542	AFUN2_007282	LOC129787142
OG0000542	AFUN2_010209	LOC129787129
OG0000543	AFUN2_004643, AFUN2_012610	LOC129790875, LOC129790828
OG0000544	AFUN2_005178	LOC129793436
OG0000544	AFUN2_009523	LOC129793456
OG0000546	AFUN2_009394	LOC129791189
OG0000547	AFUN2_014341, AFUN2_005774	LOC129789445
OG0000548	AFUN2_007717	LOC129788460, LOC129793810, LOC129796665
OG0000549	AFUN2_000846, AFUN2_005801	LOC129796163, LOC129787746
OG0000550	AFUN2_008494	LOC129793857
OG0000551	AFUN2_005744, AFUN2_007132	LOC129787904, LOC129787888
OG0000552	AFUN2_002213	LOC129793549
OG0000553	AFUN2_004161	LOC129792363
OG0000555	AFUN2_001168	LOC129786450
OG0000557	AFUN2_009536, AFUN2_011864	LOC129791307
OG0000558	AFUN2_012242, AFUN2_011648	LOC129793107
OG0000559	AFUN2_006220, AFUN2_000578	LOC129787647
OG0000560	AFUN2_012617, AFUN2_001819	LOC129791771, LOC129796515
OG0000561	AFUN2_001832	LOC129792664
OG0000561	AFUN2_002206	LOC129792671
OG0000562	AFUN2_000387	LOC129796001, LOC129793753, LOC129796544
OG0000563	AFUN2_006690, AFUN2_005617	LOC129787428
OG0000564	AFUN2_007831	LOC129790481
OG0000564	AFUN2_009868	LOC129790484
OG0000565	AFUN2_011356, AFUN2_006900	LOC129788762
OG0000566	AFUN2_006872, AFUN2_002929	LOC129795066
OG0000567	AFUN2_011463	LOC129794069
OG0000567	AFUN2_004934	LOC129794176
OG0000568	AFUN2_006902, AFUN2_012635, AFUN2_004578	LOC129793949
OG0000569	AFUN2_012270	LOC129797441
OG0000569	AFUN2_003393	LOC129797546
OG0000572	AFUN2_014770	LOC129793426
OG0000573	AFUN2_013168, AFUN2_014694, AFUN2_006426	LOC129790886
OG0000574	AFUN2_007112, AFUN2_005570, AFUN2_005415	LOC129790054
OG0000579	AFUN2_006720	LOC129793001
OG0000581	AFUN2_003215, AFUN2_007952	LOC129792112
OG0000582	AFUN2_012422	LOC129791278
OG0000584	AFUN2_004829	LOC129795290
OG0000586	AFUN2_002299, AFUN2_006382	LOC129786887, LOC129790177
OG0000588	AFUN2_001266	LOC129786769
OG0000588	AFUN2_012166	LOC129797624
OG0000606	AFUN2_007021	LOC129795943, LOC129795511
OG0000607	AFUN2_007411, AFUN2_007189	LOC129796412
OG0000608	AFUN2_011174, AFUN2_009906	LOC129790262
OG0000609	AFUN2_006231	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411
OG0000610	AFUN2_003085, AFUN2_012277	LOC129793437
OG0000611	AFUN2_005888, AFUN2_005487	LOC129794969, LOC129792305
OG0000612	AFUN2_006408, AFUN2_009735	LOC129793245, LOC129791742
OG0000613	AFUN2_005629, AFUN2_007432	LOC129797020
OG0000614	AFUN2_008619	LOC129794514, LOC129787902
OG0000615	AFUN2_003796, AFUN2_007335	LOC129793095
OG0000616	AFUN2_004226, AFUN2_008046	LOC129787986
OG0000618	AFUN2_001004, AFUN2_008112	LOC129786155
OG0000619	AFUN2_009164	LOC129790543
OG0000619	AFUN2_009057	LOC129790552
OG0000621	AFUN2_005056, AFUN2_002414	LOC129789158
OG0000622	AFUN2_006041	LOC129791514, LOC129795662, LOC129794311, LOC129795246
OG0000623	AFUN2_002881, AFUN2_012624	LOC129795989
OG0000624	AFUN2_011346, AFUN2_000940	LOC129787186
OG0000625	AFUN2_011772	LOC129797405
OG0000626	AFUN2_002899, AFUN2_009124	LOC129787438
OG0000627	AFUN2_007347, AFUN2_003427	LOC129796028
OG0000629	AFUN2_003677, AFUN2_014591	LOC129789450, LOC129796880, LOC129791990
OG0000631	AFUN2_005956	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679
OG0000632	AFUN2_006430, AFUN2_007784	LOC129790746
OG0000633	AFUN2_012807, AFUN2_001328	LOC129789117
OG0000634	AFUN2_004511, AFUN2_006957	LOC129789630, LOC129790889, LOC129794049
OG0000635	AFUN2_013431	LOC129793876
OG0000636	AFUN2_009731, AFUN2_002167	LOC129792190
OG0000637	AFUN2_002680, AFUN2_004860	LOC129794946
OG0000639	AFUN2_003992, AFUN2_005878	LOC129792772
OG0000640	AFUN2_008708	LOC129788673
OG0000641	AFUN2_013494	LOC129787296
OG0000641	AFUN2_001686	LOC129787356, LOC129787297
OG0000643	AFUN2_010524	LOC129796821, LOC129792422, LOC129796228
OG0000644	AFUN2_003497	LOC129794535, LOC129794595, LOC129795223, LOC129795224
OG0000645	AFUN2_009881, AFUN2_014394	LOC129794232
OG0000647	AFUN2_012541, AFUN2_013180	LOC129787355
OG0000650	AFUN2_012427, AFUN2_010925, AFUN2_004783	LOC129789372
OG0000651	AFUN2_011371, AFUN2_003999, AFUN2_008517	LOC129788154, LOC129786032
OG0000652	AFUN2_002986, AFUN2_013908	LOC129786179
OG0000654	AFUN2_008410, AFUN2_009381	LOC129790933
OG0000656	AFUN2_006317, AFUN2_001879	LOC129790214
OG0000657	AFUN2_012004	LOC129790497, LOC129790495
OG0000658	AFUN2_003896, AFUN2_014602	LOC129786084
OG0000661	AFUN2_006804, AFUN2_002242	LOC129793785, LOC129791227
OG0000662	AFUN2_009263, AFUN2_012492	LOC129795022
OG0000663	AFUN2_006686, AFUN2_011294	LOC129791581, LOC129795004
OG0000664	AFUN2_010105, AFUN2_002024	LOC129788373, LOC129788783
OG0000665	AFUN2_012287	LOC129797714
OG0000665	AFUN2_003898	LOC129797715
OG0000666	AFUN2_007491	LOC129789920
OG0000668	AFUN2_011855, AFUN2_000855	LOC129789518
OG0000671	AFUN2_001478	LOC129796439
OG0000672	AFUN2_011953	LOC129797850
OG0000673	AFUN2_001123	LOC129790089
OG0000674	AFUN2_004741	LOC129794686
OG0000675	AFUN2_006494	LOC129792563
OG0000676	AFUN2_002761	LOC129792412, LOC129792447, LOC129786950
OG0000677	AFUN2_004107, AFUN2_013178	LOC129792367
OG0000678	AFUN2_014128, AFUN2_008017	LOC129793735, LOC129793408
OG0000679	AFUN2_013571, AFUN2_004203	LOC129791603
OG0000680	AFUN2_011330	LOC129785935
OG0000681	AFUN2_000728, AFUN2_005145	LOC129792486
OG0000682	AFUN2_005007, AFUN2_011354	LOC129797098
OG0000683	AFUN2_012286, AFUN2_008233	LOC129788436
OG0000684	AFUN2_007804, AFUN2_007739, AFUN2_009880	LOC129790629
OG0000694	AFUN2_000347, AFUN2_005276, AFUN2_001540, AFUN2_003746	LOC129794508
OG0000698	AFUN2_010779	LOC129787630
OG0000698	AFUN2_013836	LOC129796776
OG0000701	AFUN2_004046, AFUN2_000642	LOC129796793
OG0000704	AFUN2_008909, AFUN2_001063	LOC129797389
OG0000705	AFUN2_013794, AFUN2_012228	LOC129796588
OG0000706	AFUN2_007896	LOC129797846
OG0000707	AFUN2_010536	LOC129792435
OG0000708	AFUN2_001623, AFUN2_010436	LOC129787482
OG0000709	AFUN2_004774, AFUN2_005050	LOC129789636
OG0000710	AFUN2_010063, AFUN2_009558	LOC129791310
OG0000713	AFUN2_003969	LOC129792499
OG0000714	AFUN2_004844, AFUN2_014769	LOC129792793
OG0000715	AFUN2_011262, AFUN2_004671	LOC129796879
OG0000716	AFUN2_013553, AFUN2_007508	LOC129787130
OG0000717	AFUN2_000761, AFUN2_008911	LOC129786764
OG0000718	AFUN2_012558	LOC129796921
OG0000720	AFUN2_014425	LOC129796031
OG0000721	AFUN2_013897, AFUN2_004594	LOC129788149
OG0000722	AFUN2_011242, AFUN2_002168, AFUN2_001979	LOC129786896
OG0000723	AFUN2_004000, AFUN2_003451	LOC129794187
OG0000725	AFUN2_001120	LOC129791110
OG0000726	AFUN2_008672, AFUN2_012935	LOC129788835
OG0000727	AFUN2_005874	LOC129796652
OG0000728	AFUN2_001524, AFUN2_001514	LOC129794810
OG0000729	AFUN2_009832, AFUN2_013421	LOC129791068
OG0000730	AFUN2_014594	LOC129796264
OG0000731	AFUN2_003153, AFUN2_000662	LOC129789026
OG0000732	AFUN2_013446, AFUN2_001363	LOC129797450
OG0000733	AFUN2_012448	LOC129785863, LOC129785872
OG0000734	AFUN2_001242, AFUN2_014289	LOC129789331
OG0000735	AFUN2_003113, AFUN2_003988	LOC129794676
OG0000736	AFUN2_000866	LOC129793708
OG0000737	AFUN2_001959	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063
OG0000738	AFUN2_012423, AFUN2_011719	LOC129793763
OG0000739	AFUN2_007453	LOC129792495, LOC129793879
OG0000740	AFUN2_000758	LOC129787177
OG0000740	AFUN2_009893	LOC129790677
OG0000741	AFUN2_005630	LOC129797548
OG0000743	AFUN2_003686, AFUN2_005968	LOC129794837
OG0000745	AFUN2_013873, AFUN2_013188	LOC129786239
OG0000746	AFUN2_007201	LOC129787579, LOC129787575, LOC129792742, LOC129787572
OG0000747	AFUN2_010306, AFUN2_012263	LOC129785899
OG0000748	AFUN2_012621	LOC129796516
OG0000749	AFUN2_004381, AFUN2_008807	LOC129790710
OG0000751	AFUN2_013921	LOC129792694
OG0000752	AFUN2_008836, AFUN2_002198	LOC129790897
OG0000754	AFUN2_007701	LOC129795829, LOC129795608, LOC129794471, LOC129792308
OG0000755	AFUN2_014013	LOC129785867
OG0000760	AFUN2_007980	LOC129787524
OG0000761	AFUN2_000350	LOC129788153
OG0000762	AFUN2_012938	LOC129796373
OG0000763	AFUN2_005249	LOC129792352
OG0000764	AFUN2_003510	LOC129790190, LOC129790181
OG0000765	AFUN2_012773	LOC129789275
OG0000766	AFUN2_008210	LOC129786356
OG0000767	AFUN2_006716	LOC129795536
OG0000769	AFUN2_007214	LOC129794848
OG0000770	AFUN2_014232, AFUN2_002091	LOC129786315
OG0000771	AFUN2_009130	LOC129790610
OG0000772	AFUN2_003436	LOC129792370
OG0000773	AFUN2_004588, AFUN2_003772	LOC129792988
OG0000774	AFUN2_011517	LOC129795444
OG0000775	AFUN2_010970	LOC129792524, LOC129792514
OG0000776	AFUN2_003281	LOC129789709, LOC129795694
OG0000777	AFUN2_007369	LOC129796454
OG0000778	AFUN2_003536	LOC129797210
OG0000778	AFUN2_010689	LOC129795529
OG0000779	AFUN2_011201	LOC129793955
OG0000784	AFUN2_007923, AFUN2_012384, AFUN2_012575, AFUN2_012595, AFUN2_011544, AFUN2_014063, AFUN2_002077, AFUN2_011693, AFUN2_003722, AFUN2_001140	LOC129792327
OG0000786	AFUN2_005036	LOC129787036
OG0000786	AFUN2_007612	LOC129787035
OG0000799	AFUN2_010114	LOC129793175
OG0000800	AFUN2_014700	LOC129795872
OG0000802	AFUN2_005693, AFUN2_014759	LOC129791127
OG0000805	AFUN2_001087	LOC129793176
OG0000805	AFUN2_005125	LOC129793153
OG0000807	AFUN2_012539	LOC129788809
OG0000808	AFUN2_007382	LOC129790680
OG0000809	AFUN2_009527, AFUN2_014500	LOC129791710
OG0000810	AFUN2_012390, AFUN2_000876	LOC129788735
OG0000811	AFUN2_005258, AFUN2_003649	LOC129788764
OG0000813	AFUN2_001918	LOC129791403
OG0000814	AFUN2_011057	LOC129787257
OG0000815	AFUN2_010874	LOC129797564
OG0000816	AFUN2_003398	LOC129797354
OG0000817	AFUN2_014224, AFUN2_014585	LOC129787592
OG0000818	AFUN2_006352	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174
OG0000821	AFUN2_012910	LOC129790272
OG0000823	AFUN2_004817, AFUN2_001143	LOC129794529
OG0000825	AFUN2_009916	LOC129791777
OG0000826	AFUN2_012758, AFUN2_004484, AFUN2_006090	LOC129790956
OG0000827	AFUN2_007855	LOC129794122
OG0000828	AFUN2_009221	LOC129788185, LOC129788181
OG0000829	AFUN2_001261	LOC129789057
OG0000830	AFUN2_011002	LOC129790240
OG0000831	AFUN2_009701	LOC129791176, LOC129791175
OG0000832	AFUN2_001406, AFUN2_002648	LOC129794224
OG0000834	AFUN2_012856	LOC129791780
OG0000835	AFUN2_001378, AFUN2_002959	LOC129792918
OG0000836	AFUN2_010726	LOC129790211, LOC129790329
OG0000837	AFUN2_013580	LOC129794116
OG0000838	AFUN2_005648	LOC129789521
OG0000840	AFUN2_013213	LOC129791262
OG0000841	AFUN2_003581	LOC129794927
OG0000843	AFUN2_004148	LOC129786227
OG0000845	AFUN2_001043	LOC129792536
OG0000846	AFUN2_002550	LOC129787444
OG0000847	AFUN2_008557	LOC129791272
OG0000849	AFUN2_008721	LOC129795434, LOC129788080, LOC129790226, LOC129791276
OG0000850	AFUN2_002308	LOC129791444
OG0000852	AFUN2_010299	LOC129788599
OG0000854	AFUN2_005140	LOC129793009
OG0000855	AFUN2_008417	LOC129789897
OG0000856	AFUN2_013705	LOC129790813, LOC129792104, LOC129786181
OG0000857	AFUN2_005147, AFUN2_006639	LOC129785877
OG0000858	AFUN2_010090	LOC129785850
OG0000859	AFUN2_012357	LOC129788037
OG0000860	AFUN2_005387	LOC129786266
OG0000863	AFUN2_006341	LOC129793328
OG0000864	AFUN2_005572, AFUN2_013019	LOC129793138
OG0000865	AFUN2_011029, AFUN2_013155	LOC129790135
OG0000866	AFUN2_011442	LOC129792732
OG0000867	AFUN2_008894, AFUN2_008538	LOC129786070
OG0000868	AFUN2_006993	LOC129792166
OG0000870	AFUN2_014537, AFUN2_013801	LOC129787090
OG0000872	AFUN2_000789, AFUN2_013708	LOC129797115
OG0000873	AFUN2_013255	LOC129792698
OG0000874	AFUN2_010943	LOC129790074
OG0000875	AFUN2_014665, AFUN2_009680, AFUN2_006644, AFUN2_008675, AFUN2_007998	LOC129788011
OG0000876	AFUN2_006597	LOC129797362
OG0000876	AFUN2_004422	LOC129797390
OG0000877	AFUN2_014506, AFUN2_007405	LOC129788029
OG0000878	AFUN2_005343, AFUN2_001520	LOC129793385
OG0000879	AFUN2_012363	LOC129786508, LOC129786528, LOC129786530
OG0000881	AFUN2_004818	LOC129797026
OG0000882	AFUN2_010846	LOC129795525
OG0000883	AFUN2_001206, AFUN2_000356	LOC129791918
OG0000884	AFUN2_013148	LOC129796295
OG0000885	AFUN2_008244	LOC129787789
OG0000886	AFUN2_001563, AFUN2_006509	LOC129793963
OG0000887	AFUN2_005738, AFUN2_009539	LOC129789293
OG0000888	AFUN2_007311	LOC129790593
OG0000889	AFUN2_013006	LOC129793644
OG0000890	AFUN2_010094	LOC129786434
OG0000893	AFUN2_000363	LOC129788074
OG0000894	AFUN2_010941	LOC129790516, LOC129789882
OG0000895	AFUN2_012402	LOC129797858
OG0000896	AFUN2_001342	LOC129788923, LOC129790573
OG0000900	AFUN2_011266	LOC129791238
OG0000901	AFUN2_001800, AFUN2_005751	LOC129795564
OG0000902	AFUN2_001558, AFUN2_007735, AFUN2_005022	LOC129789494
OG0000904	AFUN2_002674, AFUN2_006487	LOC129788200, LOC129786071
OG0000906	AFUN2_011930, AFUN2_003374	LOC129792596
OG0000907	AFUN2_010830	LOC129790351
OG0000908	AFUN2_008542, AFUN2_002825	LOC129790100
OG0000909	AFUN2_014677	LOC129796560
OG0000910	AFUN2_013373, AFUN2_000843	LOC129795282
OG0000911	AFUN2_008872	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050
OG0000926	AFUN2_004024, AFUN2_003356, AFUN2_006681	LOC129787193
OG0000929	AFUN2_002788	LOC129794044
OG0000940	AFUN2_003014	LOC129790864
OG0000941	AFUN2_002234	LOC129796100
OG0000944	AFUN2_013216	LOC129786944
OG0000945	AFUN2_007985, AFUN2_013002	LOC129791341
OG0000946	AFUN2_008138	LOC129788541
OG0000947	AFUN2_002877	LOC129795083
OG0000948	AFUN2_006202, AFUN2_002790	LOC129793500
OG0000951	AFUN2_002955, AFUN2_002189	LOC129793103
OG0000954	AFUN2_014265	LOC129790521
OG0000955	AFUN2_006289	LOC129788857
OG0000956	AFUN2_004804	LOC129791637
OG0000958	AFUN2_007605	LOC129789081
OG0000959	AFUN2_013206	LOC129788197
OG0000960	AFUN2_012975	LOC129787101
OG0000961	AFUN2_005230	LOC129789061, LOC129789060, LOC129791743
OG0000962	AFUN2_006611	LOC129788175
OG0000963	AFUN2_004494	LOC129791715
OG0000964	AFUN2_006646	LOC129789690
OG0000965	AFUN2_006205	LOC129793540
OG0000966	AFUN2_012417	LOC129796954, LOC129794317, LOC129796959
OG0000967	AFUN2_011733	LOC129787131
OG0000968	AFUN2_001734, AFUN2_005944	LOC129786430
OG0000969	AFUN2_006373	LOC129792145
OG0000972	AFUN2_005478	LOC129791340
OG0000973	AFUN2_007286	LOC129788414
OG0000974	AFUN2_007056, AFUN2_002464	LOC129790235
OG0000975	AFUN2_001003	LOC129794101
OG0000976	AFUN2_009049	LOC129794233
OG0000977	AFUN2_003877	LOC129795519
OG0000978	AFUN2_004175, AFUN2_009598	LOC129791015
OG0000979	AFUN2_009441	LOC129790816
OG0000980	AFUN2_008338	LOC129788975
OG0000982	AFUN2_013074	LOC129797134
OG0000984	AFUN2_014612	LOC129792919
OG0000985	AFUN2_002733, AFUN2_001018	LOC129794771
OG0000986	AFUN2_006416	LOC129793529
OG0000987	AFUN2_006311	LOC129789906
OG0000988	AFUN2_004546	LOC129789053
OG0000989	AFUN2_013233, AFUN2_004069	LOC129794910
OG0000990	AFUN2_014200	LOC129790037
OG0000991	AFUN2_010033	LOC129792113
OG0000993	AFUN2_008750, AFUN2_011979	LOC129793738
OG0000994	AFUN2_005222	LOC129794241
OG0000995	AFUN2_014691, AFUN2_004972	LOC129787625
OG0000996	AFUN2_008726	LOC129796131
OG0000997	AFUN2_002851	LOC129792516
OG0000998	AFUN2_007358	LOC129787963
OG0000999	AFUN2_008443	LOC129787879, LOC129797687, LOC129797198
OG0001000	AFUN2_010236	LOC129794479, LOC129795878, LOC129794521, LOC129795305
OG0001001	AFUN2_003220	LOC129789861, LOC129793688
OG0001002	AFUN2_012530	LOC129791439
OG0001003	AFUN2_000733	LOC129792614
