Orthogroup	AdirusWRAIR2	LlongipalpisASM
OG0002341	ADIR008513	LOC129795471
OG0002342	ADIR010411	LOC129791807
OG0002343	ADIR010661	LOC129786936
OG0002344	ADIR003538	LOC129786043
OG0002346	ADIR005001	LOC129796797
OG0002347	ADIR002330	LOC129794184
OG0002348	ADIR002524	LOC129787124, LOC129789001
OG0002349	ADIR002826	LOC129787282
OG0002350	ADIR005825	LOC129787523
OG0002351	ADIR015686	LOC129787150
OG0002352	ADIR011541	LOC129790865, LOC129790231
OG0002353	ADIR001143	LOC129789284
OG0002355	ADIR000506	LOC129795357
OG0002356	ADIR002837	LOC129786496
OG0002357	ADIR005568	LOC129796952
OG0002358	ADIR003024	LOC129789471
OG0002359	ADIR002838	LOC129796826
OG0002360	ADIR008746	LOC129793096
OG0002361	ADIR008855	LOC129794309
OG0002362	ADIR011000	LOC129786375
OG0002363	ADIR009699	LOC129792566
OG0002364	ADIR002965	LOC129786277
OG0002365	ADIR011004	LOC129792656
OG0002367	ADIR010085	LOC129794620
OG0002368	ADIR011364	LOC129794057
OG0002369	ADIR005696	LOC129796302
OG0002370	ADIR005709	LOC129795401
OG0002371	ADIR000446	LOC129796313
OG0002372	ADIR010650	LOC129786076
OG0002373	ADIR000378	LOC129795733
OG0002374	ADIR009304	LOC129796619
OG0002375	ADIR001781	LOC129796931
OG0002376	ADIR000403	LOC129786382
OG0002377	ADIR001768	LOC129797330
OG0002378	ADIR001780	LOC129796930
OG0002379	ADIR001771	LOC129797640
OG0002380	ADIR001766	LOC129795616
OG0002381	ADIR001769	LOC129795607
OG0002382	ADIR009119	LOC129789462, LOC129786346
OG0002383	ADIR006424	LOC129797341
OG0002384	ADIR010382	LOC129797178
OG0002385	ADIR003169	LOC129793384
OG0002386	ADIR015611	LOC129788590
OG0002387	ADIR006081	LOC129790966, LOC129790962
OG0002388	ADIR006819, ADIR006818	LOC129789974
OG0002389	ADIR004846	LOC129789922, LOC129789923
OG0002390	ADIR006730	LOC129790073
OG0002391	ADIR002851	LOC129789078
OG0002392	ADIR006728	LOC129790402
OG0002393	ADIR007608	LOC129796443
OG0002395	ADIR001493	LOC129789386
OG0002396	ADIR006504	LOC129787280
OG0002397	ADIR007429	LOC129792725
OG0002399	ADIR006505	LOC129794857, LOC129787284
OG0002400	ADIR006487	LOC129787157, LOC129790536, LOC129789042
OG0002401	ADIR010860	LOC129789667
OG0002402	ADIR004682	LOC129790284, LOC129789947
OG0002403	ADIR010862	LOC129789084, LOC129789088
OG0002404	ADIR016111	LOC129790472
OG0002406	ADIR009277	LOC129791173
OG0002408	ADIR009273	LOC129797670
OG0002409	ADIR000364	LOC129794649
OG0002410	ADIR000359	LOC129796322
OG0002411	ADIR000365	LOC129794916
OG0002412	ADIR000361	LOC129794580
OG0002414	ADIR007380	LOC129793151
OG0002415	ADIR004420	LOC129788332
OG0002416	ADIR004284	LOC129791826
OG0002417	ADIR007684	LOC129792313
OG0002418	ADIR004277	LOC129793117
OG0002419	ADIR009328	LOC129788994
OG0002420	ADIR009321	LOC129789356
OG0002421	ADIR004516	LOC129787829
OG0002422	ADIR010842	LOC129788374
OG0002423	ADIR009359	LOC129792721
OG0002424	ADIR010846	LOC129791358
OG0002425	ADIR006334	LOC129790699
OG0002426	ADIR009357	LOC129790478
OG0002427	ADIR005773	LOC129787552
OG0002428	ADIR004517	LOC129787827
OG0002429	ADIR005775	LOC129794503
OG0002430	ADIR003643	LOC129792689
OG0002431	ADIR009767, ADIR009766	LOC129794794
OG0002432	ADIR006218	LOC129790799
OG0002433	ADIR002129	LOC129796596
OG0002434	ADIR002128	LOC129796595
OG0002435	ADIR009763	LOC129788886
OG0002436	ADIR002127	LOC129795366
OG0002437	ADIR003596	LOC129793010
OG0002438	ADIR006000	LOC129790698
OG0002439	ADIR008750	LOC129793416
OG0002440	ADIR008749	LOC129793387
OG0002441	ADIR007443	LOC129791833
OG0002442	ADIR009284	LOC129791169
OG0002443	ADIR009190	LOC129795304
OG0002444	ADIR009184	LOC129797612
OG0002445	ADIR009189	LOC129797371
OG0002446	ADIR006993	LOC129786723
OG0002447	ADIR006406	LOC129797406
OG0002448	ADIR006403	LOC129797407
OG0002449	ADIR011498	LOC129797012
OG0002450	ADIR005392	LOC129797097
OG0002451	ADIR003389	LOC129786982
OG0002452	ADIR016060	LOC129786996
OG0002453	ADIR001323	LOC129788324
OG0002454	ADIR001223	LOC129790669
OG0002455	ADIR009389	LOC129796197
OG0002456	ADIR009474	LOC129796391
OG0002457	ADIR002156	LOC129795197
OG0002458	ADIR002157	LOC129795191
OG0002459	ADIR002158	LOC129795190
OG0002460	ADIR010221	LOC129787295
OG0002461	ADIR010218	LOC129796078, LOC129787274
OG0002462	ADIR010205	LOC129797861
OG0002463	ADIR000972	LOC129793046
OG0002464	ADIR004800	LOC129797149
OG0002465	ADIR005415	LOC129785971
OG0002466	ADIR009562	LOC129796587
OG0002467	ADIR000338	LOC129796038
OG0002468	ADIR015965	LOC129797066
OG0002469	ADIR015978	LOC129797060
OG0002470	ADIR009784	LOC129790273
OG0002471	ADIR011429	LOC129789315
OG0002472	ADIR004924	LOC129790898
OG0002473	ADIR004266	LOC129793956
OG0002474	ADIR011293	LOC129788869
OG0002475	ADIR011285	LOC129791133
OG0002476	ADIR011288	LOC129790070
OG0002477	ADIR001777, ADIR001776	LOC129791388
OG0002478	ADIR005567	LOC129793190
OG0002479	ADIR005193, ADIR007494	LOC129789103
OG0002480	ADIR009692	LOC129791874
OG0002481	ADIR004893	LOC129788471
OG0002482	ADIR015841	LOC129797133
OG0002483	ADIR003441	LOC129793504
OG0002484	ADIR006591	LOC129786397
OG0002485	ADIR008445	LOC129786440
OG0002486	ADIR006588	LOC129787049, LOC129793799
OG0002487	ADIR005363	LOC129786101
OG0002488	ADIR005662	LOC129791947
OG0002489	ADIR002057	LOC129797508
OG0002490	ADIR002060	LOC129795544
OG0002491	ADIR015715	LOC129796181
OG0002492	ADIR015716	LOC129795956
OG0002493	ADIR009731	LOC129787146
OG0002494	ADIR000354	LOC129795595
OG0002495	ADIR010654	LOC129797046
OG0002496	ADIR008474	LOC129793195
OG0002497	ADIR002578	LOC129786854
OG0002498	ADIR003438, ADIR003437	LOC129786470
OG0002499	ADIR001842	LOC129795391
OG0002500	ADIR002428	LOC129790765
OG0002501	ADIR015704	LOC129797391
OG0002502	ADIR009193	LOC129796088
OG0002503	ADIR002433	LOC129786336
OG0002504	ADIR002435	LOC129797393
OG0002505	ADIR010512	LOC129790267
OG0002506	ADIR003392	LOC129786984
OG0002507	ADIR003390	LOC129786983
OG0002508	ADIR002105	LOC129787412
OG0002509	ADIR002835	LOC129796998
OG0002510	ADIR010317	LOC129791800
OG0002511	ADIR008481	LOC129797402
OG0002512	ADIR010316	LOC129790994
OG0002513	ADIR002781	LOC129786485, LOC129786483
OG0002514	ADIR010393	LOC129788143
OG0002515	ADIR006623	LOC129797549
OG0002516	ADIR008142	LOC129792429
OG0002517	ADIR008144	LOC129791599
OG0002518	ADIR008140	LOC129794086
OG0002519	ADIR005485	LOC129786589
OG0002520	ADIR003022	LOC129795012
OG0002522	ADIR009813	LOC129793999
OG0002523	ADIR009817	LOC129792441, LOC129791102
OG0002524	ADIR005284	LOC129791630
OG0002525	ADIR002736	LOC129797592
OG0002526	ADIR001546	LOC129787633
OG0002527	ADIR002738	LOC129790487
OG0002528	ADIR002734	LOC129796578
OG0002529	ADIR002739	LOC129797613
OG0002533	ADIR002008	LOC129796137
OG0002534	ADIR002002	LOC129789534
OG0002535	ADIR000335	LOC129794815
OG0002536	ADIR000601	LOC129791672
OG0002538	ADIR011419	LOC129790714
OG0002539	ADIR006376	LOC129789052
OG0002540	ADIR011418	LOC129797495
OG0002541	ADIR006375	LOC129789005
OG0002542	ADIR005651	LOC129793750
OG0002543	ADIR005743	LOC129797455
OG0002544	ADIR005899	LOC129789455
OG0002545	ADIR006031	LOC129788989
OG0002546	ADIR006035	LOC129788340
OG0002547	ADIR016084	LOC129792314
OG0002548	ADIR008129	LOC129792134
OG0002550	ADIR005829	LOC129794627, LOC129797017
OG0002551	ADIR007987	LOC129786529, LOC129786533, LOC129786531
OG0002552	ADIR007986	LOC129786445
OG0002553	ADIR005941	LOC129789486
OG0002554	ADIR016113	LOC129795184
OG0002555	ADIR010008	LOC129786513
OG0002556	ADIR009308	LOC129796819
OG0002557	ADIR001959	LOC129795783
OG0002558	ADIR001966	LOC129787179
OG0002561	ADIR002867	LOC129787231
OG0002562	ADIR008815	LOC129792527
OG0002563	ADIR008816	LOC129792521
OG0002564	ADIR004166	LOC129792823, LOC129792824
OG0002565	ADIR004154	LOC129795789
OG0002566	ADIR000449	LOC129795720
OG0002567	ADIR003302	LOC129796882
OG0002568	ADIR000447	LOC129795880
OG0002571	ADIR000931	LOC129790829
OG0002572	ADIR009704	LOC129788589
OG0002573	ADIR010344	LOC129797580
OG0002574	ADIR002277	LOC129790149
OG0002575	ADIR000273	LOC129786052
OG0002576	ADIR002276	LOC129786026
OG0002577	ADIR007126	LOC129792319
OG0002578	ADIR009928	LOC129796386
OG0002579	ADIR006411	LOC129795992
OG0002580	ADIR010504	LOC129788075
OG0002581	ADIR004133	LOC129788821
OG0002583	ADIR010505	LOC129788078
OG0002584	ADIR008371	LOC129795888
OG0002585	ADIR008373	LOC129796775
OG0002586	ADIR001599	LOC129786706
OG0002587	ADIR000533	LOC129796136
OG0002588	ADIR001826	LOC129795432
OG0002589	ADIR001825	LOC129795429
OG0002590	ADIR000532	LOC129795308
OG0002591	ADIR016026	LOC129797839
OG0002592	ADIR005362	LOC129787744
OG0002595	ADIR006351	LOC129791461
OG0002596	ADIR010156	LOC129797435
OG0002597	ADIR010155	LOC129796801
OG0002598	ADIR005563	LOC129793798
OG0002599	ADIR015998	LOC129788919, LOC129788918
OG0002600	ADIR015999	LOC129788917
OG0002601	ADIR004743	LOC129793503
OG0002602	ADIR007469	LOC129794214
OG0002603	ADIR005531	LOC129793616
OG0002604	ADIR006342	LOC129789823
OG0002605	ADIR011463	LOC129791149
OG0002606	ADIR011462	LOC129793535
OG0002607	ADIR005156	LOC129786254
OG0002608	ADIR003102	LOC129795860
OG0002609	ADIR004475	LOC129787569
OG0002610	ADIR003118	LOC129796402
OG0002611	ADIR009239	LOC129793043
OG0002612	ADIR008609	LOC129791612
OG0002613	ADIR004408	LOC129795404
OG0002614	ADIR004542	LOC129797182
OG0002615	ADIR004544	LOC129797181
OG0002616	ADIR004541	LOC129796842
OG0002617	ADIR004543	LOC129797184
OG0002618	ADIR004093, ADIR004092	LOC129791551
OG0002619	ADIR004090	LOC129788926
OG0002620	ADIR004088	LOC129795615
OG0002623	ADIR005455	LOC129787768
OG0002624	ADIR008511	LOC129786992, LOC129786328
OG0002625	ADIR004563	LOC129786062
OG0002626	ADIR010631	LOC129795487
OG0002627	ADIR008068, ADIR008069	LOC129787922
OG0002628	ADIR008070	LOC129787925
OG0002629	ADIR000679	LOC129786702
OG0002630	ADIR000681	LOC129786685
OG0002631	ADIR004898	LOC129788511
OG0002632	ADIR004715	LOC129789790
OG0002633	ADIR004718	LOC129797512
OG0002634	ADIR004717	LOC129790315
OG0002635	ADIR002593	LOC129797851, LOC129785829
OG0002636	ADIR003637	LOC129792847
OG0002637	ADIR003275	LOC129797840
OG0002638	ADIR000913	LOC129792613
OG0002639	ADIR001024	LOC129789068
OG0002640	ADIR009342	LOC129789037
OG0002642	ADIR009338	LOC129793351
OG0002643	ADIR009339	LOC129790204
OG0002644	ADIR006025	LOC129791074
OG0002645	ADIR006021	LOC129788894
OG0002646	ADIR006015	LOC129786831
OG0002647	ADIR006024	LOC129791760
OG0002648	ADIR006022	LOC129788889
OG0002649	ADIR001738	LOC129795280
OG0002650	ADIR009454	LOC129792891
OG0002651	ADIR001003	LOC129797255
OG0002652	ADIR004353	LOC129793155
OG0002653	ADIR006662	LOC129786439
OG0002654	ADIR002556	LOC129796350
OG0002655	ADIR006378	LOC129797444
OG0002656	ADIR004527	LOC129797614
OG0002657	ADIR006155	LOC129790444
OG0002658	ADIR009720	LOC129790596
OG0002659	ADIR005787	LOC129787735
OG0002660	ADIR001425	LOC129790510
OG0002661	ADIR005924	LOC129793449
OG0002662	ADIR000269	LOC129796043
OG0002663	ADIR000008	LOC129795117
OG0002664	ADIR000469	LOC129795846
OG0002665	ADIR005692	LOC129790789
OG0002666	ADIR005966	LOC129789285
OG0002667	ADIR007312	LOC129793016
OG0002668	ADIR007291	LOC129792492
OG0002669	ADIR007292	LOC129792498
OG0002671	ADIR007296	LOC129786442
OG0002672	ADIR007295	LOC129793309
OG0002673	ADIR003935	LOC129789428
OG0002674	ADIR001508	LOC129786408
OG0002675	ADIR001253	LOC129791192
OG0002676	ADIR005480	LOC129786852
OG0002677	ADIR002476	LOC129788928
OG0002678	ADIR000820	LOC129790563
OG0002679	ADIR010068	LOC129795610
OG0002680	ADIR006643	LOC129786050
OG0002681	ADIR002082	LOC129795560
OG0002682	ADIR003045	LOC129797445
OG0002683	ADIR003048	LOC129797291
OG0002684	ADIR003044	LOC129792912
OG0002685	ADIR003059	LOC129787159
OG0002688	ADIR003074	LOC129793915, LOC129786178
OG0002691	ADIR004627	LOC129785946
OG0002692	ADIR009390	LOC129788981
OG0002693	ADIR004028	LOC129789775
OG0002694	ADIR000600	LOC129788636
OG0002695	ADIR000869	LOC129789873
OG0002696	ADIR016044	LOC129792253
OG0002697	ADIR010580	LOC129789854
OG0002698	ADIR010573	LOC129795178
OG0002699	ADIR000043	LOC129787504
OG0002701	ADIR006894	LOC129791883
OG0002702	ADIR001314	LOC129793902, LOC129786946
OG0002703	ADIR002942	LOC129786645
OG0002704	ADIR002941	LOC129786726
OG0002705	ADIR009040	LOC129787415
OG0002706	ADIR009004	LOC129791437
OG0002707	ADIR006684	LOC129786763
OG0002708	ADIR002053	LOC129789791
OG0002709	ADIR000817	LOC129790141
OG0002710	ADIR006574	LOC129790160
OG0002712	ADIR006221	LOC129790801
OG0002713	ADIR003849	LOC129792917, LOC129797476
OG0002714	ADIR007918	LOC129791727
OG0002715	ADIR008742, ADIR008741	LOC129793361
OG0002716	ADIR007917	LOC129787000
OG0002717	ADIR011521	LOC129792895
OG0002718	ADIR004221	LOC129792901
OG0002719	ADIR000771, ADIR001983	LOC129795851
OG0002720	ADIR002362	LOC129796584
OG0002721	ADIR004470	LOC129788588
OG0002722	ADIR011254	LOC129791942
OG0002723	ADIR005189	LOC129792821, LOC129791408
OG0002724	ADIR007786, ADIR005690	LOC129793129
OG0002725	ADIR003203	LOC129796533
OG0002726	ADIR004067	LOC129792647, LOC129792670
OG0002728	ADIR009442	LOC129794945
OG0002729	ADIR009438	LOC129796594
OG0002730	ADIR009443	LOC129794886
OG0002731	ADIR009437	LOC129796598
OG0002732	ADIR001616	LOC129792070, LOC129792080
OG0002733	ADIR010554	LOC129796487
OG0002734	ADIR008389	LOC129788008
OG0002735	ADIR008390	LOC129790711
OG0002736	ADIR006858	LOC129791964
OG0002737	ADIR010978	LOC129788988, LOC129788983
OG0002738	ADIR010987	LOC129792731
OG0002739	ADIR009150	LOC129795470
OG0002740	ADIR001865	LOC129787546
OG0002741	ADIR001860	LOC129796250
OG0002742	ADIR009172	LOC129795871
OG0002743	ADIR002056	LOC129793895
OG0002744	ADIR001326	LOC129786920
OG0002745	ADIR006576	LOC129789998
OG0002746	ADIR003540	LOC129790464
OG0002747	ADIR001044	LOC129788797
OG0002748	ADIR008908	LOC129788684, LOC129794873
OG0002749	ADIR008207	LOC129793463
OG0002750	ADIR003417, ADIR003418	LOC129795625
OG0002751	ADIR006611	LOC129795779
OG0002752	ADIR006609	LOC129790741
OG0002753	ADIR004773	LOC129788737
OG0002754	ADIR002495	LOC129790083
OG0002755	ADIR001047, ADIR006840	LOC129791336
OG0002756	ADIR006869	LOC129792397
OG0002757	ADIR006866	LOC129792360
OG0002758	ADIR006881	LOC129792701
OG0002759	ADIR006885	LOC129793350
OG0002760	ADIR006884	LOC129793365
OG0002762	ADIR010940	LOC129788621
OG0002763	ADIR010935	LOC129788613
OG0002764	ADIR008046	LOC129797029
OG0002765	ADIR001684	LOC129795195
OG0002766	ADIR001752	LOC129786616
OG0002767	ADIR007048	LOC129793377
OG0002768	ADIR007053	LOC129787001
OG0002769	ADIR007051	LOC129791728
OG0002770	ADIR016201	LOC129793944
OG0002771	ADIR004422	LOC129787983
OG0002772	ADIR006650	LOC129796663, LOC129788065
OG0002773	ADIR009705	LOC129791382
OG0002774	ADIR004469, ADIR006749	LOC129788565
OG0002775	ADIR004113	LOC129796392
OG0002776	ADIR003088	LOC129789187
OG0002777	ADIR002679	LOC129793481
OG0002779	ADIR000461	LOC129786111
OG0002780	ADIR016119, ADIR016120	LOC129796617
OG0002781	ADIR006329	LOC129791319
OG0002782	ADIR003790	LOC129792275
OG0002783	ADIR001025	LOC129789142
OG0002784	ADIR001453	LOC129786297
OG0002785	ADIR002119	LOC129797710, LOC129788023
OG0002786	ADIR011309	LOC129797126
OG0002787	ADIR005618	LOC129790695
OG0002788	ADIR009778	LOC129789942
OG0002789	ADIR009125	LOC129786363
OG0002790	ADIR005401	LOC129786777
OG0002791	ADIR003875, ADIR003877	LOC129793562
OG0002792	ADIR002639	LOC129785974
OG0002793	ADIR004576	LOC129788547, LOC129789095
OG0002794	ADIR001035	LOC129786025
OG0002795	ADIR009662	LOC129796476
OG0002796	ADIR002232	LOC129794862
OG0002800	ADIR008800	LOC129793431
OG0002801	ADIR008798	LOC129791663
OG0002802	ADIR009736	LOC129797288
OG0002803	ADIR001358	LOC129790627
OG0002805	ADIR009267	LOC129797319
OG0002806	ADIR011721	LOC129786563
OG0002807	ADIR004070	LOC129787778
OG0002808	ADIR010033	LOC129786693, LOC129786692
OG0002809	ADIR010035	LOC129786654, LOC129786663
OG0002810	ADIR010034	LOC129786697, LOC129786696
OG0002811	ADIR007876	LOC129793288
OG0002812	ADIR007875	LOC129793289
OG0002813	ADIR001356	LOC129790039
OG0002814	ADIR006439	LOC129793784
OG0002816	ADIR006440	LOC129786782
OG0002817	ADIR002897	LOC129788602
OG0002818	ADIR008265	LOC129791026
OG0002819	ADIR008305	LOC129787752
OG0002820	ADIR006714	LOC129787184
OG0002821	ADIR004789	LOC129794316, LOC129791451
OG0002822	ADIR002703	LOC129793778
OG0002823	ADIR004287	LOC129791778
OG0002824	ADIR006669	LOC129786477
OG0002825	ADIR002604	LOC129786000
OG0002826	ADIR002926	LOC129786752
OG0002827	ADIR005799	LOC129789023
OG0002828	ADIR007760	LOC129797776
OG0002829	ADIR002404	LOC129787997
OG0002830	ADIR002405	LOC129797619
OG0002831	ADIR002395	LOC129790159
OG0002832	ADIR008990	LOC129786018
OG0002833	ADIR003065	LOC129793342
OG0002834	ADIR003067	LOC129789051
OG0002835	ADIR014824	LOC129786727
OG0002836	ADIR001740	LOC129796863
OG0002837	ADIR001741	LOC129786034
OG0002838	ADIR007290	LOC129793177
OG0002839	ADIR000719	LOC129791675
OG0002840	ADIR000716	LOC129788524
OG0002841	ADIR010011	LOC129786444
OG0002842	ADIR010012	LOC129786494
OG0002843	ADIR010013	LOC129794968
OG0002844	ADIR010015	LOC129795160
OG0002845	ADIR009238	LOC129793707
OG0002846	ADIR006751	LOC129791216
OG0002847	ADIR008937	LOC129785970
OG0002848	ADIR004046	LOC129790164, LOC129791269
OG0002849	ADIR002308	LOC129796218
OG0002850	ADIR002306	LOC129795051
OG0002851	ADIR006879	LOC129792323, LOC129796542
OG0002852	ADIR007845	LOC129792635, LOC129792304
OG0002853	ADIR006880	LOC129786842
OG0002854	ADIR005416	LOC129786705
OG0002855	ADIR002975	LOC129787237
OG0002856	ADIR009047	LOC129786313
OG0002857	ADIR009088	LOC129792161, LOC129792163
OG0002858	ADIR010688	LOC129794426
OG0002859	ADIR010689	LOC129794629
OG0002860	ADIR006647	LOC129789415
OG0002862	ADIR006115	LOC129788997
OG0002863	ADIR008673	LOC129792280
OG0002864	ADIR006549	LOC129786261
OG0002866	ADIR011397	LOC129790082, LOC129790081
OG0002867	ADIR011330	LOC129788652
OG0002868	ADIR000986	LOC129789986
OG0002869	ADIR001352	LOC129790259
OG0002870	ADIR006872	LOC129792649
OG0002871	ADIR008610	LOC129789583
OG0002873	ADIR005125	LOC129791558
OG0002874	ADIR003974	LOC129789319
OG0002875	ADIR003564	LOC129792121
OG0002876	ADIR004229	LOC129793479
OG0002877	ADIR002100	LOC129793928
OG0002878	ADIR003402	LOC129790974
OG0002879	ADIR007540, ADIR006263	LOC129790787
OG0002880	ADIR011485	LOC129791355
OG0002881	ADIR011478	LOC129790489
OG0002882	ADIR002973	LOC129797249
OG0002883	ADIR005333	LOC129787446
OG0002884	ADIR002630	LOC129786090
OG0002885	ADIR000473	LOC129796025
OG0002886	ADIR002869	LOC129786391
OG0002887	ADIR006938	LOC129793125
OG0002889	ADIR000125	LOC129797448, LOC129795186
OG0002890	ADIR002569	LOC129791184
OG0002891	ADIR002573	LOC129791210
OG0002892	ADIR002570	LOC129789758
OG0002893	ADIR002572	LOC129791190
OG0002895	ADIR007359	LOC129792443
OG0002896	ADIR010162	LOC129793720
OG0002897	ADIR007009, ADIR001716	LOC129793126
OG0002898	ADIR007006	LOC129791876
OG0002899	ADIR009436	LOC129790011
OG0002900	ADIR011561	LOC129797107
OG0002901	ADIR003978	LOC129790312
OG0002902	ADIR003982	LOC129790460
OG0002903	ADIR003977	LOC129789996
OG0002904	ADIR000776	LOC129790987
OG0002905	ADIR009298	LOC129790206
OG0002906	ADIR009302	LOC129797152
OG0002907	ADIR011537	LOC129797150
OG0002908	ADIR002635	LOC129787611
OG0002910	ADIR005325	LOC129788196
OG0002911	ADIR007749	LOC129787064
OG0002912	ADIR003093	LOC129793742
OG0002913	ADIR009873	LOC129797423
OG0002914	ADIR003726	LOC129792806
OG0002915	ADIR005733	LOC129795559
OG0002916	ADIR006746	LOC129787073
OG0002917	ADIR015778	LOC129786859, LOC129786860, LOC129794526
OG0002918	ADIR004108	LOC129796981
OG0002919	ADIR001129	LOC129797110
OG0002920	ADIR004449	LOC129786200
OG0002921	ADIR010864	LOC129790692
OG0002922	ADIR001048	LOC129790133
OG0002923	ADIR006813	LOC129791097
OG0002924	ADIR006037	LOC129787640
OG0002925	ADIR005211	LOC129793884
OG0002926	ADIR001815	LOC129794864
OG0002927	ADIR000492	LOC129786157
OG0002928	ADIR000491	LOC129792207
OG0002929	ADIR001561	LOC129787658, LOC129793853
OG0002930	ADIR015983	LOC129786728
OG0002931	ADIR003025	LOC129793242
OG0002932	ADIR011283	LOC129790337
OG0002933	ADIR008217	LOC129790934
OG0002934	ADIR005845	LOC129791019
OG0002935	ADIR008502	LOC129787903
OG0002936	ADIR009654	LOC129794639
OG0002937	ADIR004141	LOC129792924
OG0002938	ADIR004145	LOC129793802
OG0002939	ADIR003669	LOC129787252
OG0002940	ADIR002687	LOC129792968, LOC129792972
OG0002941	ADIR003219	LOC129786786
OG0002942	ADIR007071	LOC129792838
OG0002943	ADIR008728	LOC129792526
OG0002944	ADIR009749	LOC129796611
OG0002945	ADIR000396	LOC129790856
OG0002946	ADIR009149	LOC129795853
