Orthogroup	Aalbopictus_AalbF5	AminimusMINIMUS1
OG0000330	LOC109431560	AMIN005466
OG0000330	LOC109431569, LOC109431850	AMIN005465
OG0000331	LOC109428018	AMIN015827
OG0000331	LOC109418192	AMIN015828, AMIN015829
OG0000332	LOC109405410	AMIN003653, AMIN003550, AMIN003652
OG0000333	LOC109399400	AMIN010628, AMIN010619
OG0000334	LOC134289025	AMIN001560
OG0000336	LOC109621296	AMIN011337
OG0000344	LOC109400802	AMIN004814
OG0000344	LOC109430839	AMIN007367
OG0000346	LOC109423283, LOC109428973, LOC109429007, LOC109408824	AMIN002478, AMIN016268
OG0000347	LOC109432255, LOC109432313	AMIN007036
OG0000348	LOC115267667, LOC109432235	AMIN009292, AMIN009291
OG0000349	LOC115268499	AMIN015611
OG0000349	LOC134284677	AMIN010714
OG0000349	LOC109621924	AMIN015612
OG0000350	LOC109416155, LOC109416608, LOC109407449, LOC109416681, LOC109416628, LOC109416670, LOC109416657, LOC109407402	AMIN015944
OG0000351	LOC109431534	AMIN008878
OG0000352	LOC109430165, LOC109423357, LOC109432136	AMIN004703
OG0000353	LOC134284734, LOC109413962, LOC109413964	AMIN010928
OG0000354	LOC109414751	AMIN003843
OG0000354	LOC109425341	AMIN003437
OG0000355	LOC115253987	AMIN002728, AMIN006601
OG0000356	LOC109414269	AMIN004156
OG0000357	LOC109425351	AMIN003425
OG0000357	LOC109425349	AMIN003427, AMIN003426
OG0000359	LOC109413693, LOC109413684, LOC109413685	AMIN004153
OG0000360	LOC109426006, LOC109426005, LOC115268035	AMIN004393
OG0000361	LOC109398309	AMIN000969
OG0000362	LOC109417695, LOC134289747, LOC109417559, LOC109417694	AMIN016016, AMIN016013
OG0000363	LOC109431631, LOC115267493, LOC115259270	AMIN011090
OG0000364	LOC109417614, LOC109426760, LOC109426761	AMIN011281
OG0000365	LOC109420926	AMIN001318
OG0000366	LOC109419189, LOC109419188, LOC109419155, LOC115262156	AMIN003044
OG0000367	LOC109406417	AMIN007407
OG0000368	LOC115268779, LOC115253469, LOC109412743	AMIN004899
OG0000369	LOC115255405	AMIN000990, AMIN000995
OG0000370	LOC109421677, LOC109426721	AMIN015641
OG0000371	LOC134288495	AMIN007986
OG0000371	LOC115265256	AMIN007988
OG0000372	LOC109402069, LOC134285328, LOC109427360, LOC134283900	AMIN005843
OG0000376	LOC134286423	AMIN009878, AMIN000001, AMIN001079, AMIN004547, AMIN006662
OG0000380	LOC134284314, LOC134290310	AMIN015545
OG0000380	LOC109400822	AMIN015546
OG0000381	LOC109431293	AMIN016125
OG0000381	LOC109418937	AMIN016124
OG0000382	LOC109408978	AMIN006598
OG0000382	LOC109426479	AMIN006597
OG0000383	LOC109413923	AMIN003564
OG0000383	LOC115260955	AMIN006915
OG0000384	LOC109397157	AMIN007029, AMIN007027, AMIN007028
OG0000386	LOC109406410	AMIN010945
OG0000387	LOC115267498	AMIN011411
OG0000387	LOC109404924	AMIN010181
OG0000388	LOC109412442, LOC109430335, LOC109430333	AMIN003526, AMIN003525
OG0000389	LOC115254253	AMIN010092
OG0000391	LOC109423211	AMIN004615
OG0000391	LOC115256097	AMIN006874
OG0000392	LOC109404501	AMIN016121, AMIN016119, AMIN016120
OG0000393	LOC109424077	AMIN000709
OG0000393	LOC109424074	AMIN000710
OG0000394	LOC109408907	AMIN015659
OG0000394	LOC109408910, LOC109408909	AMIN015658
OG0000395	LOC109405903	AMIN006779
OG0000395	LOC109398706	AMIN005116
OG0000396	LOC109430162	AMIN009642
OG0000396	LOC109430163	AMIN009640, AMIN009641
OG0000397	LOC109428250	AMIN009574
OG0000397	LOC109427075	AMIN000431
OG0000398	LOC109420163, LOC109420161, LOC109420162, LOC109410030	AMIN015525, AMIN010788
OG0000399	LOC115263357	AMIN007830
OG0000400	LOC109407994	AMIN007277
OG0000400	LOC109405168	AMIN010038
OG0000401	LOC109418407	AMIN003805
OG0000401	LOC109412802	AMIN008417
OG0000402	LOC109397830, LOC109397831, LOC109405350, LOC134287499	AMIN005358, AMIN007892
OG0000403	LOC109405351, LOC115255632	AMIN005734
OG0000403	LOC109398107	AMIN015648
OG0000404	LOC109401173	AMIN001303
OG0000404	LOC109401146, LOC134284179	AMIN001304
OG0000405	LOC109409749, LOC109409746, LOC109432138	AMIN016076, AMIN016073
OG0000406	LOC109428655	AMIN003952, AMIN003382, AMIN008549
OG0000407	LOC109424709, LOC134283926	AMIN008277
OG0000407	LOC109424712, LOC134291633, LOC134285730	AMIN009328
OG0000408	LOC115260129, LOC115260130	AMIN007332
OG0000408	LOC109430548	AMIN007333
OG0000409	LOC109420930	AMIN001360, AMIN001358
OG0000409	LOC109412654	AMIN001359
OG0000410	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339	AMIN002933
OG0000411	LOC134291258	AMIN016274
OG0000411	LOC134291129	AMIN016278
OG0000412	LOC134284900, LOC115256380	AMIN005383
OG0000412	LOC115256649, LOC115256648	AMIN005384
OG0000413	LOC109397940	AMIN010118, AMIN010119
OG0000414	LOC109424228	AMIN005852, AMIN005894
OG0000416	LOC115253908, LOC109426657, LOC109426655	AMIN010661
OG0000416	LOC109426741, LOC109417941	AMIN011205
OG0000417	LOC109411049	AMIN003479
OG0000417	LOC109406499	AMIN004992
OG0000421	LOC115256531	AMIN003299
OG0000422	LOC115266089	AMIN000974, AMIN005879
OG0000428	LOC134288941, LOC109418739	AMIN015596, AMIN015597
OG0000430	LOC109427699	AMIN015929
OG0000430	LOC109427697	AMIN006466
OG0000431	LOC109411861	AMIN002817
OG0000432	LOC109409360	AMIN006725
OG0000432	LOC109417427	AMIN001567
OG0000433	LOC109623006	AMIN002730
OG0000433	LOC109622188	AMIN002729
OG0000434	LOC109407821, LOC134288727, LOC134288724, LOC109410038	AMIN008047
OG0000435	LOC109399074, LOC134291823, LOC109409889	AMIN009195
OG0000437	LOC109433402, LOC109433401	AMIN003136
OG0000438	LOC109403303, LOC109433400, LOC109403274	AMIN003139, AMIN003137
OG0000439	LOC109425148	AMIN006296
OG0000439	LOC109429421	AMIN006294
OG0000440	LOC109411686	AMIN004661
OG0000440	LOC109411655	AMIN004662
OG0000441	LOC109423025	AMIN007959, AMIN002140
OG0000442	LOC109428969	AMIN009238
OG0000442	LOC109408718	AMIN009240
OG0000443	LOC109400886	AMIN004723
OG0000443	LOC109401381	AMIN007767
OG0000445	LOC109401562	AMIN008996
OG0000445	LOC109398913	AMIN008997
OG0000446	LOC109414069, LOC115258016, LOC115258017	AMIN007883
OG0000447	LOC109409155	AMIN015485
OG0000447	LOC109409153	AMIN015486
OG0000448	LOC109409127	AMIN010314
OG0000448	LOC109405027	AMIN000368
OG0000449	LOC115256563, LOC109401927	AMIN005171
OG0000449	LOC109433196	AMIN006588
OG0000450	LOC115255343	AMIN009737
OG0000450	LOC115253661, LOC134287731	AMIN016018
OG0000451	LOC134284988	AMIN002070
OG0000451	LOC109412193	AMIN002072
OG0000452	LOC109622640, LOC109419264	AMIN015851
OG0000453	LOC109413132	AMIN008351
OG0000454	LOC109406531, LOC109429681	AMIN001771
OG0000455	LOC109423314	AMIN010071
OG0000455	LOC115253807	AMIN008404
OG0000456	LOC109415681	AMIN010925
OG0000457	LOC109398361	AMIN003469
OG0000457	LOC109398558	AMIN003467
OG0000458	LOC109431816	AMIN001697, AMIN001694, AMIN001693
OG0000459	LOC134284121, LOC134284123, LOC134290263, LOC134284117, LOC134284118, LOC134284124	AMIN002343
OG0000460	LOC109399355	AMIN003998
OG0000461	LOC109422876	AMIN005596
OG0000461	LOC109433652	AMIN005597
OG0000462	LOC115264747	AMIN008302
OG0000462	LOC109403759	AMIN008300, AMIN008301
OG0000463	LOC115260592	AMIN014125
OG0000464	LOC115265356	AMIN010382
OG0000465	LOC109424835	AMIN000102, AMIN005739
OG0000466	LOC109433657	AMIN008413, AMIN006890
OG0000476	LOC109416051	AMIN015549
OG0000477	LOC109621595	AMIN015736
OG0000477	LOC109400142, LOC109400026	AMIN015796
OG0000478	LOC115265005	AMIN006764
OG0000478	LOC115264937	AMIN006763
OG0000479	LOC115268723, LOC109428027	AMIN003190, AMIN003192
OG0000480	LOC109426513	AMIN008804
OG0000481	LOC109407398	AMIN015941
OG0000482	LOC109429643	AMIN015815
OG0000482	LOC109429642	AMIN015813
OG0000484	LOC109425082	AMIN007230
OG0000484	LOC109419028	AMIN015926
OG0000485	LOC109621339	AMIN006211
OG0000486	LOC109415196	AMIN008726
OG0000486	LOC109421809	AMIN002294
OG0000487	LOC109621808	AMIN009827
OG0000487	LOC109416114	AMIN005361
OG0000488	LOC109403460, LOC109403431	AMIN005028
OG0000489	LOC109406904	AMIN005535
OG0000489	LOC109412957	AMIN005536
OG0000490	LOC134289965, LOC134291854	AMIN008273
OG0000491	LOC109416868	AMIN016162
OG0000491	LOC109623095	AMIN003650
OG0000492	LOC109425357	AMIN005529
OG0000492	LOC109418683	AMIN015489
OG0000493	LOC109402010, LOC109401998	AMIN003675, AMIN003676
OG0000494	LOC109400872	AMIN008619
OG0000495	LOC109428206	AMIN007154
OG0000496	LOC109411182	AMIN016233
OG0000497	LOC115269560	AMIN003979
OG0000497	LOC109420370	AMIN016070
OG0000499	LOC134288418, LOC109413463	AMIN010059
OG0000500	LOC109431093	AMIN005698
OG0000500	LOC109414630, LOC109424816	AMIN011003
OG0000501	LOC109401537, LOC109412613, LOC109412614	AMIN006982
OG0000502	LOC109421941	AMIN015996
OG0000503	LOC109425029, LOC109425031	AMIN003517
OG0000504	LOC115266033, LOC109424039	AMIN003505
OG0000504	LOC109402353	AMIN003013
OG0000505	LOC109417013, LOC109412849	AMIN011215
OG0000506	LOC115256099, LOC109414068	AMIN007882
OG0000506	LOC115256102	AMIN008841
OG0000507	LOC115256103	AMIN009824
OG0000507	LOC109414072	AMIN002620
OG0000508	LOC109422787	AMIN011314, AMIN011311
OG0000509	LOC109426589, LOC109426590, LOC134287360	AMIN007998
OG0000510	LOC109425180	AMIN005108
OG0000510	LOC109425173	AMIN002964
OG0000511	LOC109425513, LOC109425525	AMIN008024, AMIN008023
OG0000512	LOC109415211	AMIN005370
OG0000512	LOC109428382	AMIN005371
OG0000514	LOC109400992	AMIN000976
OG0000514	LOC115255015	AMIN006790
OG0000515	LOC115264138	AMIN000903
OG0000515	LOC109398588	AMIN000905
OG0000516	LOC109410440	AMIN015782
OG0000516	LOC109401458	AMIN015783
OG0000517	LOC109415719	AMIN004090, AMIN004091
OG0000518	LOC109423301	AMIN010315
OG0000518	LOC109423253	AMIN010316
OG0000519	LOC109417624, LOC109426733, LOC109417822, LOC109417827, LOC109426788	AMIN007982
OG0000520	LOC109423887	AMIN009633
OG0000521	LOC109418072	AMIN010473
OG0000521	LOC109418321	AMIN000859
OG0000522	LOC115257747	AMIN007265
OG0000522	LOC109420067	AMIN007262
OG0000523	LOC115259474	AMIN004760
OG0000524	LOC109403198, LOC109402739	AMIN010979, AMIN010980
OG0000525	LOC134283917, LOC109418111	AMIN010455
OG0000526	LOC109411927	AMIN005825
OG0000526	LOC109406265	AMIN001122
OG0000527	LOC109423591	AMIN004131
OG0000527	LOC109423594	AMIN004132
OG0000528	LOC115270379	AMIN007833
OG0000528	LOC109403072	AMIN007829
OG0000529	LOC134290707, LOC134284194	AMIN001004, AMIN006482
OG0000530	LOC134285726, LOC134285478	AMIN001062
OG0000530	LOC134288698, LOC134291266, LOC134285240, LOC134291637, LOC134286443, LOC109622639, LOC134288086	AMIN006605
OG0000530	LOC134286562, LOC134290362, LOC134286216, LOC134286215, LOC134289700	AMIN006614
OG0000534	LOC109408101, LOC109419033	AMIN001371
OG0000535	LOC109429794, LOC109398275	AMIN007082, AMIN007081
OG0000536	LOC109414815	AMIN011275
OG0000536	LOC109418840	AMIN008553
OG0000538	LOC109430354	AMIN003755
OG0000539	LOC109412473, LOC134286592	AMIN003762, AMIN003761
OG0000540	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682	AMIN005379
OG0000541	LOC134288839, LOC115257877	AMIN009417, AMIN006390
OG0000542	LOC109412237	AMIN002916
OG0000543	LOC109427741, LOC115260725	AMIN008407
OG0000544	LOC109429585	AMIN001828
OG0000546	LOC115253915, LOC109423056	AMIN002142
OG0000547	LOC109622788	AMIN006548
OG0000547	LOC109622622	AMIN011566
OG0000548	LOC109427046, LOC109623357, LOC115256573, LOC109424775	AMIN005326
OG0000549	LOC109427648	AMIN010949, AMIN005346
OG0000550	LOC115263103, LOC109416717, LOC115263134, LOC109425632	AMIN007688
OG0000551	LOC109432153	AMIN004699
OG0000552	LOC115267361, LOC134285723	AMIN004124, AMIN004126, AMIN004125
OG0000553	LOC109412894	AMIN009893
OG0000554	LOC109428614, LOC109421685, LOC134290135, LOC109428015	AMIN002293
OG0000555	LOC109416395, LOC109430046, LOC109416372, LOC115263411	AMIN000002
OG0000556	LOC115264438, LOC115264437	AMIN000436
OG0000557	LOC109405654	AMIN000396, AMIN005429
OG0000558	LOC109419262	AMIN004650
OG0000558	LOC109400382	AMIN002017
OG0000559	LOC109429221	AMIN003274
OG0000559	LOC115261363	AMIN003273
OG0000560	LOC109424772	AMIN005299
OG0000561	LOC109431683	AMIN010697
OG0000562	LOC109406256, LOC109406730	AMIN011522
OG0000563	LOC115264129	AMIN000899
OG0000564	LOC109409290, LOC109419533	AMIN009852
OG0000565	LOC109422005, LOC115256419	AMIN004942, AMIN005177
OG0000566	LOC109410100	AMIN008364
OG0000567	LOC109403135	AMIN007642
OG0000567	LOC109414720	AMIN008036
OG0000568	LOC115268481, LOC109407918	AMIN001579
OG0000569	LOC109414177, LOC109414176	AMIN002519
OG0000570	LOC109425508	AMIN004109
OG0000571	LOC109416085, LOC109402929, LOC109402930	AMIN011641
OG0000572	LOC109408067	AMIN008154
OG0000573	LOC115256807, LOC109405102	AMIN008055, AMIN005376
OG0000576	LOC134288156	AMIN005183
OG0000577	LOC134284800, LOC134284726, LOC109415289, LOC109623205, LOC109415288	AMIN006494, AMIN003222
OG0000579	LOC115253489	AMIN010666
OG0000581	LOC115263322, LOC109416943	AMIN011482
OG0000582	LOC109621814	AMIN016010, AMIN016008
OG0000583	LOC134288929, LOC134288931	AMIN010469, AMIN010375, AMIN010374
OG0000584	LOC115267440	AMIN008751
OG0000584	LOC109400174	AMIN008748
OG0000585	LOC109622485, LOC109420172	AMIN010150
OG0000586	LOC109412123, LOC109411871, LOC109425546	AMIN002818
OG0000588	LOC115268552	AMIN000874
OG0000592	LOC109417092	AMIN006993
OG0000595	LOC134286126, LOC115256601, LOC109622768, LOC115265498, LOC115268099	AMIN011662
OG0000596	LOC134286870	AMIN006436
OG0000596	LOC134288570, LOC115257075	AMIN005864
OG0000606	LOC109415498, LOC109415500, LOC115267668	AMIN003039
OG0000607	LOC109409115, LOC109413555	AMIN008746
OG0000608	LOC109429916	AMIN001858, AMIN001857
OG0000609	LOC109419595	AMIN009721
OG0000610	LOC109407392	AMIN010909
OG0000610	LOC109416014	AMIN010908
OG0000611	LOC109622501, LOC109622498	AMIN010221
OG0000612	LOC115265630	AMIN001751
OG0000613	LOC109429147	AMIN003655
OG0000614	LOC109413458	AMIN010054
OG0000615	LOC109623117	AMIN010988
OG0000617	LOC109409326, LOC109419099	AMIN009546, AMIN009513
OG0000618	LOC109400383	AMIN002658, AMIN002025
OG0000619	LOC109425300, LOC109399851	AMIN000286
OG0000620	LOC109419854, LOC109420716, LOC109419855	AMIN009595
OG0000621	LOC109432285	AMIN014163
OG0000622	LOC134290554, LOC109396976	AMIN006522
OG0000623	LOC109399668	AMIN008790, AMIN008600
OG0000624	LOC109429096, LOC109429098	AMIN004070
OG0000625	LOC134284016	AMIN015791
OG0000625	LOC109413737	AMIN015790
OG0000627	LOC109409926	AMIN009215, AMIN009220
OG0000628	LOC115260719	AMIN006622, AMIN006623
OG0000629	LOC109431375, LOC109431398	AMIN005193
OG0000630	LOC109425952, LOC109407629	AMIN015636, AMIN008522
OG0000631	LOC115264910	AMIN005964
OG0000632	LOC115255627, LOC115255639	AMIN005735, AMIN000217
OG0000633	LOC109424971	AMIN005696, AMIN007609
OG0000634	LOC109397138	AMIN005170, AMIN004747
OG0000635	LOC109428007, LOC115268734	AMIN002272, AMIN002271
OG0000636	LOC109425681	AMIN007685
OG0000637	LOC109422198	AMIN008498, AMIN008499
OG0000638	LOC109399427, LOC109401200	AMIN016100, AMIN015811
OG0000639	LOC115261964	AMIN010292
OG0000640	LOC109414369, LOC109415824, LOC115269659, LOC115269658	AMIN010958
OG0000641	LOC109622813, LOC115254098	AMIN009728
OG0000642	LOC134285837	AMIN002983
OG0000643	LOC109427063, LOC115266489, LOC109427062	AMIN002346
OG0000644	LOC109420412, LOC134292130	AMIN008329
OG0000645	LOC109420202	AMIN010790
OG0000646	LOC109622580, LOC109622515, LOC109622581	AMIN010229, AMIN006483, AMIN008386
OG0000647	LOC109622523	AMIN010304
OG0000648	LOC109419940, LOC109419941	AMIN016197, AMIN016198
OG0000649	LOC109412099, LOC115269169	AMIN015853
OG0000650	LOC109424450, LOC115258682	AMIN006615
OG0000651	LOC109414895	AMIN006952, AMIN006951
OG0000652	LOC109412987	AMIN005736, AMIN002646
OG0000653	LOC109407076	AMIN003046
OG0000653	LOC109407178	AMIN006166
OG0000654	LOC109399249	AMIN010501
OG0000655	LOC109410041	AMIN009939
OG0000655	LOC109430876	AMIN011103
OG0000656	LOC109419565	AMIN009750
OG0000656	LOC115260918	AMIN009751
OG0000657	LOC109419528, LOC115258746, LOC109409299	AMIN009848
OG0000658	LOC109402847	AMIN000840
OG0000659	LOC109415972	AMIN015780
OG0000659	LOC109415974	AMIN015781
OG0000660	LOC109404968	AMIN000258
OG0000661	LOC109405382	AMIN007663, AMIN002009
OG0000662	LOC109426928	AMIN004472
OG0000663	LOC109425363, LOC115262363	AMIN000084
OG0000664	LOC109410571, LOC109417342	AMIN001564
OG0000665	LOC109400176, LOC109400205	AMIN003292
OG0000666	LOC134285018	AMIN005051
OG0000666	LOC109422047	AMIN005054
OG0000667	LOC109401310, LOC109623294	AMIN009272
OG0000668	LOC109428378, LOC109415212	AMIN005541
OG0000671	LOC115267997	AMIN008788, AMIN008789
OG0000672	LOC109427628	AMIN007203, AMIN007201
OG0000673	LOC115257965	AMIN006706
OG0000673	LOC109622862	AMIN006708
OG0000674	LOC115253893	AMIN008882
OG0000675	LOC109418473	AMIN011603
OG0000675	LOC134284634	AMIN011605
OG0000676	LOC109422703, LOC115264863, LOC115266101	AMIN015866
OG0000677	LOC109421075	AMIN001147
OG0000678	LOC109426679	AMIN007606, AMIN007607
OG0000679	LOC109414996	AMIN015567, AMIN015566
OG0000680	LOC109432919	AMIN001979
OG0000681	LOC109412528	AMIN010032, AMIN010031, AMIN010025
OG0000682	LOC109431465	AMIN005619
OG0000683	LOC115255007	AMIN001714, AMIN006784
OG0000684	LOC109422124	AMIN015534, AMIN015535
OG0000685	LOC134286086, LOC134288802, LOC134284548	AMIN009377
OG0000686	LOC109405741	AMIN003059
OG0000687	LOC115263936	AMIN009262, AMIN007570
OG0000698	LOC109400851	AMIN004846
OG0000699	LOC115255446, LOC115255102	AMIN008604
OG0000700	LOC109426058	AMIN008937
OG0000701	LOC115253491	AMIN006561, AMIN008914
OG0000703	LOC109424813, LOC109414631	AMIN016139, AMIN004198
OG0000704	LOC109432159, LOC109428437	AMIN004774
OG0000705	LOC115267291	AMIN007582
OG0000706	LOC109415200, LOC109402140, LOC115254736	AMIN002735
OG0000707	LOC134288666	AMIN007926, AMIN007930, AMIN007931
OG0000708	LOC109415190	AMIN005196
OG0000709	LOC109433007, LOC115255771	AMIN005651, AMIN005650
OG0000710	LOC134285812, LOC109397699, LOC109432974	AMIN002091, AMIN014055
OG0000711	LOC115257573, LOC115257738	AMIN006854
OG0000712	LOC115257461, LOC109403425	AMIN005030
OG0000713	LOC109428739, LOC115270179, LOC109426302	AMIN007371
OG0000714	LOC115254094, LOC109427282	AMIN003947
OG0000716	LOC109403259	AMIN002912
OG0000717	LOC109402253	AMIN001545
OG0000718	LOC109418644	AMIN007486
OG0000719	LOC109408711, LOC109428968, LOC109408710, LOC115267753	AMIN015579, AMIN015581
OG0000720	LOC115263718	AMIN004036
OG0000721	LOC109398470	AMIN004717
OG0000722	LOC109411373	AMIN003926
OG0000723	LOC109416240	AMIN002838, AMIN002335
OG0000724	LOC109399449, LOC109404319	AMIN007628
OG0000725	LOC109405632	AMIN007979
OG0000726	LOC109429237	AMIN004095, AMIN004096
OG0000727	LOC109621475, LOC109621486	AMIN008892, AMIN008891
OG0000728	LOC109410133	AMIN005769
OG0000729	LOC115260570	AMIN009867, AMIN005293
OG0000730	LOC109399566, LOC109399105	AMIN008192
OG0000731	LOC109401917	AMIN001221, AMIN007381
OG0000732	LOC109430359, LOC109430358	AMIN000366
OG0000733	LOC115270390	AMIN015963, AMIN015962
OG0000734	LOC115253434, LOC109422004	AMIN005129, AMIN006671
OG0000735	LOC115270450	AMIN007623, AMIN002995
OG0000736	LOC134288725	AMIN010359
OG0000736	LOC109407731	AMIN010358
OG0000737	LOC109405345	AMIN002046
OG0000738	LOC109415132	AMIN001100, AMIN001099
OG0000739	LOC109398030	AMIN016218
OG0000740	LOC109405285	AMIN014279
OG0000741	LOC109412774	AMIN008123, AMIN008125, AMIN008122, AMIN008124
OG0000742	LOC115269291, LOC115269290, LOC109415309	AMIN003205
OG0000743	LOC109432718	AMIN004326
OG0000744	LOC109406520	AMIN001767
OG0000744	LOC134285744, LOC109405464	AMIN001773
OG0000745	LOC109430722, LOC115257484	AMIN003820
OG0000746	LOC115267638, LOC115268656	AMIN003066
OG0000747	LOC134291558, LOC134292032	AMIN000413, AMIN015470
