Orthogroup	AaegyptiLVP_AGWG	AstephensiUCISS2018
OG0001452	AAEL000468	ASTEI20_043753, ASTEI20_044958, ASTEI20_045059
OG0001453	AAEL024335, AAEL000502	ASTEI20_038486
OG0001454	AAEL000669, AAEL027395, AAEL023031	ASTEI20_038175
OG0001455	AAEL000705, AAEL011193	ASTEI20_038399
OG0001456	AAEL000803, AAEL011405	ASTEI20_038959
OG0001458	AAEL000944	ASTEI20_031141
OG0001459	AAEL000956	ASTEI20_044087
OG0001460	AAEL000963, AAEL021108	ASTEI20_043716, ASTEI20_044681
OG0001461	AAEL027902, AAEL001016	ASTEI20_032695
OG0001462	AAEL001020, AAEL001022	ASTEI20_045706
OG0001463	AAEL001127, AAEL020358	ASTEI20_045970
OG0001464	AAEL013004, AAEL001143	ASTEI20_032028
OG0001465	AAEL001207	ASTEI20_033775
OG0001466	AAEL001209	ASTEI20_044705
OG0001467	AAEL001216	ASTEI20_041177
OG0001468	AAEL001304	ASTEI20_044862
OG0001469	AAEL001352, AAEL022991	ASTEI20_037210
OG0001470	AAEL001364	ASTEI20_036526
OG0001471	AAEL022805, AAEL001387	ASTEI20_038534
OG0001472	AAEL001458	ASTEI20_043415
OG0001473	AAEL001464	ASTEI20_031636
OG0001474	AAEL001491	ASTEI20_040481
OG0001475	AAEL001495	ASTEI20_041556
OG0001476	AAEL001503	ASTEI20_040476
OG0001477	AAEL022416, AAEL001522	ASTEI20_045156
OG0001478	AAEL001554	ASTEI20_042072
OG0001479	AAEL001561	ASTEI20_046156
OG0001480	AAEL001619	ASTEI20_035707, ASTEI20_040929
OG0001481	AAEL001680	ASTEI20_034821
OG0001482	AAEL001682, AAEL027289	ASTEI20_033822
OG0001483	AAEL001695	ASTEI20_043132
OG0001484	AAEL001696	ASTEI20_039063
OG0001486	AAEL001738	ASTEI20_045803
OG0001487	AAEL001766	ASTEI20_038385
OG0001488	AAEL001782	ASTEI20_040453
OG0001489	AAEL001819	ASTEI20_046000
OG0001490	AAEL010261, AAEL001879	ASTEI20_035267
OG0001491	AAEL001939	ASTEI20_031902
OG0001492	AAEL001986	ASTEI20_037929
OG0001493	AAEL024597, AAEL002006	ASTEI20_033590
OG0001494	AAEL002011	ASTEI20_037717, ASTEI20_037155
OG0001495	AAEL002047	ASTEI20_033067
OG0001496	AAEL002050	ASTEI20_044203, ASTEI20_042888
OG0001497	AAEL002069	ASTEI20_032188, ASTEI20_031884, ASTEI20_039158
OG0001498	AAEL002135	ASTEI20_040018
OG0001499	AAEL002139	ASTEI20_045306, ASTEI20_042484
OG0001500	AAEL002175	ASTEI20_038292
OG0001501	AAEL015481, AAEL002275	ASTEI20_033966
OG0001502	AAEL002389, AAEL020851	ASTEI20_039855
OG0001503	AAEL024419, AAEL002415	ASTEI20_041666
OG0001504	AAEL002503	ASTEI20_044102
OG0001505	AAEL025146, AAEL002510	ASTEI20_036662
OG0001506	AAEL002527	ASTEI20_041216
OG0001507	AAEL002577, AAEL002632	ASTEI20_043640
OG0001508	AAEL002599	ASTEI20_043195
OG0001509	AAEL002651	ASTEI20_040645
OG0001510	AAEL002719	ASTEI20_046071, ASTEI20_044760
OG0001511	AAEL002835	ASTEI20_034944
OG0001512	AAEL002838, AAEL002840	ASTEI20_042505
OG0001513	AAEL002859	ASTEI20_042373
OG0001514	AAEL002902	ASTEI20_032961
OG0001515	AAEL002903	ASTEI20_032453
OG0001516	AAEL023241, AAEL002932	ASTEI20_040956
OG0001517	AAEL003075	ASTEI20_044673
OG0001518	AAEL003139	ASTEI20_032224
OG0001519	AAEL003173, AAEL003163	ASTEI20_032370
OG0001520	AAEL003177	ASTEI20_042142
OG0001521	AAEL027087, AAEL003179	ASTEI20_043996
OG0001522	AAEL003194	ASTEI20_041166
OG0001523	AAEL003211	ASTEI20_039319
OG0001524	AAEL003384	ASTEI20_038637
OG0001525	AAEL003406, AAEL003430	ASTEI20_040237
OG0001526	AAEL003493	ASTEI20_042600, ASTEI20_038239
OG0001527	AAEL003522	ASTEI20_032111
OG0001528	AAEL027762, AAEL003550	ASTEI20_032608
OG0001529	AAEL003566	ASTEI20_044610
OG0001530	AAEL003605	ASTEI20_037525, ASTEI20_040690
OG0001531	AAEL011519, AAEL003633	ASTEI20_038377
OG0001532	AAEL003658	ASTEI20_044665
OG0001533	AAEL003750	ASTEI20_038771
OG0001534	AAEL003815	ASTEI20_041581
OG0001535	AAEL003824	ASTEI20_037361
OG0001536	AAEL023486, AAEL003835	ASTEI20_036452
OG0001537	AAEL003953	ASTEI20_036174
OG0001538	AAEL004010	ASTEI20_046094
OG0001539	AAEL004059	ASTEI20_038598
OG0001540	AAEL004119	ASTEI20_031999
OG0001541	AAEL004142	ASTEI20_034930
OG0001542	AAEL004155	ASTEI20_044457
OG0001543	AAEL004235	ASTEI20_040231
OG0001544	AAEL004281, AAEL004273	ASTEI20_045418, ASTEI20_038397
OG0001545	AAEL004295	ASTEI20_045019, ASTEI20_044263
OG0001546	AAEL004344	ASTEI20_045940, ASTEI20_035292
OG0001547	AAEL004405	ASTEI20_033081, ASTEI20_043265, ASTEI20_039105
OG0001548	AAEL004415	ASTEI20_041000, ASTEI20_035398, ASTEI20_035930
OG0001549	AAEL004456	ASTEI20_038170
OG0001550	AAEL004478	ASTEI20_031586
OG0001551	AAEL004495	ASTEI20_031517
OG0001552	AAEL004653	ASTEI20_037960
OG0001553	AAEL004661	ASTEI20_031337
OG0001554	AAEL004702	ASTEI20_041831
OG0001555	AAEL022153, AAEL024364, AAEL004750	ASTEI20_038997
OG0001556	AAEL004768	ASTEI20_038092
OG0001557	AAEL004791	ASTEI20_043337, ASTEI20_034214
OG0001558	AAEL004799	ASTEI20_034968, ASTEI20_044765
OG0001559	AAEL025388, AAEL004823	ASTEI20_036676
OG0001560	AAEL004964	ASTEI20_034699
OG0001561	AAEL004967	ASTEI20_039849
OG0001563	AAEL005195	ASTEI20_035345
OG0001564	AAEL005206	ASTEI20_032669
OG0001565	AAEL005247	ASTEI20_035143
OG0001566	AAEL005255	ASTEI20_038150
OG0001567	AAEL021152, AAEL023206, AAEL005287, AAEL013691, AAEL008094	ASTEI20_043052
OG0001568	AAEL005350, AAEL007999, AAEL007998	ASTEI20_041179, ASTEI20_031271
OG0001569	AAEL005414	ASTEI20_032660
OG0001570	AAEL005419	ASTEI20_033344
OG0001571	AAEL028201, AAEL021183, AAEL005433	ASTEI20_030967
OG0001572	AAEL026733, AAEL005438, AAEL022095	ASTEI20_037744
OG0001573	AAEL005476	ASTEI20_037253
OG0001574	AAEL005485	ASTEI20_040548
OG0001575	AAEL024254, AAEL005525, AAEL005526	ASTEI20_037790
OG0001576	AAEL026634, AAEL005528	ASTEI20_043512
OG0001577	AAEL012528, AAEL005536	ASTEI20_039632
OG0001578	AAEL005631	ASTEI20_043994
OG0001579	AAEL005767	ASTEI20_035048
OG0001580	AAEL005808	ASTEI20_043521
OG0001581	AAEL005842, AAEL022335	ASTEI20_042471, ASTEI20_041650
OG0001582	AAEL021854, AAEL026114, AAEL005843	ASTEI20_031452
OG0001583	AAEL005846	ASTEI20_041262, ASTEI20_039932
OG0001584	AAEL021191, AAEL005866	ASTEI20_035912
OG0001585	AAEL020020, AAEL005893	ASTEI20_044441
OG0001586	AAEL005905	ASTEI20_037119
OG0001587	AAEL020376, AAEL005950	ASTEI20_042774
OG0001588	AAEL005952	ASTEI20_036765
OG0001589	AAEL005962	ASTEI20_037340
OG0001590	AAEL005970	ASTEI20_041576
OG0001591	AAEL006034, AAEL025718	ASTEI20_036076
OG0001592	AAEL006164, AAEL009201	ASTEI20_035700
OG0001593	AAEL006174	ASTEI20_040618, ASTEI20_043827
OG0001594	AAEL006181	ASTEI20_042979, ASTEI20_031010
OG0001595	AAEL006205	ASTEI20_033584
OG0001596	AAEL020128, AAEL006216	ASTEI20_034342, ASTEI20_039302
OG0001597	AAEL006348, AAEL006326	ASTEI20_044865
OG0001598	AAEL006340	ASTEI20_038933
OG0001599	AAEL006343, AAEL025287	ASTEI20_031179
OG0001600	AAEL006367	ASTEI20_031432
OG0001601	AAEL006389	ASTEI20_042412
OG0001602	AAEL007284, AAEL006440	ASTEI20_043804
OG0001603	AAEL022222, AAEL023228, AAEL006445	ASTEI20_032821
OG0001604	AAEL006548, AAEL006556	ASTEI20_038041
OG0001605	AAEL021322, AAEL024679, AAEL006553	ASTEI20_041888
OG0001606	AAEL027492, AAEL006659	ASTEI20_032912
OG0001607	AAEL020946, AAEL006687	ASTEI20_035159, ASTEI20_034709
OG0001608	AAEL006688	ASTEI20_034840, ASTEI20_044016, ASTEI20_033544
OG0001609	AAEL006697	ASTEI20_045180, ASTEI20_036423, ASTEI20_030959
OG0001610	AAEL006718	ASTEI20_044216
OG0001611	AAEL026097, AAEL006732	ASTEI20_036341
OG0001612	AAEL006772, AAEL024260	ASTEI20_035322
OG0001613	AAEL006774	ASTEI20_045820
OG0001614	AAEL006790	ASTEI20_036771, ASTEI20_031787
OG0001615	AAEL006839	ASTEI20_034149
OG0001616	AAEL020314, AAEL006854	ASTEI20_044333
OG0001617	AAEL006859, AAEL014276	ASTEI20_031280
OG0001618	AAEL006919	ASTEI20_040544
OG0001619	AAEL006987, AAEL006990	ASTEI20_039287
OG0001620	AAEL021420, AAEL006998, AAEL028089	ASTEI20_038003
OG0001621	AAEL025660, AAEL007001	ASTEI20_038407
OG0001622	AAEL007049	ASTEI20_043214
OG0001623	AAEL020187, AAEL007078	ASTEI20_035190
OG0001624	AAEL007278, AAEL022274	ASTEI20_032688
OG0001625	AAEL007285	ASTEI20_030847
OG0001626	AAEL007349	ASTEI20_044126
OG0001627	AAEL010393, AAEL007385	ASTEI20_042318
OG0001628	AAEL007409	ASTEI20_031835
OG0001629	AAEL007473	ASTEI20_043931
OG0001630	AAEL007476	ASTEI20_034772
OG0001631	AAEL025261, AAEL007492	ASTEI20_032115, ASTEI20_045953
OG0001632	AAEL007505	ASTEI20_039039
OG0001633	AAEL007568	ASTEI20_035631
OG0001634	AAEL026096, AAEL007708	ASTEI20_044402
OG0001635	AAEL007805	ASTEI20_043048
OG0001636	AAEL007814, AAEL021591	ASTEI20_034133
OG0001637	AAEL007823	ASTEI20_040201, ASTEI20_041719
OG0001638	AAEL007902	ASTEI20_031809
OG0001639	AAEL007959	ASTEI20_042777
OG0001640	AAEL007979	ASTEI20_038098
OG0001641	AAEL007987, AAEL025151	ASTEI20_043874, ASTEI20_039789
OG0001642	AAEL007996	ASTEI20_045363, ASTEI20_033668
OG0001643	AAEL008010, AAEL025987	ASTEI20_036233
OG0001644	AAEL008041	ASTEI20_033213
OG0001645	AAEL023409, AAEL008046	ASTEI20_040194
OG0001647	AAEL008154	ASTEI20_040122
OG0001648	AAEL008188	ASTEI20_033676
OG0001649	AAEL008219	ASTEI20_043102
OG0001650	AAEL008403	ASTEI20_041065
OG0001651	AAEL012845, AAEL008412	ASTEI20_038643
OG0001652	AAEL021627, AAEL008416, AAEL022499, AAEL023848	ASTEI20_041725
OG0001653	AAEL008450	ASTEI20_040657
OG0001654	AAEL008459	ASTEI20_038658, ASTEI20_041708, ASTEI20_035258
OG0001655	AAEL008463	ASTEI20_032458, ASTEI20_033526
OG0001656	AAEL008592	ASTEI20_040616
OG0001657	AAEL008596	ASTEI20_034754
OG0001658	AAEL008700	ASTEI20_040368
OG0001659	AAEL008738	ASTEI20_043475
OG0001660	AAEL008826	ASTEI20_040536, ASTEI20_045282
OG0001661	AAEL023781, AAEL008842	ASTEI20_044485
OG0001662	AAEL008849	ASTEI20_042004
OG0001663	AAEL008865	ASTEI20_030908
OG0001664	AAEL008941	ASTEI20_039495
OG0001665	AAEL008942	ASTEI20_045308
OG0001666	AAEL026683, AAEL008956	ASTEI20_037901
OG0001667	AAEL008960	ASTEI20_032747
OG0001668	AAEL009097	ASTEI20_038978
OG0001669	AAEL009183, AAEL027505	ASTEI20_044434
OG0001670	AAEL009196	ASTEI20_042847
OG0001671	AAEL009265	ASTEI20_040484
OG0001672	AAEL009298	ASTEI20_032892, ASTEI20_031649
OG0001673	AAEL009307	ASTEI20_040460
OG0001674	AAEL009351, AAEL021624	ASTEI20_034604, ASTEI20_043556
OG0001675	AAEL009356, AAEL024601	ASTEI20_044370, ASTEI20_040187
OG0001676	AAEL009364	ASTEI20_040785
OG0001677	AAEL009438	ASTEI20_039678
OG0001678	AAEL009471, AAEL009458	ASTEI20_034278
OG0001679	AAEL009466	ASTEI20_034213
OG0001680	AAEL023741, AAEL009469	ASTEI20_043783
OG0001681	AAEL009503, AAEL020495	ASTEI20_034194
OG0001682	AAEL009588	ASTEI20_040807
OG0001683	AAEL009634	ASTEI20_044784
OG0001684	AAEL009637	ASTEI20_033861
OG0001685	AAEL026149	ASTEI20_032996
OG0001686	AAEL025383, AAEL009701	ASTEI20_031720
OG0001687	AAEL009757, AAEL009751	ASTEI20_039948
OG0001688	AAEL009753	ASTEI20_033197
OG0001689	AAEL009763	ASTEI20_033480
OG0001690	AAEL009779	ASTEI20_040662
OG0001692	AAEL028144, AAEL009872	ASTEI20_042850
OG0001693	AAEL009894, AAEL012911	ASTEI20_033868
OG0001694	AAEL009950	ASTEI20_030880
OG0001695	AAEL010008, AAEL026984	ASTEI20_039885
OG0001696	AAEL010062	ASTEI20_035894, ASTEI20_041382
OG0001697	AAEL010090	ASTEI20_039674
OG0001698	AAEL011805, AAEL010110	ASTEI20_034312
OG0001699	AAEL021547, AAEL024827, AAEL010226	ASTEI20_035910
OG0001700	AAEL010260	ASTEI20_034640
OG0001701	AAEL010266	ASTEI20_043240
OG0001702	AAEL010283	ASTEI20_044318
OG0001704	AAEL010311	ASTEI20_035409
OG0001705	AAEL010354	ASTEI20_034803
OG0001706	AAEL010355	ASTEI20_031185
OG0001707	AAEL010390, AAEL010381	ASTEI20_034193
OG0001708	AAEL010389	ASTEI20_032726
OG0001709	AAEL010422	ASTEI20_031168
OG0001710	AAEL021184, AAEL010511	ASTEI20_044040
OG0001711	AAEL010568	ASTEI20_043482
OG0001712	AAEL010571, AAEL026067	ASTEI20_044747
OG0001713	AAEL010593	ASTEI20_043609
OG0001714	AAEL010742, AAEL024119	ASTEI20_035959
OG0001715	AAEL010757	ASTEI20_031480
OG0001716	AAEL010771	ASTEI20_038842
OG0001717	AAEL010778	ASTEI20_037507
OG0001718	AAEL010827	ASTEI20_038625
OG0001719	AAEL010855	ASTEI20_036464
OG0001720	AAEL021416, AAEL011123	ASTEI20_041287
OG0001721	AAEL024207, AAEL011124	ASTEI20_042411
OG0001722	AAEL011157	ASTEI20_032535, ASTEI20_041731
OG0001723	AAEL011159	ASTEI20_031843, ASTEI20_040841, ASTEI20_031160
OG0001724	AAEL011271	ASTEI20_036983
OG0001725	AAEL011345	ASTEI20_041120, ASTEI20_042746
OG0001726	AAEL011349	ASTEI20_040981
OG0001727	AAEL011379	ASTEI20_039043, ASTEI20_036302
OG0001728	AAEL011382	ASTEI20_033338
OG0001729	AAEL011411, AAEL012903	ASTEI20_032573
OG0001730	AAEL011436	ASTEI20_046147
OG0001731	AAEL011500	ASTEI20_043032
OG0001732	AAEL011560	ASTEI20_038824
OG0001733	AAEL011562	ASTEI20_045861
OG0001734	AAEL011566	ASTEI20_034717
OG0001735	AAEL011690, AAEL011691	ASTEI20_043192
OG0001736	AAEL011697	ASTEI20_042485
OG0001737	AAEL025949, AAEL021786, AAEL011731	ASTEI20_040207
OG0001738	AAEL011751, AAEL023265	ASTEI20_045717
OG0001739	AAEL011754, AAEL023977	ASTEI20_033145
OG0001740	AAEL011768, AAEL011771	ASTEI20_032194
OG0001741	AAEL011808, AAEL027830	ASTEI20_032063, ASTEI20_041681
OG0001742	AAEL011850	ASTEI20_033660
OG0001743	AAEL011989	ASTEI20_032035, ASTEI20_038238
OG0001744	AAEL011991	ASTEI20_031801, ASTEI20_031467
OG0001745	AAEL011993	ASTEI20_043866, ASTEI20_032094
OG0001746	AAEL011996	ASTEI20_045808, ASTEI20_037204
OG0001747	AAEL012016	ASTEI20_031995
OG0001748	AAEL027882, AAEL012059	ASTEI20_040333
OG0001749	AAEL021939, AAEL012178	ASTEI20_032529
OG0001750	AAEL012233	ASTEI20_042506
OG0001751	AAEL012324	ASTEI20_043046, ASTEI20_037157
OG0001752	AAEL022520, AAEL012341	ASTEI20_037540, ASTEI20_044241
OG0001753	AAEL012410	ASTEI20_033934
OG0001754	AAEL012501	ASTEI20_043771
OG0001755	AAEL012525	ASTEI20_036243
OG0001756	AAEL012539	ASTEI20_032384
OG0001757	AAEL012552	ASTEI20_039607, ASTEI20_031747
OG0001758	AAEL021254, AAEL012585	ASTEI20_043429
OG0001759	AAEL012671	ASTEI20_036159, ASTEI20_036150
OG0001760	AAEL012710, AAEL012715	ASTEI20_041913
OG0001761	AAEL012711, AAEL012713, AAEL026876	ASTEI20_041466
OG0001762	AAEL012717	ASTEI20_035407
OG0001763	AAEL012731	ASTEI20_035419, ASTEI20_034875
OG0001764	AAEL012751	ASTEI20_041129
OG0001765	AAEL012756	ASTEI20_043912
OG0001766	AAEL018249, AAEL012783	ASTEI20_042139
OG0001767	AAEL012822	ASTEI20_030990
OG0001768	AAEL012823	ASTEI20_041744
OG0001769	AAEL012826	ASTEI20_040757
OG0001771	AAEL013151	ASTEI20_031072
OG0001772	AAEL013157, AAEL013152	ASTEI20_035647
OG0001773	AAEL013197	ASTEI20_037349, ASTEI20_038577
OG0001774	AAEL026895, AAEL013199	ASTEI20_034613, ASTEI20_040447
OG0001775	AAEL013253	ASTEI20_033886
OG0001776	AAEL013278	ASTEI20_040153, ASTEI20_041357
OG0001777	AAEL013366	ASTEI20_045676
OG0001778	AAEL013424	ASTEI20_044516
OG0001779	AAEL013478	ASTEI20_040038, ASTEI20_033471
OG0001780	AAEL013479	ASTEI20_035209, ASTEI20_033533
OG0001781	AAEL013527	ASTEI20_033007, ASTEI20_039908
OG0001782	AAEL013613	ASTEI20_045598
OG0001783	AAEL013724	ASTEI20_033681
OG0001784	AAEL013744	ASTEI20_036964
OG0001785	AAEL013758	ASTEI20_030933
OG0001786	AAEL013776	ASTEI20_045923
OG0001787	AAEL013814	ASTEI20_037413, ASTEI20_040924
OG0001788	AAEL013872	ASTEI20_032268, ASTEI20_031441
OG0001789	AAEL013875	ASTEI20_040809, ASTEI20_042407
OG0001790	AAEL013883	ASTEI20_033967
OG0001791	AAEL013962	ASTEI20_031834
OG0001792	AAEL020316, AAEL013974	ASTEI20_032082
OG0001793	AAEL028215, AAEL013994	ASTEI20_036230
OG0001794	AAEL013998, AAEL027973	ASTEI20_042088
OG0001795	AAEL014009	ASTEI20_038575
OG0001796	AAEL014022	ASTEI20_042488, ASTEI20_033782
OG0001797	AAEL014027	ASTEI20_039382, ASTEI20_042133
OG0001798	AAEL014054, AAEL025786	ASTEI20_039834, ASTEI20_037577
OG0001799	AAEL014059	ASTEI20_042574
OG0001800	AAEL025776, AAEL014216	ASTEI20_041925
OG0001801	AAEL014246, AAEL014244	ASTEI20_032249, ASTEI20_044419
OG0001802	AAEL014271	ASTEI20_039123
OG0001803	AAEL014272	ASTEI20_031046
OG0001804	AAEL014284	ASTEI20_032019
OG0001805	AAEL014303	ASTEI20_041337
OG0001806	AAEL024066, AAEL014318	ASTEI20_030899
OG0001807	AAEL014326	ASTEI20_030854
OG0001808	AAEL014340	ASTEI20_040564
OG0001809	AAEL014348	ASTEI20_035245
OG0001810	AAEL014349	ASTEI20_034003
OG0001811	AAEL014435	ASTEI20_042652
OG0001812	AAEL014505	ASTEI20_033856
OG0001813	AAEL014577	ASTEI20_044757, ASTEI20_035110
OG0001814	AAEL014578, AAEL023117	ASTEI20_035510, ASTEI20_042165
OG0001815	AAEL014653	ASTEI20_034099
OG0001816	AAEL014774	ASTEI20_031736
OG0001817	AAEL014824	ASTEI20_041523
OG0001818	AAEL014851	ASTEI20_042705
OG0001819	AAEL024910, AAEL014853	ASTEI20_046034
OG0001820	AAEL014863	ASTEI20_033501
OG0001821	AAEL015118	ASTEI20_040854
OG0001822	AAEL015255	ASTEI20_036744
OG0001823	AAEL020424, AAEL015402	ASTEI20_032997
OG0001824	AAEL015557	ASTEI20_045455
OG0001825	AAEL015640	ASTEI20_039143
OG0001826	AAEL017327, AAEL017097, AAEL017230	ASTEI20_035827
OG0001827	AAEL017167	ASTEI20_045866
OG0001828	AAEL023345, AAEL017186	ASTEI20_037985
OG0001829	AAEL017251	ASTEI20_046038
OG0001830	AAEL017356	ASTEI20_041299
OG0001831	AAEL017391	ASTEI20_041187
OG0001832	AAEL017512	ASTEI20_040160, ASTEI20_032039
OG0001833	AAEL018103, AAEL026175	ASTEI20_031708
OG0001834	AAEL018114	ASTEI20_037485
OG0001835	AAEL018141	ASTEI20_036403
OG0001836	AAEL024668, AAEL018183	ASTEI20_042347
OG0001837	AAEL018215	ASTEI20_033220
OG0001838	AAEL018227	ASTEI20_032676
OG0001839	AAEL018232	ASTEI20_038069
OG0001840	AAEL018263	ASTEI20_035424
OG0001841	AAEL018302	ASTEI20_043914
OG0001842	AAEL018310	ASTEI20_045526
OG0001843	AAEL018324	ASTEI20_031750
OG0001844	AAEL019406	ASTEI20_044431
OG0001845	AAEL023349, AAEL019418	ASTEI20_037816
OG0001846	AAEL019420, AAEL019419	ASTEI20_038890
OG0001848	AAEL019425	ASTEI20_031988
OG0001849	AAEL019457	ASTEI20_030903
OG0001850	AAEL019467	ASTEI20_031794
OG0001851	AAEL019491	ASTEI20_041258
OG0001852	AAEL019502	ASTEI20_036534
OG0001853	AAEL019515, AAEL021312	ASTEI20_037869
OG0001854	AAEL019543	ASTEI20_034268, ASTEI20_037029
OG0001855	AAEL019551	ASTEI20_036388
OG0001856	AAEL019553	ASTEI20_040542
OG0001857	AAEL019566	ASTEI20_035922
OG0001858	AAEL027018, AAEL019593	ASTEI20_042276
OG0001859	AAEL019600, AAEL022282, AAEL023044	ASTEI20_031681
OG0001860	AAEL019610	ASTEI20_039863, ASTEI20_046134
OG0001861	AAEL019617	ASTEI20_038042
OG0001862	AAEL025304, AAEL019619	ASTEI20_037651, ASTEI20_044537
OG0001863	AAEL019632	ASTEI20_037372
OG0001864	AAEL019640	ASTEI20_044602
OG0001865	AAEL019656	ASTEI20_043097
OG0001866	AAEL019671	ASTEI20_037390
OG0001867	AAEL019680	ASTEI20_042987
OG0001868	AAEL019686	ASTEI20_038241
OG0001869	AAEL019704	ASTEI20_037491
OG0001870	AAEL019721, AAEL021660	ASTEI20_034082
OG0001871	AAEL019723	ASTEI20_042752
OG0001872	AAEL027062, AAEL019734	ASTEI20_038278
OG0001873	AAEL019738, AAEL022521	ASTEI20_038024, ASTEI20_038582
OG0001874	AAEL019743	ASTEI20_041695
OG0001876	AAEL019779	ASTEI20_044603
OG0001877	AAEL019784	ASTEI20_036784
OG0001878	AAEL019813	ASTEI20_033787
OG0001879	AAEL019816	ASTEI20_032455
OG0001880	AAEL019872	ASTEI20_042614
OG0001881	AAEL019888	ASTEI20_038226
OG0001882	AAEL019914	ASTEI20_042291, ASTEI20_040087
OG0001883	AAEL019934	ASTEI20_032672
OG0001884	AAEL019942, AAEL019943	ASTEI20_036565
OG0001885	AAEL020938, AAEL019995	ASTEI20_036144
OG0001886	AAEL020006	ASTEI20_044448
OG0001887	AAEL020075	ASTEI20_032333
OG0001889	AAEL020236	ASTEI20_031789
OG0001890	AAEL020259	ASTEI20_038678
OG0001891	AAEL020367, AAEL027037	ASTEI20_043144
OG0001892	AAEL020427	ASTEI20_039023
OG0001893	AAEL020670, AAEL026210	ASTEI20_042354
OG0001894	AAEL020781, AAEL024786, AAEL024800	ASTEI20_039276
OG0001895	AAEL024451, AAEL020804	ASTEI20_034192
OG0001896	AAEL020847	ASTEI20_039087
OG0001897	AAEL021006	ASTEI20_038612
OG0001898	AAEL021019	ASTEI20_039514
OG0001899	AAEL021029	ASTEI20_037992, ASTEI20_041200
OG0001901	AAEL022782, AAEL021202	ASTEI20_033230
OG0001902	AAEL021288	ASTEI20_033748, ASTEI20_034244
OG0001903	AAEL026413, AAEL021321, AAEL022776	ASTEI20_037682
OG0001905	AAEL021386	ASTEI20_039676, ASTEI20_039442
OG0001906	AAEL021402, AAEL024170, AAEL025488	ASTEI20_043599
OG0001907	AAEL021419	ASTEI20_039981
OG0001908	AAEL026022, AAEL021519	ASTEI20_034931, ASTEI20_045139
OG0001909	AAEL021548	ASTEI20_034649
OG0001910	AAEL021574	ASTEI20_035560
OG0001912	AAEL021655, AAEL023077	ASTEI20_038308
OG0001913	AAEL021676	ASTEI20_045888
OG0001914	AAEL021748	ASTEI20_033192
OG0001915	AAEL024321, AAEL022608, AAEL021767	ASTEI20_032137
OG0001916	AAEL021771	ASTEI20_036547
OG0001917	AAEL021925	ASTEI20_033135
OG0001918	AAEL021955, AAEL028133	ASTEI20_039850
OG0001919	AAEL022200	ASTEI20_032506, ASTEI20_034145
OG0001920	AAEL022248	ASTEI20_032952, ASTEI20_035955
OG0001922	AAEL022351	ASTEI20_041614
OG0001923	AAEL022431	ASTEI20_042360, ASTEI20_043663
OG0001924	AAEL022611	ASTEI20_044885
OG0001925	AAEL022632, AAEL023223	ASTEI20_045408
OG0001926	AAEL022657, AAEL026213	ASTEI20_044355
OG0001927	AAEL022658	ASTEI20_036613, ASTEI20_034791
OG0001928	AAEL026719, AAEL022716	ASTEI20_037817
OG0001929	AAEL022855	ASTEI20_045832
OG0001930	AAEL022893, AAEL025265	ASTEI20_037415, ASTEI20_043375
OG0001931	AAEL024358, AAEL022938	ASTEI20_037972
OG0001933	AAEL024674, AAEL023115	ASTEI20_042626
OG0001934	AAEL023151	ASTEI20_032057
OG0001935	AAEL023352	ASTEI20_038257
OG0001937	AAEL023471	ASTEI20_031233
OG0001938	AAEL023498, AAEL027331	ASTEI20_043302
OG0001939	AAEL023502, AAEL025398	ASTEI20_042844
OG0001940	AAEL023745	ASTEI20_036625
OG0001941	AAEL023750, AAEL026150, AAEL024982	ASTEI20_037166
OG0001942	AAEL023810	ASTEI20_041905
OG0001943	AAEL026260, AAEL023943	ASTEI20_034028, ASTEI20_045234
OG0001944	AAEL023989	ASTEI20_031703, ASTEI20_035250
OG0001945	AAEL024005	ASTEI20_035291
OG0001946	AAEL027002, AAEL024101	ASTEI20_034942
OG0001948	AAEL024258	ASTEI20_042689
OG0001949	AAEL024480	ASTEI20_045917
OG0001950	AAEL024598	ASTEI20_036486
OG0001951	AAEL025046, AAEL024618	ASTEI20_042361
OG0001952	AAEL024623	ASTEI20_033277, ASTEI20_045218
OG0001953	AAEL024710	ASTEI20_043565, ASTEI20_045155, ASTEI20_035295
OG0001954	AAEL024713	ASTEI20_035344
OG0001955	AAEL024788	ASTEI20_042105
OG0001956	AAEL025473, AAEL025076	ASTEI20_044647
OG0001957	AAEL025133, AAEL026994	ASTEI20_032903
OG0001958	AAEL025230	ASTEI20_041677
OG0001959	AAEL025353	ASTEI20_043534
OG0001960	AAEL025443	ASTEI20_037795
OG0001961	AAEL025578, AAEL025984	ASTEI20_040225
OG0001962	AAEL025606	ASTEI20_036824
OG0001963	AAEL026618, AAEL025692	ASTEI20_031084
OG0001964	AAEL026074	ASTEI20_035509, ASTEI20_030939
OG0001965	AAEL026170	ASTEI20_045582
OG0001968	AAEL026355	ASTEI20_039612
OG0001969	AAEL026388, AAEL028233	ASTEI20_033204
OG0001970	AAEL026710	ASTEI20_045665
OG0001971	AAEL026716, AAEL027637	ASTEI20_038689
OG0001972	AAEL026746	ASTEI20_036740
OG0001973	AAEL026751	ASTEI20_041252
OG0001974	AAEL026796	ASTEI20_043787
