Orthogroup	LlongipalpisASM	AaegyptiLVP_AGWG
OG0005575	LOC129796438	AAEL008793
OG0005576	LOC129797622	AAEL008794
OG0005577	LOC129797735	AAEL008800
OG0005578	LOC129796207	AAEL008803
OG0005579	LOC129789318	AAEL008807
OG0005580	LOC129790322	AAEL008811
OG0005581	LOC129786825	AAEL008814
OG0005582	LOC129786124	AAEL008822
OG0005583	LOC129786682	AAEL008823
OG0005584	LOC129790770	AAEL008827
OG0005585	LOC129790830	AAEL008831
OG0005586	LOC129791957	AAEL008833
OG0005588	LOC129795636	AAEL008840
OG0005589	LOC129789965	AAEL008844
OG0005590	LOC129792650	AAEL008847
OG0005591	LOC129792667	AAEL008850
OG0005592	LOC129789016	AAEL008853
OG0005593	LOC129786918	AAEL008854
OG0005594	LOC129793833	AAEL008878
OG0005595	LOC129793832	AAEL008879
OG0005596	LOC129792740	AAEL008886
OG0005597	LOC129795911	AAEL008899
OG0005598	LOC129797207	AAEL008901
OG0005599	LOC129793921	AAEL008902
OG0005600	LOC129791579	AAEL008906
OG0005601	LOC129788171	AAEL008909
OG0005602	LOC129792558	AAEL008916
OG0005603	LOC129794688	AAEL008924
OG0005604	LOC129794499	AAEL008932
OG0005605	LOC129790299	AAEL008938
OG0005606	LOC129788379	AAEL008943
OG0005607	LOC129791299	AAEL008945
OG0005608	LOC129787260	AAEL008953
OG0005609	LOC129790380	AAEL008959
OG0005610	LOC129794297	AAEL009002
OG0005611	LOC129793205	AAEL009023
OG0005612	LOC129796375	AAEL009029
OG0005613	LOC129791751	AAEL009031
OG0005614	LOC129792840	AAEL009035
OG0005615	LOC129788204, LOC129792841	AAEL009038
OG0005616	LOC129794880	AAEL009039
OG0005617	LOC129785907	AAEL009041
OG0005618	LOC129788135	AAEL009042
OG0005619	LOC129797786	AAEL009043
OG0005620	LOC129792733	AAEL009047
OG0005621	LOC129792786	AAEL009048
OG0005622	LOC129789761	AAEL009051
OG0005623	LOC129792791	AAEL009052
OG0005624	LOC129790473	AAEL009057
OG0005626	LOC129789975	AAEL009059
OG0005627	LOC129788605	AAEL009061
OG0005628	LOC129791213	AAEL009063
OG0005629	LOC129789862	AAEL009068
OG0005630	LOC129797656	AAEL009070
OG0005631	LOC129788191	AAEL009072
OG0005632	LOC129792052	AAEL009074
OG0005633	LOC129793413	AAEL009075
OG0005634	LOC129793866	AAEL009078
OG0005635	LOC129793460	AAEL009080
OG0005636	LOC129793330	AAEL009084
OG0005637	LOC129793464	AAEL009085
OG0005638	LOC129796184	AAEL009086
OG0005639	LOC129793360	AAEL009088
OG0005640	LOC129793868	AAEL009089
OG0005641	LOC129789115	AAEL009090
OG0005642	LOC129796312	AAEL009093
OG0005643	LOC129796856	AAEL009099
OG0005645	LOC129797690	AAEL009101
OG0005646	LOC129796058	AAEL009105
OG0005647	LOC129790751	AAEL009109
OG0005649	LOC129796571	AAEL009140
OG0005650	LOC129788980	AAEL009142
OG0005652	LOC129786670	AAEL009149, AAEL023309
OG0005653	LOC129790721	AAEL009155
OG0005654	LOC129789291	AAEL009157
OG0005655	LOC129785980	AAEL009169
OG0005656	LOC129785997	AAEL009171
OG0005657	LOC129796095	AAEL009179
OG0005659	LOC129791945	AAEL009186
OG0005660	LOC129791783	AAEL009189
OG0005661	LOC129792502	AAEL009190
OG0005662	LOC129796119	AAEL009195
OG0005663	LOC129795985	AAEL009200
OG0005664	LOC129795994	AAEL009202
OG0005665	LOC129791769	AAEL009211
OG0005666	LOC129791770	AAEL009213
OG0005667	LOC129793484	AAEL009227
OG0005668	LOC129796081	AAEL009232
OG0005669	LOC129792574	AAEL009238
OG0005670	LOC129790821	AAEL009249
OG0005671	LOC129788620	AAEL009259
OG0005672	LOC129788619	AAEL009262
OG0005673	LOC129788622	AAEL009266
OG0005674	LOC129788614	AAEL009268
OG0005675	LOC129788618	AAEL009269
OG0005676	LOC129786567	AAEL009271
OG0005677	LOC129797043	AAEL009272
OG0005678	LOC129794075	AAEL009285
OG0005679	LOC129791898	AAEL009291
OG0005680	LOC129792217	AAEL009294
OG0005681	LOC129792123	AAEL009295
OG0005682	LOC129790800	AAEL009303
OG0005683	LOC129786421	AAEL009308
OG0005684	LOC129792771	AAEL009313
OG0005685	LOC129785839	AAEL009320
OG0005686	LOC129792437	AAEL009325
OG0005687	LOC129787094	AAEL009334
OG0005688	LOC129791006	AAEL012125, AAEL009339
OG0005689	LOC129790386	AAEL009342
OG0005690	LOC129790361	AAEL009345
OG0005691	LOC129796200	AAEL009367
OG0005692	LOC129795465	AAEL009371
OG0005693	LOC129790412	AAEL009373
OG0005694	LOC129797815	AAEL009374
OG0005695	LOC129790722	AAEL009376
OG0005696	LOC129793767	AAEL009377
OG0005697	LOC129791804	AAEL009380
OG0005698	LOC129793502	AAEL009382
OG0005699	LOC129796423	AAEL009383
OG0005700	LOC129786354	AAEL009385
OG0005701	LOC129796401	AAEL009387
OG0005702	LOC129797542	AAEL009388
OG0005703	LOC129797647	AAEL009389
OG0005704	LOC129796294	AAEL009392
OG0005705	LOC129795931	AAEL009398
OG0005706	LOC129796199	AAEL009400
OG0005707	LOC129795574	AAEL009401
OG0005708	LOC129793761	AAEL009402
OG0005709	LOC129795408	AAEL009407
OG0005710	LOC129797586	AAEL009413
OG0005711	LOC129796161	AAEL009414
OG0005712	LOC129796122	AAEL009415
OG0005713	LOC129786087	AAEL009416
OG0005714	LOC129789122	AAEL009421
OG0005715	LOC129792385	AAEL009422
OG0005716	LOC129791585	AAEL009424
OG0005717	LOC129793645	AAEL009427
OG0005718	LOC129796400	AAEL009429
OG0005719	LOC129790638	AAEL009430
OG0005720	LOC129789121	AAEL009431
OG0005721	LOC129792954	AAEL009445
OG0005722	LOC129791104	AAEL009465
OG0005723	LOC129788790	AAEL009474
OG0005724	LOC129790776, LOC129790777	AAEL009483
OG0005725	LOC129790775	AAEL009493
OG0005726	LOC129794674	AAEL009495
OG0005727	LOC129794598	AAEL009496
OG0005728	LOC129788015	AAEL009501
OG0005729	LOC129793196	AAEL009509
OG0005730	LOC129793852	AAEL009510
OG0005731	LOC129796089	AAEL009512
OG0005732	LOC129790846	AAEL009530
OG0005733	LOC129790823	AAEL009531
OG0005734	LOC129796577	AAEL009533
OG0005735	LOC129796561	AAEL009534
OG0005736	LOC129795427	AAEL009541
OG0005737	LOC129794644	AAEL009542
OG0005738	LOC129796387	AAEL009547
OG0005739	LOC129787400	AAEL009584
OG0005740	LOC129790381	AAEL009585
OG0005741	LOC129786499	AAEL009589
OG0005742	LOC129788061	AAEL009592
OG0005743	LOC129788058	AAEL009593
OG0005744	LOC129785956	AAEL009595
OG0005745	LOC129793244	AAEL009604
OG0005746	LOC129793158	AAEL009607
OG0005747	LOC129793254	AAEL009608
OG0005748	LOC129787183	AAEL009611
OG0005749	LOC129792358	AAEL009616
OG0005750	LOC129793986	AAEL009623
OG0005751	LOC129786083	AAEL009629
OG0005752	LOC129787210	AAEL009635
OG0005753	LOC129790666	AAEL009636
OG0005754	LOC129790678	AAEL009640
OG0005755	LOC129789381	AAEL009646
OG0005756	LOC129790581	AAEL009647
OG0005757	LOC129795827	AAEL009662
OG0005758	LOC129797421	AAEL009666
OG0005759	LOC129789833	AAEL009668
OG0005760	LOC129795744	AAEL009675
OG0005761	LOC129796356	AAEL009676
OG0005762	LOC129793120	AAEL009677
OG0005763	LOC129795442	AAEL009678
OG0005765	LOC129789706	AAEL009681
OG0005766	LOC129795159	AAEL009686
OG0005767	LOC129786637	AAEL009691
OG0005768	LOC129787680	AAEL009698
OG0005769	LOC129786376	AAEL009700
OG0005770	LOC129796039	AAEL009702
OG0005771	LOC129795907	AAEL009703
OG0005772	LOC129796590	AAEL009704
OG0005773	LOC129788192	AAEL009705
OG0005774	LOC129796069	AAEL009706
OG0005775	LOC129787247	AAEL025644, AAEL009712
OG0005776	LOC129787755	AAEL009719
OG0005777	LOC129797493	AAEL009723
OG0005778	LOC129794222, LOC129794858	AAEL009731
OG0005779	LOC129793270	AAEL009733
OG0005780	LOC129796208	AAEL009735
OG0005781	LOC129788949	AAEL009745
OG0005783	LOC129787154	AAEL009754
OG0005784	LOC129793966	AAEL009759
OG0005785	LOC129787570	AAEL009762
OG0005786	LOC129787556	AAEL009764
OG0005787	LOC129789670	AAEL009766
OG0005788	LOC129789072	AAEL009777
OG0005789	LOC129788739	AAEL009782
OG0005790	LOC129792604	AAEL009789
OG0005791	LOC129795330	AAEL009806
OG0005792	LOC129793318	AAEL009810
OG0005793	LOC129792089	AAEL009813
OG0005794	LOC129793321	AAEL009818
OG0005795	LOC129793505	AAEL009828
OG0005796	LOC129793538	AAEL009829
OG0005797	LOC129787505	AAEL009838
OG0005798	LOC129786639	AAEL009847
OG0005799	LOC129787500	AAEL009851
OG0005800	LOC129793282	AAEL009859
OG0005801	LOC129793281	AAEL009861
OG0005802	LOC129793287	AAEL009862
OG0005803	LOC129797025, LOC129793285	AAEL009864
OG0005805	LOC129789123	AAEL009874
OG0005806	LOC129789101	AAEL009876
OG0005807	LOC129790042	AAEL009878
OG0005808	LOC129797682	AAEL009879
OG0005809	LOC129786596	AAEL009880
OG0005810	LOC129797597	AAEL009882
OG0005811	LOC129797157	AAEL009887
OG0005812	LOC129797466	AAEL009891
OG0005813	LOC129792353	AAEL009892
OG0005814	LOC129796787	AAEL009898
OG0005815	LOC129787754	AAEL009899
OG0005816	LOC129787977	AAEL009908
OG0005817	LOC129792290	AAEL009909
OG0005818	LOC129788600	AAEL009912
OG0005819	LOC129796796	AAEL009914
OG0005820	LOC129786467	AAEL009924
OG0005821	LOC129793167	AAEL009926
OG0005822	LOC129790930	AAEL009944
OG0005823	LOC129791001	AAEL009946
OG0005824	LOC129787870	AAEL009949
OG0005825	LOC129794097	AAEL009957
OG0005826	LOC129794083	AAEL009958
OG0005827	LOC129794888	AAEL009960
OG0005828	LOC129794161	AAEL009974
OG0005830	LOC129788173	AAEL009981
OG0005831	LOC129795832	AAEL009991
OG0005832	LOC129787857	AAEL009999
OG0005833	LOC129786519	AAEL010003
OG0005834	LOC129787856	AAEL010007
OG0005835	LOC129791640	AAEL010017
OG0005836	LOC129791565	AAEL010018
OG0005837	LOC129791592	AAEL010021
OG0005838	LOC129787603	AAEL010027
OG0005839	LOC129797849	AAEL010032
OG0005840	LOC129788482	AAEL010040
OG0005841	LOC129792260	AAEL010042
OG0005842	LOC129785852	AAEL010043
OG0005843	LOC129796772	AAEL010046
OG0005844	LOC129793900	AAEL010047
OG0005845	LOC129788009	AAEL010052
OG0005846	LOC129786507	AAEL010053
OG0005847	LOC129796632	AAEL010054
OG0005848	LOC129793275	AAEL010057
OG0005849	LOC129797589	AAEL010058
OG0005850	LOC129788397	AAEL010060
OG0005851	LOC129797010	AAEL010063
OG0005852	LOC129795171	AAEL010068
OG0005853	LOC129787517	AAEL010073
OG0005854	LOC129787619	AAEL010077
OG0005855	LOC129794079	AAEL010078
OG0005856	LOC129794218	AAEL010081
OG0005857	LOC129794124	AAEL010082
OG0005858	LOC129793218	AAEL010083
OG0005859	LOC129794064	AAEL010084
OG0005860	LOC129792996	AAEL010085
OG0005861	LOC129792374	AAEL010086
OG0005862	LOC129790916	AAEL010102
OG0005863	LOC129792682	AAEL010105
OG0005865	LOC129792139	AAEL010112
OG0005866	LOC129790246	AAEL010116
OG0005867	LOC129790401	AAEL010119
OG0005868	LOC129789898	AAEL010123
OG0005869	LOC129788722	AAEL010135
OG0005870	LOC129797080	AAEL010136
OG0005871	LOC129788542	AAEL010141
OG0005872	LOC129787166	AAEL010142
OG0005873	LOC129786105	AAEL010143
OG0005874	LOC129789321	AAEL010146
OG0005875	LOC129787515	AAEL010159
OG0005876	LOC129789939	AAEL010168
OG0005877	LOC129786520	AAEL010170
OG0005878	LOC129791379	AAEL010171
OG0005879	LOC129786522	AAEL010177
OG0005881	LOC129796932	AAEL010181
OG0005882	LOC129795582	AAEL010193
OG0005883	LOC129795552, LOC129795533	AAEL010197
OG0005884	LOC129795502	AAEL010200
OG0005885	LOC129797645	AAEL010205
OG0005886	LOC129797545	AAEL010206
OG0005887	LOC129792777	AAEL010217
OG0005888	LOC129786162	AAEL010220
OG0005889	LOC129786092	AAEL010221
OG0005890	LOC129792334	AAEL010223
OG0005891	LOC129786014	AAEL010224
OG0005892	LOC129789779	AAEL010230
OG0005893	LOC129796326	AAEL010245
OG0005894	LOC129795657	AAEL010248
OG0005895	LOC129795747	AAEL010249
OG0005896	LOC129796421	AAEL010253
OG0005897	LOC129797108	AAEL010254
OG0005898	LOC129795469	AAEL010256
OG0005900	LOC129796147	AAEL010276
OG0005901	LOC129793625	AAEL010284
OG0005902	LOC129793677	AAEL010294
OG0005903	LOC129797573	AAEL010296
OG0005904	LOC129796659	AAEL010299
OG0005905	LOC129795111	AAEL010306
OG0005906	LOC129796666	AAEL010308
OG0005907	LOC129796658	AAEL010315
OG0005908	LOC129796194	AAEL010316
OG0005909	LOC129794894	AAEL010317
OG0005910	LOC129796128	AAEL010321
OG0005911	LOC129789137	AAEL010322
OG0005912	LOC129788071	AAEL010326
OG0005913	LOC129791247	AAEL010334
OG0005914	LOC129797473	AAEL010336
OG0005915	LOC129792692	AAEL010340
OG0005916	LOC129792299	AAEL010341
OG0005917	LOC129789626	AAEL010342
OG0005918	LOC129792911	AAEL010343
OG0005919	LOC129787239	AAEL010345
OG0005920	LOC129794333	AAEL010347
OG0005921	LOC129795557	AAEL010349
OG0005922	LOC129796097	AAEL010353
OG0005923	LOC129788506	AAEL010359
OG0005924	LOC129791891	AAEL010362
OG0005925	LOC129793835	AAEL010368
OG0005926	LOC129792686	AAEL010371
OG0005927	LOC129793836	AAEL010373
OG0005928	LOC129786844	AAEL010377
OG0005929	LOC129785874	AAEL010388
OG0005930	LOC129786304	AAEL010401
OG0005931	LOC129788193	AAEL010402
OG0005932	LOC129786307	AAEL010403
OG0005933	LOC129786302	AAEL010408
OG0005934	LOC129787984	AAEL010427
OG0005935	LOC129797276	AAEL010430
OG0005936	LOC129794339	AAEL010433
OG0005937	LOC129787974	AAEL010437
OG0005938	LOC129794994	AAEL010444
OG0005939	LOC129796046	AAEL010445
OG0005941	LOC129796274	AAEL010450
OG0005942	LOC129797777	AAEL010453
OG0005943	LOC129796156	AAEL010455
OG0005944	LOC129796610	AAEL010459
OG0005945	LOC129786487	AAEL010467
OG0005946	LOC129792559	AAEL010469
OG0005947	LOC129786170	AAEL010470
OG0005948	LOC129787426	AAEL010471
OG0005949	LOC129786125	AAEL010472
OG0005951	LOC129788156	AAEL010474
OG0005952	LOC129795153	AAEL010476
OG0005953	LOC129793809	AAEL010486
OG0005954	LOC129789675	AAEL010491
OG0005955	LOC129788413	AAEL010496
OG0005956	LOC129789554	AAEL010502
OG0005957	LOC129794328	AAEL010504
OG0005958	LOC129792285	AAEL010505
OG0005959	LOC129792284	AAEL010506
OG0005960	LOC129792162	AAEL010508
OG0005961	LOC129795361	AAEL010514
OG0005962	LOC129787421	AAEL010516
OG0005963	LOC129792086	AAEL010520
OG0005964	LOC129792272	AAEL010523
OG0005965	LOC129791694	AAEL010529
OG0005966	LOC129791453	AAEL010538
OG0005967	LOC129788971	AAEL010541
OG0005968	LOC129788357	AAEL010551
OG0005969	LOC129788761	AAEL010559
OG0005970	LOC129791211	AAEL010564
OG0005971	LOC129790167	AAEL010569
OG0005972	LOC129789889	AAEL010570
OG0005973	LOC129793552	AAEL010572
OG0005974	LOC129786676	AAEL010577
OG0005975	LOC129791674	AAEL010581
OG0005976	LOC129792580	AAEL010585
OG0005977	LOC129786675	AAEL010590
OG0005978	LOC129797082	AAEL010592
OG0005979	LOC129786665	AAEL010596
OG0005980	LOC129794867	AAEL010602
OG0005981	LOC129794684	AAEL010607
OG0005982	LOC129794869	AAEL010608
OG0005983	LOC129794863	AAEL010610
OG0005984	LOC129786278	AAEL010623
OG0005985	LOC129786269	AAEL010625
OG0005986	LOC129786264	AAEL010627
OG0005987	LOC129792603	AAEL010641
OG0005988	LOC129789434	AAEL010642
OG0005989	LOC129791994	AAEL010650
OG0005990	LOC129792233	AAEL010655
OG0005991	LOC129792003	AAEL010657
OG0005992	LOC129793572	AAEL010661
OG0005993	LOC129792387	AAEL010663
OG0005994	LOC129793518	AAEL010665
OG0005995	LOC129792051	AAEL010678
OG0005996	LOC129791951	AAEL010679
OG0005997	LOC129789613	AAEL010682
OG0005998	LOC129789737	AAEL010684
OG0005999	LOC129785866	AAEL010685
OG0006000	LOC129789718	AAEL010688
OG0006001	LOC129785826	AAEL010689
OG0006002	LOC129793229	AAEL010694
OG0006003	LOC129790635	AAEL010710
OG0006004	LOC129793936	AAEL010711
OG0006005	LOC129790637	AAEL010712
OG0006006	LOC129791159	AAEL010728
OG0006007	LOC129797085	AAEL010730
OG0006008	LOC129790340	AAEL010731
OG0006009	LOC129786493	AAEL010733
OG0006010	LOC129788587	AAEL010738
OG0006011	LOC129790265	AAEL010743
OG0006012	LOC129797325	AAEL010749
OG0006013	LOC129789864	AAEL010755
OG0006014	LOC129797331	AAEL010756
OG0006015	LOC129786303	AAEL010759
OG0006016	LOC129787641	AAEL010760
OG0006017	LOC129787566	AAEL010762
OG0006018	LOC129790486	AAEL010764
OG0006019	LOC129790500	AAEL010766
OG0006020	LOC129791387	AAEL010777
OG0006021	LOC129793906, LOC129794505	AAEL010779
OG0006022	LOC129790503	AAEL010783
OG0006023	LOC129789935	AAEL010784
OG0006024	LOC129790841	AAEL010787
OG0006025	LOC129797254	AAEL010793
OG0006026	LOC129790331	AAEL010794
OG0006027	LOC129785960	AAEL010796
OG0006028	LOC129797179	AAEL010797
OG0006029	LOC129796888	AAEL010798
OG0006030	LOC129787279	AAEL010800
OG0006031	LOC129792213	AAEL010801
OG0006032	LOC129787287	AAEL010802
OG0006033	LOC129787670	AAEL010803
OG0006034	LOC129797004	AAEL010808
OG0006035	LOC129797228	AAEL010809
OG0006036	LOC129786160	AAEL010810
OG0006037	LOC129796827	AAEL010814
OG0006038	LOC129790549	AAEL010819
OG0006039	LOC129791858	AAEL010822
OG0006040	LOC129794868	AAEL010823
OG0006041	LOC129794822	AAEL010826
OG0006042	LOC129797013	AAEL010829
OG0006044	LOC129791570	AAEL010835
OG0006045	LOC129792978	AAEL010840
OG0006046	LOC129791645	AAEL010843
OG0006047	LOC129793930	AAEL010844
OG0006048	LOC129788853	AAEL010850
OG0006049	LOC129790532	AAEL010854
OG0006050	LOC129793618	AAEL010856
OG0006051	LOC129791016	AAEL010860
OG0006052	LOC129791067	AAEL010861
OG0006054	LOC129792600	AAEL010877
OG0006055	LOC129792146	AAEL010879
OG0006056	LOC129792091	AAEL010883
OG0006057	LOC129790173	AAEL010892
OG0006058	LOC129791023	AAEL010898
OG0006059	LOC129785994	AAEL010903
OG0006060	LOC129792011	AAEL010906
OG0006061	LOC129795428	AAEL010911
OG0006062	LOC129788697	AAEL010931
OG0006063	LOC129789017	AAEL010933
OG0006064	LOC129788978	AAEL010939
OG0006065	LOC129786437	AAEL028163, AAEL010942
OG0006066	LOC129791137	AAEL010943
OG0006067	LOC129791197	AAEL010945
OG0006068	LOC129786457	AAEL010946, AAEL023509
OG0006069	LOC129786544	AAEL010950
OG0006070	LOC129797575	AAEL010951
OG0006071	LOC129796242	AAEL010953
OG0006072	LOC129788865	AAEL010960
OG0006073	LOC129793566	AAEL010966
OG0006074	LOC129793715	AAEL010968
OG0006075	LOC129793051	AAEL010970
OG0006076	LOC129793564	AAEL010971
OG0006077	LOC129792584	AAEL010974
OG0006078	LOC129793714	AAEL010975
OG0006079	LOC129793771	AAEL010977
OG0006080	LOC129796390	AAEL010991
OG0006081	LOC129794796	AAEL010993
OG0006083	LOC129795175	AAEL011006
OG0006084	LOC129794335	AAEL011011
OG0006085	LOC129790900	AAEL011012
OG0006086	LOC129790540	AAEL011014
OG0006087	LOC129792766	AAEL011017
OG0006088	LOC129796597	AAEL011021
OG0006090	LOC129792612	AAEL011051
OG0006091	LOC129791607	AAEL011052
OG0006092	LOC129796861	AAEL011057
OG0006093	LOC129797001	AAEL011063
OG0006094	LOC129797758	AAEL011068
OG0006095	LOC129791368	AAEL011070
OG0006096	LOC129794870	AAEL011071
OG0006097	LOC129791274	AAEL011080
OG0006098	LOC129785896	AAEL011082
OG0006099	LOC129786640	AAEL011083
OG0006100	LOC129797853	AAEL011084
OG0006101	LOC129786725	AAEL011087
OG0006102	LOC129785888	AAEL011088
OG0006103	LOC129793878	AAEL011090
OG0006104	LOC129793873	AAEL011092
OG0006105	LOC129792875	AAEL011093
OG0006106	LOC129796223	AAEL011096
OG0006107	LOC129796874	AAEL011099
OG0006108	LOC129786361	AAEL011103
OG0006109	LOC129790998	AAEL011109
OG0006110	LOC129797140	AAEL011111
OG0006111	LOC129797174	AAEL011113
OG0006112	LOC129787637	AAEL011116
OG0006113	LOC129787591	AAEL011117
OG0006114	LOC129786100	AAEL011121
OG0006115	LOC129794841	AAEL011133
OG0006116	LOC129787525	AAEL011134
OG0006118	LOC129796786	AAEL011158
OG0006119	LOC129793911	AAEL011163
OG0006120	LOC129793230, LOC129789461	AAEL011171
OG0006121	LOC129792126	AAEL011172
OG0006123	LOC129793948	AAEL011178
OG0006124	LOC129797639	AAEL011191
OG0006125	LOC129797753	AAEL011192
OG0006126	LOC129795708	AAEL011199
OG0006127	LOC129787227	AAEL011201
OG0006128	LOC129787230	AAEL011202
OG0006129	LOC129787584	AAEL011203
OG0006130	LOC129792805	AAEL011209
OG0006131	LOC129792800	AAEL011212
OG0006132	LOC129792854	AAEL011216
OG0006133	LOC129792818	AAEL011217
OG0006134	LOC129795619	AAEL011231
OG0006136	LOC129793163	AAEL011240
OG0006137	LOC129792830	AAEL011242
OG0006138	LOC129788170	AAEL011251
OG0006140	LOC129792928	AAEL011273
OG0006141	LOC129791584	AAEL022769, AAEL011275
OG0006142	LOC129790065	AAEL011276
OG0006143	LOC129792118	AAEL011279
OG0006144	LOC129793091	AAEL011282
OG0006145	LOC129794120	AAEL011283
OG0006146	LOC129795983	AAEL011289
OG0006149	LOC129795043	AAEL011306
OG0006150	LOC129790575	AAEL011307
OG0006151	LOC129796353	AAEL011309
OG0006152	LOC129787072	AAEL011317
OG0006153	LOC129795380	AAEL011320
OG0006154	LOC129792863	AAEL011323
OG0006155	LOC129792858	AAEL011325
OG0006156	LOC129794076	AAEL011338
OG0006157	LOC129792522	AAEL011340
OG0006158	LOC129792543	AAEL011343
OG0006159	LOC129792638	AAEL011347
OG0006160	LOC129794066	AAEL011350
OG0006161	LOC129789620	AAEL011355
OG0006162	LOC129786812	AAEL021866, AAEL011358
OG0006163	LOC129789954	AAEL011361
OG0006164	LOC129785936	AAEL011365
OG0006165	LOC129793881	AAEL011369
OG0006166	LOC129793757	AAEL011371
OG0006167	LOC129789631	AAEL011376
OG0006168	LOC129790366	AAEL011385
OG0006169	LOC129788756	AAEL011386
OG0006170	LOC129790866	AAEL011387
OG0006171	LOC129787838	AAEL011388
OG0006172	LOC129787842	AAEL011389
OG0006173	LOC129794579	AAEL011391
OG0006174	LOC129786998	AAEL011394
OG0006175	LOC129796143	AAEL011395
OG0006176	LOC129786031	AAEL011412
OG0006177	LOC129786123	AAEL011413
OG0006178	LOC129788517	AAEL011421
OG0006179	LOC129785998	AAEL011425
OG0006180	LOC129792927	AAEL011435
OG0006181	LOC129793787	AAEL011441
OG0006182	LOC129792491	AAEL011442
