Orthogroup	AsinensisChina	LlongipalpisASM
OG0004730	ASIC016840	LOC129792663
OG0004731	ASIC016835	LOC129792245
OG0004732	ASIC010196	LOC129792238
OG0004733	ASIC010204	LOC129794194
OG0004734	ASIC003729	LOC129793264
OG0004735	ASIC005473	LOC129797499
OG0004736	ASIC002019	LOC129797509
OG0004737	ASIC005475	LOC129797738
OG0004738	ASIC009117	LOC129793454
OG0004739	ASIC002021	LOC129797603
OG0004740	ASIC002268	LOC129797723
OG0004741	ASIC002020	LOC129797511
OG0004742	ASIC002022	LOC129793470
OG0004743	ASIC005474	LOC129797692
OG0004745	ASIC017169	LOC129789525
OG0004746	ASIC003108	LOC129793386
OG0004747	ASIC007693	LOC129788733
OG0004748	ASIC003103	LOC129793373
OG0004749	ASIC007676	LOC129790184
OG0004750	ASIC004647	LOC129788559
OG0004751	ASIC010125	LOC129788381
OG0004752	ASIC014507	LOC129793619
OG0004753	ASIC014979	LOC129791080
OG0004754	ASIC022217	LOC129797482
OG0004755	ASIC017924	LOC129796063
OG0004756	ASIC010694	LOC129790010
OG0004757	ASIC019868	LOC129794134
OG0004758	ASIC002506	LOC129794192
OG0004759	ASIC002501	LOC129794191
OG0004760	ASIC002498	LOC129786738
OG0004761	ASIC010688	LOC129790003
OG0004762	ASIC010766	LOC129789855
OG0004763	ASIC010695	LOC129790008
OG0004764	ASIC012759	LOC129791014
OG0004766	ASIC010439	LOC129788461
OG0004767	ASIC021712	LOC129795306
OG0004768	ASIC012765	LOC129790852
OG0004769	ASIC003183	LOC129789896
OG0004770	ASIC021470	LOC129789574
OG0004771	ASIC012777	LOC129793152
OG0004772	ASIC012774	LOC129786559
OG0004773	ASIC002930	LOC129789837
OG0004777	ASIC020911	LOC129787757
OG0004778	ASIC019997	LOC129788129
OG0004779	ASIC008913	LOC129786216
OG0004780	ASIC020601	LOC129793721
OG0004781	ASIC019994	LOC129787953
OG0004782	ASIC020920	LOC129797857
OG0004783	ASIC007622	LOC129788965
OG0004785	ASIC006821	LOC129790685
OG0004786	ASIC006817	LOC129790661
OG0004787	ASIC006874	LOC129791057
OG0004788	ASIC009252	LOC129792406
OG0004789	ASIC007530	LOC129797798
OG0004790	ASIC016205	LOC129789304
OG0004791	ASIC006871	LOC129789260
OG0004792	ASIC006872	LOC129791537
OG0004793	ASIC007541	LOC129797470
OG0004794	ASIC006876	LOC129791058
OG0004795	ASIC022347	LOC129795122
OG0004796	ASIC022349	LOC129795120
OG0004797	ASIC007897	LOC129795194
OG0004798	ASIC022348	LOC129795121
OG0004799	ASIC010958	LOC129786573
OG0004800	ASIC013665	LOC129791953
OG0004801	ASIC007898	LOC129796130
OG0004802	ASIC007892	LOC129796699
OG0004803	ASIC007891	LOC129795905
OG0004804	ASIC011577	LOC129786279
OG0004805	ASIC011578	LOC129797301
OG0004806	ASIC017944	LOC129787169
OG0004807	ASIC008056	LOC129790301
OG0004808	ASIC002693	LOC129790369
OG0004809	ASIC008058	LOC129787165
OG0004810	ASIC017145	LOC129792941
OG0004811	ASIC020490	LOC129792623
OG0004812	ASIC003987	LOC129788671
OG0004815	ASIC002272	LOC129797492
OG0004816	ASIC019383	LOC129796599
OG0004817	ASIC008190	LOC129795627
OG0004818	ASIC019371	LOC129796592
OG0004819	ASIC019420	LOC129796036
OG0004820	ASIC019405	LOC129795410
OG0004821	ASIC017866	LOC129787432
OG0004825	ASIC011550	LOC129796996
OG0004826	ASIC011596	LOC129796374
OG0004827	ASIC011597	LOC129796886
OG0004828	ASIC005154	LOC129790538
OG0004829	ASIC013320	LOC129790630
OG0004830	ASIC009843	LOC129788969
OG0004831	ASIC013470	LOC129788669
OG0004832	ASIC017297	LOC129793727
OG0004833	ASIC017708	LOC129789731
OG0004834	ASIC017294	LOC129789665
OG0004835	ASIC017719	LOC129789678
OG0004836	ASIC017710	LOC129789707
OG0004837	ASIC017720	LOC129790313
OG0004838	ASIC017301	LOC129790605
OG0004839	ASIC017296	LOC129789770
OG0004840	ASIC018867	LOC129793954
OG0004841	ASIC021109	LOC129793419
OG0004842	ASIC021116	LOC129787558
OG0004843	ASIC021110	LOC129792215
OG0004844	ASIC014422	LOC129788864
OG0004845	ASIC014437	LOC129791131
OG0004846	ASIC021111	LOC129792311
OG0004847	ASIC021113	LOC129797446
OG0004848	ASIC021112	LOC129797749
OG0004849	ASIC014075	LOC129794935
OG0004850	ASIC008011	LOC129796077
OG0004851	ASIC004762	LOC129791404
OG0004852	ASIC004471	LOC129788943
OG0004853	ASIC003874	LOC129790193
OG0004854	ASIC003845	LOC129789901
OG0004855	ASIC003872	LOC129790290
OG0004856	ASIC003875	LOC129790287
OG0004857	ASIC003855	LOC129788952
OG0004858	ASIC017334	LOC129792206
OG0004859	ASIC022132	LOC129789870
OG0004860	ASIC003844	LOC129794025
OG0004861	ASIC003876	LOC129788144
OG0004862	ASIC003857	LOC129789824
OG0004863	ASIC003849	LOC129789874
OG0004864	ASIC021124	LOC129787609
OG0004865	ASIC021557	LOC129787559
OG0004866	ASIC021126	LOC129787594
OG0004867	ASIC021125	LOC129787636
OG0004868	ASIC005235	LOC129797137
OG0004869	ASIC005233	LOC129786985
OG0004870	ASIC014857	LOC129786423
OG0004871	ASIC020958	LOC129797730
OG0004872	ASIC020955	LOC129797494
OG0004873	ASIC010483	LOC129786834
OG0004874	ASIC014856	LOC129786416
OG0004875	ASIC010484	LOC129786480
OG0004876	ASIC011009	LOC129789075
OG0004877	ASIC007548	LOC129789055
OG0004878	ASIC017148	LOC129789313
OG0004879	ASIC002903	LOC129789453
OG0004880	ASIC017147	LOC129789438
OG0004881	ASIC009714	LOC129789044
OG0004882	ASIC006303	LOC129789314
OG0004883	ASIC007088	LOC129786686
OG0004884	ASIC005121	LOC129791196
OG0004885	ASIC009341	LOC129787496
OG0004886	ASIC011813	LOC129797375
OG0004887	ASIC003888	LOC129787554
OG0004889	ASIC009338	LOC129797422
OG0004890	ASIC015512	LOC129795409
OG0004891	ASIC019858	LOC129793646
OG0004892	ASIC019847	LOC129787516
OG0004893	ASIC019848	LOC129793639
OG0004895	ASIC004176	LOC129795371
OG0004896	ASIC012534	LOC129795751
OG0004897	ASIC012537	LOC129794114
OG0004898	ASIC004172	LOC129796347
OG0004899	ASIC000397	LOC129786916
OG0004900	ASIC012533	LOC129793255
OG0004901	ASIC000333	LOC129790918
OG0004903	ASIC020257	LOC129786435
OG0004905	ASIC007060	LOC129793222
OG0004906	ASIC021520	LOC129795475
OG0004907	ASIC007059	LOC129793231
OG0004908	ASIC020268	LOC129786388
OG0004910	ASIC008703	LOC129797358
OG0004911	ASIC004161	LOC129787956
OG0004912	ASIC008702	LOC129787995
OG0004913	ASIC010314	LOC129795591
OG0004914	ASIC017644	LOC129792001
OG0004915	ASIC016299	LOC129792990
OG0004916	ASIC016305	LOC129792958
OG0004917	ASIC016293	LOC129792974
OG0004918	ASIC016312	LOC129793516
OG0004919	ASIC007198	LOC129790459
OG0004920	ASIC007200	LOC129792931
OG0004921	ASIC007186	LOC129796866
OG0004922	ASIC007199	LOC129796239
OG0004923	ASIC007196	LOC129790654
OG0004924	ASIC005074	LOC129796399
OG0004925	ASIC021689	LOC129786642
OG0004926	ASIC014960	LOC129796226
OG0004928	ASIC015487	LOC129787645
OG0004929	ASIC004551	LOC129786392
OG0004930	ASIC004540	LOC129788501
OG0004931	ASIC004552	LOC129790057
OG0004932	ASIC004544	LOC129788201
OG0004933	ASIC004563	LOC129789229
OG0004934	ASIC004541	LOC129791939
OG0004935	ASIC004545	LOC129788202
OG0004936	ASIC020867	LOC129786661
OG0004937	ASIC014086	LOC129789209
OG0004938	ASIC020865	LOC129786286
OG0004939	ASIC009873	LOC129796509
OG0004940	ASIC020868	LOC129785842
OG0004941	ASIC014085	LOC129790579
OG0004942	ASIC014709	LOC129786745
OG0004943	ASIC020965	LOC129787050
OG0004944	ASIC014846	LOC129791399
OG0004945	ASIC015250	LOC129796227
OG0004946	ASIC015249	LOC129796205
OG0004948	ASIC015251	LOC129793412
OG0004949	ASIC000895	LOC129789125
OG0004950	ASIC011856	LOC129793513
OG0004951	ASIC000896	LOC129796247
OG0004952	ASIC012570	LOC129795181
OG0004953	ASIC012574	LOC129787290
OG0004954	ASIC011581	LOC129785860
OG0004956	ASIC005343	LOC129796944
OG0004957	ASIC005345	LOC129797507
OG0004958	ASIC002753	LOC129797120
OG0004959	ASIC007051	LOC129787664
OG0004960	ASIC007050	LOC129797404
OG0004961	ASIC008223	LOC129796968
OG0004962	ASIC005331	LOC129787099
OG0004963	ASIC005342	LOC129786041
OG0004964	ASIC004848	LOC129797173
OG0004966	ASIC007955	LOC129789674
OG0004967	ASIC005047	LOC129787927
OG0004969	ASIC004130	LOC129795964
OG0004970	ASIC015152, ASIC015141	LOC129791283
OG0004972	ASIC003511	LOC129787187
OG0004973	ASIC012934	LOC129791605
OG0004974	ASIC019778	LOC129794133
OG0004975	ASIC021222	LOC129791412
OG0004976	ASIC004660	LOC129787320
OG0004977	ASIC002543	LOC129791609
OG0004978	ASIC012666	LOC129787957
OG0004979	ASIC012674	LOC129786316
OG0004980	ASIC021257	LOC129797837
OG0004981	ASIC009200	LOC129791765
OG0004982	ASIC009197	LOC129792684
OG0004983	ASIC012954	LOC129794017
OG0004985	ASIC021246	LOC129792691
OG0004986	ASIC012955	LOC129793990
OG0004987	ASIC017666	LOC129789422
OG0004988	ASIC017693	LOC129789431
OG0004989	ASIC017555	LOC129789398
OG0004990	ASIC017704	LOC129789412
OG0004991	ASIC012295	LOC129787560
OG0004992	ASIC012310	LOC129797757
OG0004994	ASIC012301	LOC129787551
OG0004995	ASIC022200	LOC129795899
OG0004996	ASIC014763	LOC129787503
OG0004997	ASIC014753	LOC129792028
OG0004999	ASIC014799	LOC129795704
OG0005000	ASIC014807	LOC129795618
OG0005001	ASIC014812	LOC129794410
OG0005002	ASIC006785	LOC129791911
OG0005003	ASIC006353	LOC129787449
OG0005005	ASIC006354	LOC129787442
OG0005006	ASIC017020	LOC129787455
OG0005007	ASIC010630	LOC129790234
OG0005008	ASIC010593	LOC129791384
OG0005009	ASIC010641	LOC129791357
OG0005010	ASIC012129	LOC129791345
OG0005011	ASIC012031	LOC129790162
OG0005012	ASIC012140	LOC129790282
OG0005013	ASIC006071	LOC129790229
OG0005014	ASIC010607	LOC129788659
OG0005015	ASIC009992	LOC129789007
OG0005016	ASIC009997	LOC129788931
OG0005017	ASIC010000	LOC129788870
OG0005018	ASIC009981	LOC129794096
OG0005019	ASIC020709	LOC129790696
OG0005020	ASIC013102	LOC129789128
OG0005021	ASIC009983	LOC129791730
OG0005022	ASIC013101	LOC129789601
OG0005023	ASIC020742	LOC129788966
OG0005024	ASIC009995	LOC129789149
OG0005025	ASIC015270	LOC129796814
OG0005026	ASIC015269	LOC129793779
OG0005027	ASIC015340	LOC129793839
OG0005028	ASIC015329	LOC129797605
OG0005029	ASIC013409	LOC129790980
OG0005030	ASIC016206	LOC129789691
OG0005032	ASIC011460	LOC129796779
OG0005033	ASIC011442	LOC129786587
OG0005034	ASIC011461	LOC129797187
OG0005035	ASIC011453	LOC129787324
OG0005036	ASIC007269	LOC129789124
OG0005037	ASIC007263	LOC129792160
OG0005038	ASIC007416	LOC129790410
OG0005039	ASIC007252	LOC129791071
OG0005040	ASIC007268	LOC129789019
OG0005041	ASIC007265	LOC129790748
OG0005042	ASIC007262	LOC129788355
OG0005043	ASIC007415	LOC129790124
OG0005044	ASIC012899	LOC129792301
OG0005045	ASIC012913	LOC129792789
OG0005046	ASIC012904	LOC129792749
OG0005047	ASIC002889	LOC129797041
OG0005048	ASIC002894	LOC129792752
OG0005049	ASIC002887	LOC129792594
OG0005050	ASIC002893	LOC129792696
OG0005051	ASIC012911	LOC129797693
OG0005052	ASIC002891	LOC129792699
OG0005053	ASIC012912	LOC129791768
OG0005054	ASIC012985	LOC129786683
OG0005055	ASIC011103	LOC129797008
OG0005056	ASIC020134	LOC129797340
OG0005057	ASIC018986	LOC129786413
OG0005058	ASIC011102	LOC129797047
OG0005059	ASIC003589	LOC129797251
OG0005060	ASIC003570	LOC129789796
OG0005061	ASIC003745	LOC129790293
OG0005062	ASIC014384	LOC129790475
OG0005063	ASIC007227	LOC129788951
OG0005064	ASIC007444	LOC129790058
OG0005065	ASIC007447	LOC129790582
OG0005066	ASIC016004	LOC129796523
OG0005067	ASIC022179	LOC129792402
OG0005068	ASIC022180	LOC129792409
OG0005069	ASIC004286	LOC129790280
OG0005071	ASIC020805	LOC129791442
OG0005073	ASIC011458	LOC129797352
OG0005074	ASIC004287	LOC129796006
OG0005075	ASIC011381	LOC129786425
OG0005076	ASIC004288	LOC129791443
OG0005077	ASIC009955	LOC129788425
OG0005078	ASIC017269	LOC129788430
OG0005079	ASIC009996	LOC129791160
OG0005080	ASIC017265	LOC129795793
OG0005081	ASIC017264	LOC129795796
OG0005082	ASIC017270	LOC129790844
OG0005083	ASIC014665	LOC129788462
OG0005084	ASIC009957	LOC129788468
OG0005085	ASIC018123	LOC129787667
OG0005086	ASIC018124	LOC129787675
OG0005088	ASIC003523	LOC129787234
OG0005089	ASIC020816	LOC129787060
OG0005090	ASIC012785	LOC129790727
OG0005091	ASIC003520	LOC129788705
OG0005092	ASIC015105	LOC129786986
OG0005093	ASIC016628	LOC129791840
OG0005094	ASIC003122	LOC129792825
OG0005095	ASIC003117	LOC129797410
OG0005096	ASIC003118	LOC129787695
OG0005097	ASIC016330	LOC129794959
OG0005098	ASIC016331	LOC129791905
OG0005099	ASIC016265	LOC129794462
OG0005100	ASIC016328	LOC129796811
OG0005101	ASIC014855	LOC129788068
OG0005102	ASIC016287	LOC129794650
OG0005103	ASIC016329	LOC129792981
OG0005104	ASIC012022	LOC129794460
OG0005105	ASIC004986	LOC129796685
OG0005106	ASIC005002	LOC129796661
OG0005107	ASIC012023	LOC129795689
OG0005108	ASIC001787	LOC129796099
OG0005109	ASIC013239	LOC129786110
OG0005110	ASIC013238	LOC129786152
OG0005111	ASIC001788	LOC129796585
OG0005112	ASIC017828	LOC129796024
OG0005113	ASIC012631	LOC129792251
OG0005114	ASIC017827	LOC129795840
OG0005115	ASIC017829	LOC129795868
OG0005116	ASIC017830	LOC129795430
OG0005117	ASIC008046	LOC129787178
OG0005118	ASIC007567	LOC129790449
OG0005119	ASIC009654	LOC129790861
OG0005120	ASIC007552	LOC129790450
OG0005121	ASIC010552	LOC129792440
OG0005122	ASIC000878	LOC129797471
OG0005123	ASIC010553	LOC129792450
OG0005124	ASIC000876	LOC129797449
OG0005125	ASIC000872	LOC129797697
OG0005126	ASIC000873	LOC129797718
OG0005127	ASIC000877	LOC129797711
OG0005128	ASIC015442	LOC129788887
OG0005130	ASIC015445	LOC129795579
OG0005131	ASIC017798	LOC129794599
OG0005132	ASIC003696	LOC129794128
OG0005133	ASIC003694	LOC129794001
OG0005134	ASIC003708	LOC129792249
OG0005135	ASIC003692	LOC129794010
OG0005136	ASIC003711	LOC129793695
OG0005137	ASIC003709	LOC129793150
OG0005138	ASIC003706	LOC129792250
OG0005139	ASIC003712	LOC129793486
OG0005140	ASIC013412	LOC129788398
OG0005142	ASIC007465	LOC129788690
OG0005143	ASIC008355	LOC129787604
OG0005144	ASIC001844	LOC129797684
OG0005146	ASIC003672	LOC129794906
OG0005147	ASIC003671	LOC129794758
OG0005148	ASIC007089	LOC129791022
OG0005149	ASIC021810	LOC129787828
OG0005150	ASIC009027	LOC129787330
OG0005151	ASIC021459	LOC129789561
OG0005152	ASIC000603	LOC129793934
OG0005153	ASIC006419	LOC129788512
OG0005155	ASIC006418	LOC129789349
OG0005156	ASIC006445	LOC129790043
OG0005157	ASIC007440	LOC129788490
OG0005158	ASIC006443	LOC129790812
OG0005159	ASIC005306	LOC129786694
OG0005161	ASIC020128	LOC129788911
OG0005164	ASIC005295	LOC129786689
OG0005165	ASIC020157	LOC129795562
OG0005166	ASIC005319	LOC129787534
OG0005167	ASIC006776	LOC129792237
OG0005168	ASIC006781	LOC129786942
OG0005169	ASIC018017	LOC129795277
OG0005170	ASIC015514	LOC129790166
OG0005171	ASIC015513	LOC129795385
OG0005172	ASIC005054	LOC129796437
OG0005174	ASIC018010	LOC129796475
OG0005175	ASIC006002	LOC129786880, LOC129795716
OG0005176	ASIC006003	LOC129795493
OG0005177	ASIC011608	LOC129792326
OG0005178	ASIC015083	LOC129794903
OG0005179	ASIC011611	LOC129792915
OG0005180	ASIC021207	LOC129793574
OG0005181	ASIC018546	LOC129793797
OG0005182	ASIC018561	LOC129793280
OG0005183	ASIC017671	LOC129791208
OG0005184	ASIC006458	LOC129788576
OG0005185	ASIC004664	LOC129797438
OG0005187	ASIC004663	LOC129793851
OG0005188	ASIC004662	LOC129797419
OG0005189	ASIC008361	LOC129793601
OG0005190	ASIC005782	LOC129792870
OG0005191	ASIC021000	LOC129791432
OG0005192	ASIC005786	LOC129793975
OG0005193	ASIC020999	LOC129794938
OG0005194	ASIC020994	LOC129786141
OG0005195	ASIC018418	LOC129791973
OG0005196	ASIC018407	LOC129792019
OG0005197	ASIC017715	LOC129788924
OG0005198	ASIC014586	LOC129793620
OG0005199	ASIC014589	LOC129793506
OG0005200	ASIC014567	LOC129795433
OG0005201	ASIC011713	LOC129794212
OG0005203	ASIC011714	LOC129794211
OG0005204	ASIC011120	LOC129797813
OG0005205	ASIC013846	LOC129789928
OG0005206	ASIC013840	LOC129797143
OG0005207	ASIC006116	LOC129790336
OG0005208	ASIC006113	LOC129791139
OG0005209	ASIC013841	LOC129793393
OG0005210	ASIC013850	LOC129789528
OG0005211	ASIC011917	LOC129796499
OG0005212	ASIC017846	LOC129796341
OG0005213	ASIC017843	LOC129794667
OG0005214	ASIC005045	LOC129796434
OG0005215	ASIC017844	LOC129794665
OG0005216	ASIC017849	LOC129796015
OG0005217	ASIC011919	LOC129794838
OG0005218	ASIC017847	LOC129795929
OG0005219	ASIC005044	LOC129793817
OG0005220	ASIC003949	LOC129787943
OG0005221	ASIC017198	LOC129789589
OG0005222	ASIC017193	LOC129797039
OG0005223	ASIC008008	LOC129792239
OG0005224	ASIC008009	LOC129794984
OG0005225	ASIC020680	LOC129788391
OG0005226	ASIC008006	LOC129795875
OG0005227	ASIC020687	LOC129794885
OG0005228	ASIC008005	LOC129795842
OG0005229	ASIC020086	LOC129794033
OG0005230	ASIC008003	LOC129795852
OG0005231	ASIC013295	LOC129795480
OG0005232	ASIC020250	LOC129788982
OG0005233	ASIC012514, ASIC012503	LOC129796115
OG0005234	ASIC009846	LOC129787507
OG0005235	ASIC016477	LOC129791610
OG0005236	ASIC016482	LOC129794202
OG0005237	ASIC016485	LOC129796630
OG0005238	ASIC016484	LOC129794216
OG0005239	ASIC009941	LOC129788840
OG0005240	ASIC020745	LOC129788141
OG0005241	ASIC020744	LOC129790807
OG0005242	ASIC010820	LOC129792142
OG0005243	ASIC008408	LOC129796817
OG0005244	ASIC008405	LOC129796889
OG0005245	ASIC016035	LOC129795728
OG0005246	ASIC013460	LOC129789848
OG0005247	ASIC013343	LOC129792221
OG0005248	ASIC013459	LOC129789905
OG0005249	ASIC016533	LOC129794657
OG0005250	ASIC021046	LOC129787416
OG0005251	ASIC015434	LOC129795177
OG0005252	ASIC015408	LOC129794685
OG0005253	ASIC015411	LOC129794800
OG0005254	ASIC015405	LOC129794675
OG0005255	ASIC016380	LOC129793467
OG0005256	ASIC011719	LOC129791639
OG0005257	ASIC012344	LOC129792242
OG0005258	ASIC012350	LOC129792983
OG0005259	ASIC003169	LOC129797775
OG0005260	ASIC006587	LOC129791179
OG0005261	ASIC003168	LOC129797596
OG0005262	ASIC003170	LOC129797638
OG0005263	ASIC003165	LOC129792401
OG0005264	ASIC006590	LOC129791174
OG0005265	ASIC019788	LOC129794221
OG0005266	ASIC012925	LOC129793369
OG0005267	ASIC003070	LOC129786219
OG0005268	ASIC011970	LOC129790907
OG0005269	ASIC013972	LOC129790128
OG0005270	ASIC004087	LOC129787086
OG0005271	ASIC013314	LOC129797865
OG0005272	ASIC004084	LOC129785911
OG0005273	ASIC012656	LOC129787764
OG0005274	ASIC016502	LOC129793621
OG0005275	ASIC003210	LOC129795553
OG0005276	ASIC012377	LOC129788683
OG0005277	ASIC021811	LOC129786047
OG0005278	ASIC011008	LOC129788026
OG0005279	ASIC012375	LOC129792391
OG0005280	ASIC020045	LOC129786241
OG0005281	ASIC020035	LOC129785978
OG0005282	ASIC008357	LOC129787518
OG0005283	ASIC006050	LOC129788404
OG0005284	ASIC019803	LOC129791834
OG0005285	ASIC006051	LOC129787740
OG0005286	ASIC006112	LOC129786739
OG0005287	ASIC017231	LOC129786749
OG0005288	ASIC017230	LOC129793314
OG0005289	ASIC017228	LOC129796257
OG0005290	ASIC008658	LOC129791183
OG0005291	ASIC006611	LOC129790236
OG0005292	ASIC000263	LOC129791352
OG0005293	ASIC008665	LOC129791348
OG0005294	ASIC008663	LOC129791311
OG0005295	ASIC016256	LOC129790368
OG0005296	ASIC010832	LOC129797533
OG0005297	ASIC010830	LOC129797552
OG0005298	ASIC007968	LOC129786758
OG0005299	ASIC009371	LOC129786941
OG0005300	ASIC019084	LOC129792845
OG0005301	ASIC019060	LOC129795870
OG0005302	ASIC011374	LOC129786532
OG0005304	ASIC020273	LOC129786564
OG0005305	ASIC021015	LOC129790148
OG0005306	ASIC021354	LOC129797836
OG0005307	ASIC021009	LOC129787039
OG0005308	ASIC021014	LOC129787038
OG0005309	ASIC009671	LOC129789836
OG0005310	ASIC006355	LOC129795162
OG0005311	ASIC002463	LOC129789542
OG0005312	ASIC016638	LOC129790645
OG0005313	ASIC010253	LOC129790127
OG0005314	ASIC020420	LOC129789995
OG0005315	ASIC007664	LOC129789522
OG0005316	ASIC005924	LOC129787388
OG0005317	ASIC015403	LOC129789904
OG0005318	ASIC015401	LOC129795055
OG0005319	ASIC002805	LOC129791229
OG0005321	ASIC002809	LOC129794059
OG0005323	ASIC007228	LOC129790038
OG0005324	ASIC007236	LOC129791073
OG0005325	ASIC007230	LOC129790034
OG0005326	ASIC007231	LOC129791066
OG0005328	ASIC019312	LOC129797233
OG0005329	ASIC009326	LOC129795461
OG0005330	ASIC009328	LOC129795752
OG0005331	ASIC019314	LOC129795504
OG0005332	ASIC009327	LOC129795680
OG0005333	ASIC005403	LOC129797223
OG0005334	ASIC018703	LOC129792490
OG0005335	ASIC018702	LOC129789531
OG0005336	ASIC018790	LOC129792263
OG0005337	ASIC018705	LOC129794170
OG0005338	ASIC005252	LOC129790379
OG0005339	ASIC013496	LOC129797553
OG0005340	ASIC008504	LOC129791919
OG0005341	ASIC008505	LOC129791824
OG0005342	ASIC009201	LOC129791764
OG0005343	ASIC019220	LOC129795168
OG0005344	ASIC008506	LOC129791959
OG0005345	ASIC008511	LOC129792240
OG0005346	ASIC003161	LOC129789879
OG0005347	ASIC016622	LOC129787397
OG0005348	ASIC020573	LOC129787059
OG0005349	ASIC008451	LOC129795738
OG0005350	ASIC010170	LOC129797617
OG0005351	ASIC018480	LOC129793729
OG0005353	ASIC011228	LOC129790792
OG0005354	ASIC002701	LOC129788893
OG0005355	ASIC010715	LOC129790012
OG0005356	ASIC002807	LOC129787275
OG0005357	ASIC010716	LOC129790014
OG0005358	ASIC010905	LOC129790207
OG0005359	ASIC007161	LOC129793932
OG0005360	ASIC007462	LOC129789961
OG0005361	ASIC007360	LOC129790191
